German,English,Context,Date
sprengvorrichtungen,blasting devices,"Ein 20-Jähriger soll in einem Schnellzug auf dem Weg nach Frankfurt Sprengvorrichtungen gezündet und dabei Reisende verletzt haben. Der Verdächtige wurde festgenommen, die Hintergründe der Tat sind weiterhin unklar.",2026-04-04
sicherheitsdilemma,safety dilemma,"Teherans ""Achse des Widerstands"" ist auch im Irak aktiv. Milizen greifen Ölfelder, Hotels sowie militärische US-Einrichtungen im Land an. Die USA bomben zurück. Einblicke in Bagdads Sicherheitsdilemma.",2026-04-04
oberbefehlshaber,Commander-in-chief,Erst kürzlich war der seit Jahren faktisch regierende Militärjunta-Chef Min Aung Hlaing als Oberbefehlshaber zurückgetreten. Nun ist er der neue Staatschef Myanmars.,2026-04-04
generalstabschef,Chief of the Defence Staff,"In den USA müssen Justizministerin Bondi und der Generalstabschef des Heeres, Randy George, auf Druck ihre Posten abgeben. Im Iran wird die bedeutende Autobahnbrücke B1 zerstört. Das Wichtigste in Kürze.",2026-04-04
wirtschaftliches,economic,"K-Beauty ist mehr als ein Kosmetiktrend: Südkorea verbindet Popkultur, Innovation und staatliche Strategie zu einem globalen Erfolgsmodell - und nutzt Schönheit gezielt als wirtschaftliches und politisches Instrument.",2026-04-04
schutzmaßnahmen,Protective measures,Nach einem Cyberangriff auf die Uffizien in Florenz wächst die Angst vor einem Überfall: Täter erbeuten sensible Daten zu Alarmanlagen und Lageplänen. Italiens berühmte Galerie verstärkt ihre Schutzmaßnahmen.,2026-04-04
veröffentlicht,published,Ein Angriff auf Irans größte Brücke fordert Tote und Verletzte. US-Präsident Donald Trump veröffentlicht ein Video zum Einschlag und droht mit weiteren Angriffen auf Infrastruktur. Teheran reagiert scharf.,2026-04-04
zurückgetreten,oil exports.,Erst kürzlich war der seit Jahren faktisch regierende Militärjunta-Chef Min Aung Hlaing als Oberbefehlshaber zurückgetreten. Nun ist er der neue Staatschef Myanmars.,2026-04-04
autobahnbrücke,motorway bridge,"In den USA müssen Justizministerin Bondi und der Generalstabschef des Heeres, Randy George, auf Druck ihre Posten abgeben. Im Iran wird die bedeutende Autobahnbrücke B1 zerstört. Das Wichtigste in Kürze.",2026-04-04
kosmetiktrend,cosmetics trend,"K-Beauty ist mehr als ein Kosmetiktrend: Südkorea verbindet Popkultur, Innovation und staatliche Strategie zu einem globalen Erfolgsmodell - und nutzt Schönheit gezielt als wirtschaftliches und politisches Instrument.",2026-04-04
erfolgsmodell,series-produced model.,"K-Beauty ist mehr als ein Kosmetiktrend: Südkorea verbindet Popkultur, Innovation und staatliche Strategie zu einem globalen Erfolgsmodell - und nutzt Schönheit gezielt als wirtschaftliches und politisches Instrument.",2026-04-04
rechtfertigt,it ennobling.,"Während der Gegenwind zunimmt, rechtfertigt der US-Präsident in einer Rede an die Nation erneut den Krieg gegen den Iran. Doch viele Fragen bleiben offen. Wie also kommt Trump raus aus diesem Krieg?",2026-04-04
festgenommen,"it called ""security reasons.""","Ein 20-Jähriger soll in einem Schnellzug auf dem Weg nach Frankfurt Sprengvorrichtungen gezündet und dabei Reisende verletzt haben. Der Verdächtige wurde festgenommen, die Hintergründe der Tat sind weiterhin unklar.",2026-04-04
hintergründe,Backgrounds,"Ein 20-Jähriger soll in einem Schnellzug auf dem Weg nach Frankfurt Sprengvorrichtungen gezündet und dabei Reisende verletzt haben. Der Verdächtige wurde festgenommen, die Hintergründe der Tat sind weiterhin unklar.",2026-04-04
militärjunta,military junta,Erst kürzlich war der seit Jahren faktisch regierende Militärjunta-Chef Min Aung Hlaing als Oberbefehlshaber zurückgetreten. Nun ist er der neue Staatschef Myanmars.,2026-04-04
