German,English,Context,Date
truppenreduzierung,troop reduction,Der unerwartete Stopp der Verlegung von US-Soldaten nach Polen weckt in dem Land an der NATO-Ostflanke Ängste um die eigene Sicherheit. Kommt zudem eine Truppenreduzierung? Kann Warschau Washington doch noch umstimmen?,2026-05-20
kamikazedrohnen,kamikaze drones,"Seit einigen Wochen greift die proiranische Hisbollah-Miliz Israel verstärkt mit Kamikazedrohnen an. Im Ukrainekrieg ist die Taktik seit langem Alltag. Trotzdem tut sich Israel schwer damit, Gegenmaßnahmen zu finden.",2026-05-20
weltraumbahnhof,Spaceport,"Ein Weltraumbahnhof auf einer Insel im Atlantik, auf dem Raketen starten und Raumkapseln im Meer praktisch nebenan landen können. Fabriken, die Satelliten bauen: Das kleine Land am Westende Europas hat ehrgeizige Pläne.",2026-05-20
demokratischen,democratic,Ein US-Arzt hat sich in der Demokratischen Republik Kongo mit dem Ebola-Virus infiziert. Die EU setzt nun doch das Zollabkommen mit den USA um. Der DW-Nachrichtenüberblick.,2026-05-20
kohleausstieg,coal phase-out,Die Energiepreise in Deutschland steigen weiter stark an. Bundeskanzler Merz stellt deshalb den Kohleausstieg bis 2038 infrage - und sorgt damit für Irritationen in der Fachwelt.,2026-05-20
proiranische,pro-Iranian,"Seit einigen Wochen greift die proiranische Hisbollah-Miliz Israel verstärkt mit Kamikazedrohnen an. Im Ukrainekrieg ist die Taktik seit langem Alltag. Trotzdem tut sich Israel schwer damit, Gegenmaßnahmen zu finden.",2026-05-20
ukrainekrieg,Ukraine war,"Seit einigen Wochen greift die proiranische Hisbollah-Miliz Israel verstärkt mit Kamikazedrohnen an. Im Ukrainekrieg ist die Taktik seit langem Alltag. Trotzdem tut sich Israel schwer damit, Gegenmaßnahmen zu finden.",2026-05-20
zollabkommen,Customs Convention,Ein US-Arzt hat sich in der Demokratischen Republik Kongo mit dem Ebola-Virus infiziert. Die EU setzt nun doch das Zollabkommen mit den USA um. Der DW-Nachrichtenüberblick.,2026-05-20
entschuldigt,excused,"Eine aus der Ukraine stammende Drohne ist in den estnischen Luftraum eingedrungen und wurde von NATO-Jets abgeschossen. Kyjiw entschuldigt sich für den Vorfall, macht jedoch Russland für die Entwicklung verantwortlich.",2026-05-20
negativtrend,negative trend,"Ob Bäume krank sind, kann man auch an den Kronen sehen. Eine neue amtliche Studie zeigt dort anhaltende Schäden. Immerhin hat sich der Negativtrend der vergangenen Jahre nicht verstärkt.",2026-05-20
unerwartete,unexpected,Der unerwartete Stopp der Verlegung von US-Soldaten nach Polen weckt in dem Land an der NATO-Ostflanke Ängste um die eigene Sicherheit. Kommt zudem eine Truppenreduzierung? Kann Warschau Washington doch noch umstimmen?,2026-05-20
raumkapseln,space capsules,"Ein Weltraumbahnhof auf einer Insel im Atlantik, auf dem Raketen starten und Raumkapseln im Meer praktisch nebenan landen können. Fabriken, die Satelliten bauen: Das kleine Land am Westende Europas hat ehrgeizige Pläne.",2026-05-20
