German,English,Context,Date
bundesverfassungsgericht,Federal Constitutional Court,"Der US-Luftwaffenstützpunkt Ramstein durfte für tödliche Drohnenangriffe auf den Jemen genutzt werden, urteilte das Bundesverfassungsgericht 2025. Ist das ein Freibrief für die Nutzung im Iran-Krieg? Eher nicht.",2026-03-10
luftwaffenstützpunkt,Airforce Base,"Der US-Luftwaffenstützpunkt Ramstein in Deutschland spielt für die Vereinigten Staaten eine wichtige Rolle. Umstritten war er schon immer, wegen des Iran-Kriegs auch jetzt wieder.",2026-03-10
militäroperationen,military operations,"Der US-Luftwaffenstützpunkt in Deutschland hat enorme Bedeutung für die Militäroperationen der USA, auch jetzt für die Einsätze gegen den Iran.",2026-03-10
rechtskonservative,right-wing conservatives,Polens rechtskonservative Oppositionspartei PiS steckt in der Krise. Ihr Hauptproblem: Ihre Wähler laufen zur rechtsextremen Konkurrenz über. Der katholische Hardliner Przemyslaw Czarnek soll den Trend umkehren.,2026-03-10
oppositionspartei,opposition party,Polens rechtskonservative Oppositionspartei PiS steckt in der Krise. Ihr Hauptproblem: Ihre Wähler laufen zur rechtsextremen Konkurrenz über. Der katholische Hardliner Przemyslaw Czarnek soll den Trend umkehren.,2026-03-10
drohnenangriffe,drone strikes,"Der US-Luftwaffenstützpunkt Ramstein durfte für tödliche Drohnenangriffe auf den Jemen genutzt werden, urteilte das Bundesverfassungsgericht 2025. Ist das ein Freibrief für die Nutzung im Iran-Krieg? Eher nicht.",2026-03-10
antisemitischen,anti-Semitic,Bei einer Explosion im belgischen Lüttich ist eine Synagoge beschädigt worden. Verletzt wurde bei dem Vorfall niemand. Die Behörden gehen von einem antisemitischen Hintergrund aus und haben Ermittlungen aufgenommen.,2026-03-10
rechtsextremen,right-wing extremists,Polens rechtskonservative Oppositionspartei PiS steckt in der Krise. Ihr Hauptproblem: Ihre Wähler laufen zur rechtsextremen Konkurrenz über. Der katholische Hardliner Przemyslaw Czarnek soll den Trend umkehren.,2026-03-10
meisterschaft,League,"Die Meisterschaft ist so gut wie entschieden, aber die halbe Fußball-Bundesliga spielt noch gegen den Abstieg. Beim VfL Wolfsburg hat die anhaltende Krise nun personelle Konsequenzen. Der Rückblick auf den 25. Spieltag.",2026-03-10
ermittlungen,Investigations,Bei einer Explosion im belgischen Lüttich ist eine Synagoge beschädigt worden. Verletzt wurde bei dem Vorfall niemand. Die Behörden gehen von einem antisemitischen Hintergrund aus und haben Ermittlungen aufgenommen.,2026-03-10
konsequenzen,Consequences,"Die Meisterschaft ist so gut wie entschieden, aber die halbe Fußball-Bundesliga spielt noch gegen den Abstieg. Beim VfL Wolfsburg hat die anhaltende Krise nun personelle Konsequenzen. Der Rückblick auf den 25. Spieltag.",2026-03-10
hauptproblem,Main problem,Polens rechtskonservative Oppositionspartei PiS steckt in der Krise. Ihr Hauptproblem: Ihre Wähler laufen zur rechtsextremen Konkurrenz über. Der katholische Hardliner Przemyslaw Czarnek soll den Trend umkehren.,2026-03-10
vereinigten,Education:,"Der US-Luftwaffenstützpunkt Ramstein in Deutschland spielt für die Vereinigten Staaten eine wichtige Rolle. Umstritten war er schon immer, wegen des Iran-Kriegs auch jetzt wieder.",2026-03-10
aufgenommen,added,Bei einer Explosion im belgischen Lüttich ist eine Synagoge beschädigt worden. Verletzt wurde bei dem Vorfall niemand. Die Behörden gehen von einem antisemitischen Hintergrund aus und haben Ermittlungen aufgenommen.,2026-03-10
