German,English,Context,Date
katastrophenschützern,disaster responders,Bundesinnenminister Alexander Dobrindt will in den kommenden Jahren viel Geld investieren. Es soll vor allem in die Ausstattung und Ausbildung von Zivil- und Katastrophenschützern fließen.,2026-05-19
besatzungsmitglieder,Crew members:,"Das Kreuzfahrtschiff traf am Montagvormittag im Hafen der zweitgrößten Stadt der Niederlande ein. Es waren noch 27 Menschen an Bord, 25 Besatzungsmitglieder und zwei medizinische Mitarbeiter.",2026-05-19
relegationsplatz,relegation site,Aus dem Dreikampf um den Relegationsplatz gehen zwei Klubs als Verlierer hervor. Der VfB Stuttgart sichert sich die Teilnahme an der Champions League und auch der SC Freiburg feiert. Der Rückblick auf den 34. Spieltag.,2026-05-19
hassverbrechens,hate crime,"Auf Bitten der Golfstaaten will der US-Präsident von einer Wiederaufnahme des Iran-Kriegs vorerst abgesehen haben. Ein islamisches Zentrum in San Diego wird Ziel eines ""Hassverbrechens"". Der DW-Nachrichtenüberblick.",2026-05-19
montagvormittag,Monday morning,"Das Kreuzfahrtschiff traf am Montagvormittag im Hafen der zweitgrößten Stadt der Niederlande ein. Es waren noch 27 Menschen an Bord, 25 Besatzungsmitglieder und zwei medizinische Mitarbeiter.",2026-05-19
zweitgrößten,second largest,"Das Kreuzfahrtschiff traf am Montagvormittag im Hafen der zweitgrößten Stadt der Niederlande ein. Es waren noch 27 Menschen an Bord, 25 Besatzungsmitglieder und zwei medizinische Mitarbeiter.",2026-05-19
kalifornien,"Los Angeles, California, USA",In Kalifornien sind bei einem Angriff auf ein Islamisches Zentrum drei Menschen erschossen worden. Zwei mutmaßliche Angreifer wurden später tot in der Nähe des Tatorts in San Diego gefunden.,2026-05-19
islamisches,islamic,In Kalifornien sind bei einem Angriff auf ein Islamisches Zentrum drei Menschen erschossen worden. Zwei mutmaßliche Angreifer wurden später tot in der Nähe des Tatorts in San Diego gefunden.,2026-05-19
niederlande,Netherlands,"Das Kreuzfahrtschiff traf am Montagvormittag im Hafen der zweitgrößten Stadt der Niederlande ein. Es waren noch 27 Menschen an Bord, 25 Besatzungsmitglieder und zwei medizinische Mitarbeiter.",2026-05-19
flugzeugen,aircrafts,Der chinesische Staatschef Xi Jinping hat laut US-Präsident Trump unter anderem dem Kauf von 200 Boeing-Flugzeugen zugestimmt. Am letzten Tag von Trumps Besuch in China ging es außerdem um den Iran-Krieg.,2026-05-19
