German,English,Context,Date
nordkoreanischen,north Korean,"US-Präsident Donald Trump kündigt an, noch in diesem Jahr ein persönliches Treffen mit dem nordkoreanischen Machthaber Kim Jong Un zu planen. Nordkorea fordert aber maximale Zugeständnisse.",2026-08-22
bauernhofkinder,farm children,"Warum entwickeln Bauernhofkinder seltener Asthma, Heuschnupfen und Neurodermitis? Forschende haben die Bakterien hinter dem Schutzeffekt identifiziert. Davon könnten eines Tages auch andere Kinder profitieren.",2026-08-22
zugeständnisse,Concessions,"US-Präsident Donald Trump kündigt an, noch in diesem Jahr ein persönliches Treffen mit dem nordkoreanischen Machthaber Kim Jong Un zu planen. Nordkorea fordert aber maximale Zugeständnisse.",2026-08-22
beschleunigen,accelerate,"Leere Zapfsäulen, lange Wartezeiten: Nach Angriffen auf Raffinerien verschärft sich der Benzinmangel in Russland. Was bedeutet dies für die Wirtschaft und könnte es sogar ein Ende des Ukraine-Kriegs beschleunigen?",2026-08-22
neurodermitis,NEURODERMATITIS,"Warum entwickeln Bauernhofkinder seltener Asthma, Heuschnupfen und Neurodermitis? Forschende haben die Bakterien hinter dem Schutzeffekt identifiziert. Davon könnten eines Tages auch andere Kinder profitieren.",2026-08-22
identifiziert,identified,"Warum entwickeln Bauernhofkinder seltener Asthma, Heuschnupfen und Neurodermitis? Forschende haben die Bakterien hinter dem Schutzeffekt identifiziert. Davon könnten eines Tages auch andere Kinder profitieren.",2026-08-22
benzinmangel,gasoline shortage,"Leere Zapfsäulen, lange Wartezeiten: Nach Angriffen auf Raffinerien verschärft sich der Benzinmangel in Russland. Was bedeutet dies für die Wirtschaft und könnte es sogar ein Ende des Ukraine-Kriegs beschleunigen?",2026-08-22
heuschnupfen,hay fever,"Warum entwickeln Bauernhofkinder seltener Asthma, Heuschnupfen und Neurodermitis? Forschende haben die Bakterien hinter dem Schutzeffekt identifiziert. Davon könnten eines Tages auch andere Kinder profitieren.",2026-08-22
schutzeffekt,protective effect,"Warum entwickeln Bauernhofkinder seltener Asthma, Heuschnupfen und Neurodermitis? Forschende haben die Bakterien hinter dem Schutzeffekt identifiziert. Davon könnten eines Tages auch andere Kinder profitieren.",2026-08-22
schuldspruch,Conviction,Chow Hang-tung und Lee Cheuk-yan hielten lediglich die Erinnerung an das Blutbad auf dem Platz des Himmlischen Friedens in Peking wach. Die EU und Menschenrechtler sind nach dem Schuldspruch gegen die beiden empört.,2026-08-22
wartezeiten,Waiting times,"Leere Zapfsäulen, lange Wartezeiten: Nach Angriffen auf Raffinerien verschärft sich der Benzinmangel in Russland. Was bedeutet dies für die Wirtschaft und könnte es sogar ein Ende des Ukraine-Kriegs beschleunigen?",2026-08-22
himmlischen,heavenly,Chow Hang-tung und Lee Cheuk-yan hielten lediglich die Erinnerung an das Blutbad auf dem Platz des Himmlischen Friedens in Peking wach. Die EU und Menschenrechtler sind nach dem Schuldspruch gegen die beiden empört.,2026-08-22
süddeutsche,Nature.,"In einem Wald in Brandenburg ist ein Versteck mit zwei scharfen Waffen gefunden worden. Dabei soll es sich um ein Depot russischer Agenten für mögliche Anschläge handeln, wie NDR, WDR und ""Süddeutsche Zeitung"" berichten.",2026-08-22
zusatzzölle,additional duties,Der Oberste Gerichtshof der USA hatte die von Präsident Trump verhängten Zusatzzölle für rechtswidrig erklärt. Dies hat auch Auswirkungen auf Konzerne in Deutschland.,2026-08-22
zapfsäulen,dispensers,"Leere Zapfsäulen, lange Wartezeiten: Nach Angriffen auf Raffinerien verschärft sich der Benzinmangel in Russland. Was bedeutet dies für die Wirtschaft und könnte es sogar ein Ende des Ukraine-Kriegs beschleunigen?",2026-08-22
verhängten,imposed,Der Oberste Gerichtshof der USA hatte die von Präsident Trump verhängten Zusatzzölle für rechtswidrig erklärt. Dies hat auch Auswirkungen auf Konzerne in Deutschland.,2026-08-22
magnitude,(magnitude),"Indonesien, Kolumbien, Venezuela und Peru: 2026 haben schwere Erdbeben Tausende Menschen getötet. Die acht Ereignisse zeigen, warum nicht allein die Magnitude über das Ausmaß einer Katastrophe entscheidet.",2026-08-22
bakterien,Bacteria,"Warum entwickeln Bauernhofkinder seltener Asthma, Heuschnupfen und Neurodermitis? Forschende haben die Bakterien hinter dem Schutzeffekt identifiziert. Davon könnten eines Tages auch andere Kinder profitieren.",2026-08-22
jahrelang,For years.,"Jahrelang boomte der Tourismus in Portugal - doch 2025 stagnieren die Besucherzahlen erstmals. Während neue Hotels und ein Milliarden-Flughafen gebaut werden, fordern Experten eine Neuausrichtung der Strategie.",2026-08-22
tourismus,Tourism,"Jahrelang boomte der Tourismus in Portugal - doch 2025 stagnieren die Besucherzahlen erstmals. Während neue Hotels und ein Milliarden-Flughafen gebaut werden, fordern Experten eine Neuausrichtung der Strategie.",2026-08-22
