German,English,Context,Date
fallschirmjägerregiment,paratrooper regiment,"In seinem Jahresbericht fordert der Wehrbeauftragte des Bundestags, Verfehlungen wie die beim Fallschirmjägerregiment in Zweibrücken konsequent zu ahnden.",2026-03-04
vergeltungsmaßnahmen,Retaliation,"Die Ölmärkte bereiten sich nach Angriffen auf den Iran und den Vergeltungsmaßnahmen Teherans auf starke Preisanstiege vor. Iran ist zwar ein wichtiger Ölproduzent, doch die Händler sind aus einem anderen Grund alarmiert.",2026-03-04
sicherheitsrisiken,Security threats,"Der Countdown zur Fußball-WM 2026 läuft, doch es herrscht Unruhe: Der Konflikt der USA mit Iran überschattet das Turnier. Auch dämpfen hohe Ticketpreise, Sicherheitsrisiken und fehlende Gelder für Fanparks die Vorfreude.",2026-03-04
wirtschaftlicher,Commercial,"Iranische Angriffe auf Raffinerien, Gasanlagen und Öltanker gefährden die globale Energieversorgung und bergen das Risiko schwerwiegender wirtschaftlicher Folgen weltweit. Sie zwingen die Verbraucher zum Sparen.",2026-03-04
schwerwiegender,more serious,"Iranische Angriffe auf Raffinerien, Gasanlagen und Öltanker gefährden die globale Energieversorgung und bergen das Risiko schwerwiegender wirtschaftlicher Folgen weltweit. Sie zwingen die Verbraucher zum Sparen.",2026-03-04
wehrbeauftragte,defence officer,"In seinem Jahresbericht fordert der Wehrbeauftragte des Bundestags, Verfehlungen wie die beim Fallschirmjägerregiment in Zweibrücken konsequent zu ahnden.",2026-03-04
militärübungen,military exercises,Frankreich will die nukleare Abschreckung in Europa neu ausrichten: Präsident Macron kündigt gemeinsame Militärübungen mit Deutschland und weiteren Partnern an - und eine Aufstockung des französischen Atomarsenals.,2026-03-04
nukleardoktrin,nuclear doctrine,Die USA verteidigen ihre Beteiligung am Iran-Krieg als präventive Maßnahme. Die US-Botschaft in Riad wurde angegriffen. Frankreich stellt seine neue Nukleardoktrin vor. Das Wichtigste in Kürze.,2026-03-04
preisanstiege,price increases,"Die Ölmärkte bereiten sich nach Angriffen auf den Iran und den Vergeltungsmaßnahmen Teherans auf starke Preisanstiege vor. Iran ist zwar ein wichtiger Ölproduzent, doch die Händler sind aus einem anderen Grund alarmiert.",2026-03-04
französischen,French,Frankreich will die nukleare Abschreckung in Europa neu ausrichten: Präsident Macron kündigt gemeinsame Militärübungen mit Deutschland und weiteren Partnern an - und eine Aufstockung des französischen Atomarsenals.,2026-03-04
jahresbericht,Annual Report,"In seinem Jahresbericht fordert der Wehrbeauftragte des Bundestags, Verfehlungen wie die beim Fallschirmjägerregiment in Zweibrücken konsequent zu ahnden.",2026-03-04
abschreckung,Deterence,Frankreich will die nukleare Abschreckung in Europa neu ausrichten: Präsident Macron kündigt gemeinsame Militärübungen mit Deutschland und weiteren Partnern an - und eine Aufstockung des französischen Atomarsenals.,2026-03-04
atomarsenals,nuclear arsenals,Frankreich will die nukleare Abschreckung in Europa neu ausrichten: Präsident Macron kündigt gemeinsame Militärübungen mit Deutschland und weiteren Partnern an - und eine Aufstockung des französischen Atomarsenals.,2026-03-04
verfehlungen,misses,"In seinem Jahresbericht fordert der Wehrbeauftragte des Bundestags, Verfehlungen wie die beim Fallschirmjägerregiment in Zweibrücken konsequent zu ahnden.",2026-03-04
überschattet,shadowed,"Der Countdown zur Fußball-WM 2026 läuft, doch es herrscht Unruhe: Der Konflikt der USA mit Iran überschattet das Turnier. Auch dämpfen hohe Ticketpreise, Sicherheitsrisiken und fehlende Gelder für Fanparks die Vorfreude.",2026-03-04
ticketpreise,Ticket Prices,"Der Countdown zur Fußball-WM 2026 läuft, doch es herrscht Unruhe: Der Konflikt der USA mit Iran überschattet das Turnier. Auch dämpfen hohe Ticketpreise, Sicherheitsrisiken und fehlende Gelder für Fanparks die Vorfreude.",2026-03-04
raffinerien,Refineries,"Iranische Angriffe auf Raffinerien, Gasanlagen und Öltanker gefährden die globale Energieversorgung und bergen das Risiko schwerwiegender wirtschaftlicher Folgen weltweit. Sie zwingen die Verbraucher zum Sparen.",2026-03-04
verbraucher,consumer,"Iranische Angriffe auf Raffinerien, Gasanlagen und Öltanker gefährden die globale Energieversorgung und bergen das Risiko schwerwiegender wirtschaftlicher Folgen weltweit. Sie zwingen die Verbraucher zum Sparen.",2026-03-04
ölproduzent,oil producer,"Die Ölmärkte bereiten sich nach Angriffen auf den Iran und den Vergeltungsmaßnahmen Teherans auf starke Preisanstiege vor. Iran ist zwar ein wichtiger Ölproduzent, doch die Händler sind aus einem anderen Grund alarmiert.",2026-03-04
entwicklung,development,"Deutschland ist Zielstaat Nummer eins. Hier gehen die Zahlen sogar um ein Drittel zurück. Doch die Entwicklung im Nahen und Mittleren Osten könnte zu einer Trendwende führen, schreibt die EU-Asylagentur.",2026-03-04
asylagentur,asylum agency,"Deutschland ist Zielstaat Nummer eins. Hier gehen die Zahlen sogar um ein Drittel zurück. Doch die Entwicklung im Nahen und Mittleren Osten könnte zu einer Trendwende führen, schreibt die EU-Asylagentur.",2026-03-04
aufstockung,enlargement of holdings of inadequate size,Frankreich will die nukleare Abschreckung in Europa neu ausrichten: Präsident Macron kündigt gemeinsame Militärübungen mit Deutschland und weiteren Partnern an - und eine Aufstockung des französischen Atomarsenals.,2026-03-04
