German,English,Context,Date
bundesforschungsministerin,federal Research Minister,"""Sehr privilegierte Situation in Deutschland"" - für Bundesforschungsministerin Dorothee Bär hat die BAföG-Erhöhung keine Priorität. Viele Studierende macht das wütend.",2026-06-12
fußballweltmeisterschaft,Football World Cup !,Die Fußballweltmeisterschaft der Männer hat begonnen - aber nicht reibungslos. Der SpaceX-Börsengang macht Elon Musk zum Billionär. Der DW-Nachrichtenüberblick.,2026-06-12
raumfahrtausstellung,space exhibition,"Die Internationale Luft- und Raumfahrtausstellung in Berlin bricht in diesem Jahr Rekorde. Das liegt vor allem am Rüstungssektor, dem Kriege und Krisen milliardenschwere Aufträge bescheren.",2026-06-12
regierungserklärung,government statement,In seiner Regierungserklärung vor dem EU-Gipfel geht Bundeskanzler Friedrich Merz auf die anstehenden Reformen im Inland ein und bekräftigt zugleich seine Unterstützung für die Ukraine.,2026-06-12
rüstungssektor,armaments sector,"Die Internationale Luft- und Raumfahrtausstellung in Berlin bricht in diesem Jahr Rekorde. Das liegt vor allem am Rüstungssektor, dem Kriege und Krisen milliardenschwere Aufträge bescheren.",2026-06-12
rahmenabkommen,Framework Agreement,"US-Präsident Donald Trump erklärt, ein Rahmenabkommen mit dem Iran sei in greifbarer Nähe. Die Führung in Teheran reagiert vorsichtig. Streitpunkte bleiben Irans Atomprogramm, die Sanktionen und die Straße von Hormus.",2026-06-12
privilegierte,PRIVILEGE,"""Sehr privilegierte Situation in Deutschland"" - für Bundesforschungsministerin Dorothee Bär hat die BAföG-Erhöhung keine Priorität. Viele Studierende macht das wütend.",2026-06-12
messerattacke,knife Attack,Nach der brutalen Messerattacke eines Sudanesen in Belfast ist Nordirland in Aufruhr. Es kam zu ausländerfeindlichen Ausschreitungen - auch über Nordirland hinaus. Warum sind die Unruhen so heftig?,2026-06-12
streitpunkte,Contentious issues,"US-Präsident Donald Trump erklärt, ein Rahmenabkommen mit dem Iran sei in greifbarer Nähe. Die Führung in Teheran reagiert vorsichtig. Streitpunkte bleiben Irans Atomprogramm, die Sanktionen und die Straße von Hormus.",2026-06-12
reformierte,reformed,"Der deutsche Innenminister will die Zahl neuer Asylbewerber weiter senken. Dabei helfen soll das reformierte EU-Asylrecht (GEAS), das an diesem Freitag in Kraft tritt. Was ist wirklich neu?",2026-06-12
abschiebung,Deportation,"Der Kompromiss erfüllt die einen mit Genugtuung, die anderen mit größter Sorge. Abgelehnte Asylbewerber müssen künftig an ihrer eigenen Abschiebung mitwirken, wenn sie nicht inhaftiert werden wollen.",2026-06-12
studierende,Students,"""Sehr privilegierte Situation in Deutschland"" - für Bundesforschungsministerin Dorothee Bär hat die BAföG-Erhöhung keine Priorität. Viele Studierende macht das wütend.",2026-06-12
anstehenden,pending,In seiner Regierungserklärung vor dem EU-Gipfel geht Bundeskanzler Friedrich Merz auf die anstehenden Reformen im Inland ein und bekräftigt zugleich seine Unterstützung für die Ukraine.,2026-06-12
reibungslos,reibungslos.,Die Fußballweltmeisterschaft der Männer hat begonnen - aber nicht reibungslos. Der SpaceX-Börsengang macht Elon Musk zum Billionär. Der DW-Nachrichtenüberblick.,2026-06-12
kompromiss,compromise,"Der Kompromiss erfüllt die einen mit Genugtuung, die anderen mit größter Sorge. Abgelehnte Asylbewerber müssen künftig an ihrer eigenen Abschiebung mitwirken, wenn sie nicht inhaftiert werden wollen.",2026-06-12
genugtuung,sufficiency,"Der Kompromiss erfüllt die einen mit Genugtuung, die anderen mit größter Sorge. Abgelehnte Asylbewerber müssen künftig an ihrer eigenen Abschiebung mitwirken, wenn sie nicht inhaftiert werden wollen.",2026-06-12
abgelehnte,rejected,"Der Kompromiss erfüllt die einen mit Genugtuung, die anderen mit größter Sorge. Abgelehnte Asylbewerber müssen künftig an ihrer eigenen Abschiebung mitwirken, wenn sie nicht inhaftiert werden wollen.",2026-06-12
