German,English,Context,Date
luftraumverletzungen,airspace violations,"Drohnenexplosionen, Luftraumverletzungen, Brandanschläge: Polen, Rumänien und die Republik Moldau sind inzwischen regelmäßig Teil russischer Angriffe gegen die Ukraine. Die Regierungen sehen dahinter eindeutig Absicht.",2026-09-26
drohnenexplosionen,drone explosions,"Drohnenexplosionen, Luftraumverletzungen, Brandanschläge: Polen, Rumänien und die Republik Moldau sind inzwischen regelmäßig Teil russischer Angriffe gegen die Ukraine. Die Regierungen sehen dahinter eindeutig Absicht.",2026-09-26
weitreichendere,more far-reaching,"Die vier mächtigsten Fußball-Ligen Europas, darunter Bundesliga und Premier League, fordern weitreichendere Reformen von FIFA-Präsident Gianni Infantino. Seinen Rücktritt verlangen sie aber nicht.",2026-09-26
friedenswillen,willingness for peace,"Die Islamische Republik beteuert ihren Friedenswillen - und hält an Bedingungen fest, die für die USA schlicht unannehmbar sind. Eine Abkehr vom Atomprogramm ist nicht vorgesehen.",2026-09-26
zwangsgedanken,Obsessive thoughts,Ist der Herd wirklich aus? Bin ich wirklich sauber? Könnte ich meinem Kind wehtun? Zwangsgedanken und –handlungen sind extrem belastend für Betroffene. Eine Therapieform ist besonders vielversprechend.,2026-09-26
brandanschläge,arson attacks,"Drohnenexplosionen, Luftraumverletzungen, Brandanschläge: Polen, Rumänien und die Republik Moldau sind inzwischen regelmäßig Teil russischer Angriffe gegen die Ukraine. Die Regierungen sehen dahinter eindeutig Absicht.",2026-09-26
therapieform,form of therapy,Ist der Herd wirklich aus? Bin ich wirklich sauber? Könnte ich meinem Kind wehtun? Zwangsgedanken und –handlungen sind extrem belastend für Betroffene. Eine Therapieform ist besonders vielversprechend.,2026-09-26
unannehmbar,unacceptable,"Die Islamische Republik beteuert ihren Friedenswillen - und hält an Bedingungen fest, die für die USA schlicht unannehmbar sind. Eine Abkehr vom Atomprogramm ist nicht vorgesehen.",2026-09-26
regionalen,regional,"Die USA lockern den Druck auf Eritrea, während die Huthi das Rote Meer bedrohen und Äthiopien erneut in einen Krieg abrutscht. Damit wächst die strategische Bedeutung Asmaras – und die Gefahr einer regionalen Eskalation.",2026-09-26
regelmäßig,regularly,"Drohnenexplosionen, Luftraumverletzungen, Brandanschläge: Polen, Rumänien und die Republik Moldau sind inzwischen regelmäßig Teil russischer Angriffe gegen die Ukraine. Die Regierungen sehen dahinter eindeutig Absicht.",2026-09-26
abrutscht,slips,"Die USA lockern den Druck auf Eritrea, während die Huthi das Rote Meer bedrohen und Äthiopien erneut in einen Krieg abrutscht. Damit wächst die strategische Bedeutung Asmaras – und die Gefahr einer regionalen Eskalation.",2026-09-26
belastend,Stressful,Ist der Herd wirklich aus? Bin ich wirklich sauber? Könnte ich meinem Kind wehtun? Zwangsgedanken und –handlungen sind extrem belastend für Betroffene. Eine Therapieform ist besonders vielversprechend.,2026-09-26
eindeutig,unique,"Drohnenexplosionen, Luftraumverletzungen, Brandanschläge: Polen, Rumänien und die Republik Moldau sind inzwischen regelmäßig Teil russischer Angriffe gegen die Ukraine. Die Regierungen sehen dahinter eindeutig Absicht.",2026-09-26
verlangen,require,"Die vier mächtigsten Fußball-Ligen Europas, darunter Bundesliga und Premier League, fordern weitreichendere Reformen von FIFA-Präsident Gianni Infantino. Seinen Rücktritt verlangen sie aber nicht.",2026-09-26
