German,English,Context,Date
nachrichtenüberblick,news overview,Ungarn bekommt einen neuen Ministerpräsidenten: Die Partei von Oppositionsführer Magyar erlangt bei der Parlamentswahl eine Zweidrittelmehrheit. US-Präsident Trump kritisiert den Papst. Der DW-Nachrichtenüberblick.,2026-04-13
schlüsselpositionen,KEY POSITIONS,"Nach Jahren unter Viktor Orban steht Ungarn vor einem politischen Neustart: Oppositionsführer Magyar kündigt umfassende Reformen an, will staatliche Schlüsselpositionen neu besetzen und das Verhältnis zur EU verbessern.",2026-04-13
ministerpräsidenten,prime Minister,Ungarn bekommt einen neuen Ministerpräsidenten: Die Partei von Oppositionsführer Magyar erlangt bei der Parlamentswahl eine Zweidrittelmehrheit. US-Präsident Trump kritisiert den Papst. Der DW-Nachrichtenüberblick.,2026-04-13
zweidrittelmehrheit,two-third majority,Ungarn bekommt einen neuen Ministerpräsidenten: Die Partei von Oppositionsführer Magyar erlangt bei der Parlamentswahl eine Zweidrittelmehrheit. US-Präsident Trump kritisiert den Papst. Der DW-Nachrichtenüberblick.,2026-04-13
oppositionsführerin,opposition leader,"Taiwans Oppositionsführerin Cheng Li-wun war zu einem ""historischen"" Besuch in China. Pekings Führung signalisiert Anreize auf mehreren Ebenen - unter einer Bedingung.",2026-04-13
oppositionsführer,Leader of the Opposition,"Nach Jahren unter Viktor Orban steht Ungarn vor einem politischen Neustart: Oppositionsführer Magyar kündigt umfassende Reformen an, will staatliche Schlüsselpositionen neu besetzen und das Verhältnis zur EU verbessern.",2026-04-13
außergewöhnlich,Unusual,"Die Zitadelle La Ferrière gehört zum Weltkulturerbe der UNESCO. Eine außergewöhnlich große Zahl an Menschen besuchten sie, als es zu einer Massenpanik kam.",2026-04-13
weltkulturerbe,World Heritage,"Die Zitadelle La Ferrière gehört zum Weltkulturerbe der UNESCO. Eine außergewöhnlich große Zahl an Menschen besuchten sie, als es zu einer Massenpanik kam.",2026-04-13
cheftrainerin,head trainer,Seit 1963 gibt es die Fußball-Bundesliga der Männer. Zum ersten Mal in der Geschichte wird ein Team nun von einer Frau als Cheftrainerin angeleitet.,2026-04-13
angriffskrieg,war of aggression,"Die Feuerpause, die seit Samstagnachmittag im russischen Angriffskrieg gegen die Ukraine gilt, ist brüchig. Beide Seiten beklagen Verstöße, die meisten aber führt Kyjiw auf.",2026-04-13
signalisiert,order.,"Taiwans Oppositionsführerin Cheng Li-wun war zu einem ""historischen"" Besuch in China. Pekings Führung signalisiert Anreize auf mehreren Ebenen - unter einer Bedingung.",2026-04-13
angrenzenden,adjacent,Im Zuge des US-israelischen Krieges mit dem Iran hat US-Präsident Donald Trump wieder einmal den Nutzen der NATO in Frage gestellt. Die an Russland angrenzenden baltischen Staaten betrachten die Entwicklungen mit Sorge.,2026-04-13
hinsichtlich,with respect to,Große Hoffnungen ruhen auf der Modernisierung der Häfen Apapa Quays und Tin Can Island. Es bestehen jedoch weiterhin Bedenken hinsichtlich der Korruption und der seit langem bestehenden Engpässe in Nigerias Häfen.,2026-04-13
massenpanik,mass panic,"Die Zitadelle La Ferrière gehört zum Weltkulturerbe der UNESCO. Eine außergewöhnlich große Zahl an Menschen besuchten sie, als es zu einer Massenpanik kam.",2026-04-13
bestehenden,existing,Große Hoffnungen ruhen auf der Modernisierung der Häfen Apapa Quays und Tin Can Island. Es bestehen jedoch weiterhin Bedenken hinsichtlich der Korruption und der seit langem bestehenden Engpässe in Nigerias Häfen.,2026-04-13
umfassende,comprehensive,"Nach Jahren unter Viktor Orban steht Ungarn vor einem politischen Neustart: Oppositionsführer Magyar kündigt umfassende Reformen an, will staatliche Schlüsselpositionen neu besetzen und das Verhältnis zur EU verbessern.",2026-04-13
angeleitet,guided,Seit 1963 gibt es die Fußball-Bundesliga der Männer. Zum ersten Mal in der Geschichte wird ein Team nun von einer Frau als Cheftrainerin angeleitet.,2026-04-13
baltischen,baltic,Im Zuge des US-israelischen Krieges mit dem Iran hat US-Präsident Donald Trump wieder einmal den Nutzen der NATO in Frage gestellt. Die an Russland angrenzenden baltischen Staaten betrachten die Entwicklungen mit Sorge.,2026-04-13
betrachten,perspective,Im Zuge des US-israelischen Krieges mit dem Iran hat US-Präsident Donald Trump wieder einmal den Nutzen der NATO in Frage gestellt. Die an Russland angrenzenden baltischen Staaten betrachten die Entwicklungen mit Sorge.,2026-04-13
hoffnungen,Hopefuls,Große Hoffnungen ruhen auf der Modernisierung der Häfen Apapa Quays und Tin Can Island. Es bestehen jedoch weiterhin Bedenken hinsichtlich der Korruption und der seit langem bestehenden Engpässe in Nigerias Häfen.,2026-04-13
zitadelle,Citadel,"Die Zitadelle La Ferrière gehört zum Weltkulturerbe der UNESCO. Eine außergewöhnlich große Zahl an Menschen besuchten sie, als es zu einer Massenpanik kam.",2026-04-13
