German,English,Context,Date
karrieremöglichkeiten,CAREER OPPORTUNITIES,"Künstliche Intelligenz verändert die Arbeitswelt. Insbesondere Bürojobs sind betroffen, was die Karrieremöglichkeiten für junge Leute stark einschränkt, warnt die Internationale Arbeitsorganisation.",2026-08-13
arbeitsorganisation,Organization of work,"Künstliche Intelligenz verändert die Arbeitswelt. Insbesondere Bürojobs sind betroffen, was die Karrieremöglichkeiten für junge Leute stark einschränkt, warnt die Internationale Arbeitsorganisation.",2026-08-13
überwachungsvideos,surveillance videos,"Der Drohnen-Zwischenfall am Flughafen Leipzig/Halle war folgenschwerer als bekannt. Überwachungsvideos zeigen laut der Zeitung ""Die Zeit"", wie eine Drohne direkt die Tragfläche einer ukrainischen Frachtmaschine traf.",2026-08-13
sprengvorrichtung,BLASTING ARRANGEMENT,Auf dem Flughafen Leipzig ist in der Nacht zum Mittwoch eine Drohne nahe einem ukrainischen Flugzeug aufgetaucht. Nach Polizeiangaben verfügte sie über eine Sprengvorrichtung. Die Hintergründe sind unklar.,2026-08-13
sonnenfinsternis,Solar eclipse,Gezielte Provokation: Nordkorea feuert wieder eine Rakete Richtung Japan ab. Und: Millionen Menschen warten am Abend auf die Sonnenfinsternis. Der DW-Nachrichtenüberblick.,2026-08-13
rettungseinsatz,Rescue Operation,Rettungseinsatz im Meer zwischen Bali und Lombok: Eine Fähre stand in Flammen. Möglicherweise war sie überbelegt. Für eine Frau kam jede Hilfe zu spät.,2026-08-13
folgenschwerer,with serious consequences,"Der Drohnen-Zwischenfall am Flughafen Leipzig/Halle war folgenschwerer als bekannt. Überwachungsvideos zeigen laut der Zeitung ""Die Zeit"", wie eine Drohne direkt die Tragfläche einer ukrainischen Frachtmaschine traf.",2026-08-13
frachtmaschine,cargo machine,"Der Drohnen-Zwischenfall am Flughafen Leipzig/Halle war folgenschwerer als bekannt. Überwachungsvideos zeigen laut der Zeitung ""Die Zeit"", wie eine Drohne direkt die Tragfläche einer ukrainischen Frachtmaschine traf.",2026-08-13
polizeiangaben,police information,Auf dem Flughafen Leipzig ist in der Nacht zum Mittwoch eine Drohne nahe einem ukrainischen Flugzeug aufgetaucht. Nach Polizeiangaben verfügte sie über eine Sprengvorrichtung. Die Hintergründe sind unklar.,2026-08-13
kongresswahlen,congressional elections,Der US-Präsident will sein Vorhaben noch vor den Kongresswahlen im November durchsetzen. Das letzte Wort in der Sache wird der Supreme Court haben.,2026-08-13
drohnenabwehr,drone defense,Die Drohnenabwehr hat für die Bundesregierung Priorität. Doch der dramatische Vorfall mit einer Sprengstoff-Drohne am Leipziger Flughafen zeigt: Es gibt noch erhebliche Defizite.,2026-08-13
überschreiten,to excced,"Verfassungsschutz und BND fordern schon lange mehr Befugnisse im Kampf gegen Cyberangriffe, Terror und Extremismus. Nun gibt die Regierung grünes Licht. Kritiker warnen vor dem Überschreiten roter Linien.",2026-08-13
dramatische,dramatic,Die Drohnenabwehr hat für die Bundesregierung Priorität. Doch der dramatische Vorfall mit einer Sprengstoff-Drohne am Leipziger Flughafen zeigt: Es gibt noch erhebliche Defizite.,2026-08-13
