German,English,Context,Date
menschenrechtsgerichtshof,human rights court,Der Straßburger Menschenrechtsgerichtshof fordert die Freilassung des Kulturförderers Osman Kavalas und prangert strukturelle Probleme des türkischen Justizsystems an.,2026-08-26
generalversammlung,General Meeting,Ihr Amt als Präsidentin der UN-Generalversammlung in New York läuft im September aus. Jetzt wechselt die frühere deutsche Außenministerin in die Lehre und wird eine Professur an der Columbia Universität antreten.,2026-08-26
körperschaftsteuer,Corporate income tax,"Polens Regierung will im Wahljahr 2027 die Steuerzahler entlasten. Um die Reform zu finanzieren, soll die Körperschaftsteuer für Großunternehmen erhöht werden. Energiekonzerne müssen mit Sonderbelastungen rechnen.",2026-08-26
sonderbelastungen,Special loads,"Polens Regierung will im Wahljahr 2027 die Steuerzahler entlasten. Um die Reform zu finanzieren, soll die Körperschaftsteuer für Großunternehmen erhöht werden. Energiekonzerne müssen mit Sonderbelastungen rechnen.",2026-08-26
militärflugplatz,Military airbase,"Erst kürzlich hat ein israelischer Angriff auf einen syrischen Militärflugplatz wieder gezeigt, dass Syrien zum bedeutsamen Austragungsort der Konkurrenz von Regionalmächten wird. Ganz vorne: Israel und die Türkei.",2026-08-26
außenministerin,Foreign Minister,Ihr Amt als Präsidentin der UN-Generalversammlung in New York läuft im September aus. Jetzt wechselt die frühere deutsche Außenministerin in die Lehre und wird eine Professur an der Columbia Universität antreten.,2026-08-26
weiterverfolgen,follow up,Vor der Küste Omans ist wieder ein Handelsschiff von einem Geschoss getroffen worden. US-Präsident Trump kann seine umstrittenen Briefwahlpläne laut Supreme Court vorerst weiterverfolgen. Der DW-Nachrichtenüberblick.,2026-08-26
kulturförderers,culture promoters,Der Straßburger Menschenrechtsgerichtshof fordert die Freilassung des Kulturförderers Osman Kavalas und prangert strukturelle Probleme des türkischen Justizsystems an.,2026-08-26
regionalmächten,regional powers,"Erst kürzlich hat ein israelischer Angriff auf einen syrischen Militärflugplatz wieder gezeigt, dass Syrien zum bedeutsamen Austragungsort der Konkurrenz von Regionalmächten wird. Ganz vorne: Israel und die Türkei.",2026-08-26
großunternehmen,Large companies,"Polens Regierung will im Wahljahr 2027 die Steuerzahler entlasten. Um die Reform zu finanzieren, soll die Körperschaftsteuer für Großunternehmen erhöht werden. Energiekonzerne müssen mit Sonderbelastungen rechnen.",2026-08-26
energiekonzerne,Energy Companies,"Polens Regierung will im Wahljahr 2027 die Steuerzahler entlasten. Um die Reform zu finanzieren, soll die Körperschaftsteuer für Großunternehmen erhöht werden. Energiekonzerne müssen mit Sonderbelastungen rechnen.",2026-08-26
briefwahlpläne,postal voting plans,Vor der Küste Omans ist wieder ein Handelsschiff von einem Geschoss getroffen worden. US-Präsident Trump kann seine umstrittenen Briefwahlpläne laut Supreme Court vorerst weiterverfolgen. Der DW-Nachrichtenüberblick.,2026-08-26
