German,English,Context,Date
separatistengruppe,separatist group,Bei einem Anschlag auf einen Zug mit Soldaten sind in der pakistanischen Provinz Baluchistan mindestens 24 Menschen getötet worden. Eine Separatistengruppe reklamierte die Tat für sich.,2026-05-25
machtverhältnisse,Balance of power,"Die junge Bevölkerung Ugandas will sich politisch einbringen, doch festgefahrene Machtverhältnisse machen eine Führungsrolle unerreichbar. Eine DW-Straßendebatte zeigt, warum Veränderungen schwer greifbar sind.",2026-05-25
friedensabkommen,peace agreement,Ist bei den Gesprächen über ein Friedensabkommen zwischen den USA und Iran der lang ersehnte Durchbruch gelungen? Zunächst deutete US-Präsident Trump dies an. Stunden später relativierte er mal wieder seine Äußerung.,2026-05-25
ausschreitungen,rioting,Studenten und Bürger haben in Serbiens Hauptstadt Belgrad für vorgezogene Wahlen und ein Ende der Herrschaft von Präsident Aleksandar Vučić demonstriert. Am Rande kam es zu Ausschreitungen.,2026-05-25
sudetendeutsche,sudeten German,Versöhnung oder Distanz? Zum ersten Mal seit 1950 findet der jährliche Sudetendeutsche Tag in Tschechien und nicht in Bayern statt. Die bisherige Bilanz des umstrittenen Events ist entspannter als vermutet.,2026-05-25
herausforderer,Challenger,Das offizielle Ergebnis der Präsidentenwahl überrascht niemanden: Yoweri Museveni bleibt in Uganda an der Macht. Sein Herausforderer Bobi Wine ist untergetaucht.,2026-05-25
straßendebatte,street debate,"Die junge Bevölkerung Ugandas will sich politisch einbringen, doch festgefahrene Machtverhältnisse machen eine Führungsrolle unerreichbar. Eine DW-Straßendebatte zeigt, warum Veränderungen schwer greifbar sind.",2026-05-25
schwergewichte,Heavy Weights,"Druck von den Rändern, Schwäche in der Mitte: Auf Zypern verdrängen neue Bewegungen traditionelle politische Schwergewichte. Die Parlamentswahlen könnten die politische Landschaft im Inselstaat verändern.",2026-05-25
untergetaucht,submerged,Das offizielle Ergebnis der Präsidentenwahl überrascht niemanden: Yoweri Museveni bleibt in Uganda an der Macht. Sein Herausforderer Bobi Wine ist untergetaucht.,2026-05-25
festgefahrene,jammed,"Die junge Bevölkerung Ugandas will sich politisch einbringen, doch festgefahrene Machtverhältnisse machen eine Führungsrolle unerreichbar. Eine DW-Straßendebatte zeigt, warum Veränderungen schwer greifbar sind.",2026-05-25
veränderungen,Environmental change,"Die junge Bevölkerung Ugandas will sich politisch einbringen, doch festgefahrene Machtverhältnisse machen eine Führungsrolle unerreichbar. Eine DW-Straßendebatte zeigt, warum Veränderungen schwer greifbar sind.",2026-05-25
unerreichbar,Unattainable,"Die junge Bevölkerung Ugandas will sich politisch einbringen, doch festgefahrene Machtverhältnisse machen eine Führungsrolle unerreichbar. Eine DW-Straßendebatte zeigt, warum Veränderungen schwer greifbar sind.",2026-05-25
relativierte,relativized,Ist bei den Gesprächen über ein Friedensabkommen zwischen den USA und Iran der lang ersehnte Durchbruch gelungen? Zunächst deutete US-Präsident Trump dies an. Stunden später relativierte er mal wieder seine Äußerung.,2026-05-25
demonstriert,demonstrated.,Studenten und Bürger haben in Serbiens Hauptstadt Belgrad für vorgezogene Wahlen und ein Ende der Herrschaft von Präsident Aleksandar Vučić demonstriert. Am Rande kam es zu Ausschreitungen.,2026-05-25
baluchistan,baluchistan,Bei einem Anschlag auf einen Zug mit Soldaten sind in der pakistanischen Provinz Baluchistan mindestens 24 Menschen getötet worden. Eine Separatistengruppe reklamierte die Tat für sich.,2026-05-25
reklamierte,complained,Bei einem Anschlag auf einen Zug mit Soldaten sind in der pakistanischen Provinz Baluchistan mindestens 24 Menschen getötet worden. Eine Separatistengruppe reklamierte die Tat für sich.,2026-05-25
entspannter,More relaxed,Versöhnung oder Distanz? Zum ersten Mal seit 1950 findet der jährliche Sudetendeutsche Tag in Tschechien und nicht in Bayern statt. Die bisherige Bilanz des umstrittenen Events ist entspannter als vermutet.,2026-05-25
einbringen,to place on jig,"Die junge Bevölkerung Ugandas will sich politisch einbringen, doch festgefahrene Machtverhältnisse machen eine Führungsrolle unerreichbar. Eine DW-Straßendebatte zeigt, warum Veränderungen schwer greifbar sind.",2026-05-25
herrschaft,dominion,Studenten und Bürger haben in Serbiens Hauptstadt Belgrad für vorgezogene Wahlen und ein Ende der Herrschaft von Präsident Aleksandar Vučić demonstriert. Am Rande kam es zu Ausschreitungen.,2026-05-25
versöhnung,Reconciliation,Versöhnung oder Distanz? Zum ersten Mal seit 1950 findet der jährliche Sudetendeutsche Tag in Tschechien und nicht in Bayern statt. Die bisherige Bilanz des umstrittenen Events ist entspannter als vermutet.,2026-05-25
tschechien,Czech Republic,Versöhnung oder Distanz? Zum ersten Mal seit 1950 findet der jährliche Sudetendeutsche Tag in Tschechien und nicht in Bayern statt. Die bisherige Bilanz des umstrittenen Events ist entspannter als vermutet.,2026-05-25
verdrängen,suppress,"Druck von den Rändern, Schwäche in der Mitte: Auf Zypern verdrängen neue Bewegungen traditionelle politische Schwergewichte. Die Parlamentswahlen könnten die politische Landschaft im Inselstaat verändern.",2026-05-25
bewegungen,moves,"Druck von den Rändern, Schwäche in der Mitte: Auf Zypern verdrängen neue Bewegungen traditionelle politische Schwergewichte. Die Parlamentswahlen könnten die politische Landschaft im Inselstaat verändern.",2026-05-25
landschaft,landscape,"Druck von den Rändern, Schwäche in der Mitte: Auf Zypern verdrängen neue Bewegungen traditionelle politische Schwergewichte. Die Parlamentswahlen könnten die politische Landschaft im Inselstaat verändern.",2026-05-25
inselstaat,Island country,"Druck von den Rändern, Schwäche in der Mitte: Auf Zypern verdrängen neue Bewegungen traditionelle politische Schwergewichte. Die Parlamentswahlen könnten die politische Landschaft im Inselstaat verändern.",2026-05-25
nachfolge,Succession,In seiner siebten Amtszeit wird Yoweri Museveni nicht nur mit Fragen zu seiner Nachfolge konfrontiert. Auch Ugandas wachsende junge Bevölkerung verlangt nach Antworten von dem greisen Staatsoberhaupt.,2026-05-25
