German,English,Context,Date
militärstützpunkt,military base,"Diesmal stehen wechselseitige Angriffe auf Schiffe im Mittelpunkt, aber auch eine Attacke auf einen US-Militärstützpunkt in Jordanien, den die Revolutionsgarden für sich reklamieren.",2026-09-09
handelssanktionen,Trade Sanctions,Großbritannien und elf weitere Staaten beschließen Handelssanktionen - aus Protest gegen das israelische Vorgehen im Westjordanland. Israel reagiert prompt: Das britische Konsulat in Jerusalem muss seine Türen schließen.,2026-09-09
kompetenzniveaus,competency Levels,Ein Drittel der 15-Jährigen in Deutschland verfehlt laut neuer PISA-Studie beim Lesen und Rechnen grundlegende Kompetenzniveaus. Besonders stark hängt der Bildungserfolg weiterhin von der sozialen Herkunft ab.,2026-09-09
handschriftlich,by hand,Der Mann soll Anschläge in mehreren Bundesländern verübt haben. Nach ihm wurde bundesweit gefahndet. Handschriftlich verfasste Bekennerbriefe waren namentlich unterzeichnet.,2026-09-09
westjordanland,Westbank,Großbritannien und elf weitere Staaten beschließen Handelssanktionen - aus Protest gegen das israelische Vorgehen im Westjordanland. Israel reagiert prompt: Das britische Konsulat in Jerusalem muss seine Türen schließen.,2026-09-09
bekennerbriefe,confession letters,Der Mann soll Anschläge in mehreren Bundesländern verübt haben. Nach ihm wurde bundesweit gefahndet. Handschriftlich verfasste Bekennerbriefe waren namentlich unterzeichnet.,2026-09-09
bildungserfolg,educational success,Ein Drittel der 15-Jährigen in Deutschland verfehlt laut neuer PISA-Studie beim Lesen und Rechnen grundlegende Kompetenzniveaus. Besonders stark hängt der Bildungserfolg weiterhin von der sozialen Herkunft ab.,2026-09-09
persönlichkeit,Personality,Vor 50 Jahren starb der Staatsgründer Mao Zedong. Die Bewertung seines politischen Lebenswerks ist ebenso schwierig wie die Einschätzung seiner Persönlichkeit. Bleibend ist vor allem sein autoritärer Führungsstil.,2026-09-09
bundesländern,فیلم سوپر خاله مارکسیسممارکسیس,Der Mann soll Anschläge in mehreren Bundesländern verübt haben. Nach ihm wurde bundesweit gefahndet. Handschriftlich verfasste Bekennerbriefe waren namentlich unterzeichnet.,2026-09-09
staatsgründer,state founder,Vor 50 Jahren starb der Staatsgründer Mao Zedong. Die Bewertung seines politischen Lebenswerks ist ebenso schwierig wie die Einschätzung seiner Persönlichkeit. Bleibend ist vor allem sein autoritärer Führungsstil.,2026-09-09
führungsstil,LEADERSHIP STYLE,Vor 50 Jahren starb der Staatsgründer Mao Zedong. Die Bewertung seines politischen Lebenswerks ist ebenso schwierig wie die Einschätzung seiner Persönlichkeit. Bleibend ist vor allem sein autoritärer Führungsstil.,2026-09-09
reklamieren,complaint.,"Diesmal stehen wechselseitige Angriffe auf Schiffe im Mittelpunkt, aber auch eine Attacke auf einen US-Militärstützpunkt in Jordanien, den die Revolutionsgarden für sich reklamieren.",2026-09-09
beschließen,decide,Großbritannien und elf weitere Staaten beschließen Handelssanktionen - aus Protest gegen das israelische Vorgehen im Westjordanland. Israel reagiert prompt: Das britische Konsulat in Jerusalem muss seine Türen schließen.,2026-09-09
autoritärer,authoritarian,Vor 50 Jahren starb der Staatsgründer Mao Zedong. Die Bewertung seines politischen Lebenswerks ist ebenso schwierig wie die Einschätzung seiner Persönlichkeit. Bleibend ist vor allem sein autoritärer Führungsstil.,2026-09-09
bundesweit,across Germany,Der Mann soll Anschläge in mehreren Bundesländern verübt haben. Nach ihm wurde bundesweit gefahndet. Handschriftlich verfasste Bekennerbriefe waren namentlich unterzeichnet.,2026-09-09
namentlich,particularly,Der Mann soll Anschläge in mehreren Bundesländern verübt haben. Nach ihm wurde bundesweit gefahndet. Handschriftlich verfasste Bekennerbriefe waren namentlich unterzeichnet.,2026-09-09
jordanien,Jordan,"Diesmal stehen wechselseitige Angriffe auf Schiffe im Mittelpunkt, aber auch eine Attacke auf einen US-Militärstützpunkt in Jordanien, den die Revolutionsgarden für sich reklamieren.",2026-09-09
gefahndet,wanted,Der Mann soll Anschläge in mehreren Bundesländern verübt haben. Nach ihm wurde bundesweit gefahndet. Handschriftlich verfasste Bekennerbriefe waren namentlich unterzeichnet.,2026-09-09
verfasste,written,Der Mann soll Anschläge in mehreren Bundesländern verübt haben. Nach ihm wurde bundesweit gefahndet. Handschriftlich verfasste Bekennerbriefe waren namentlich unterzeichnet.,2026-09-09
gesandten,envoys,"Kaum sind die US-Gesandten abgereist, fließt wieder Blut: Die Angriffe Russlands auf die Ukraine und deren Beschuss vice versa gehen weiter. In Kyjiw hofft Präsident Selenskyj auf US-Hilfen.",2026-09-09
abgereist,leaved,"Kaum sind die US-Gesandten abgereist, fließt wieder Blut: Die Angriffe Russlands auf die Ukraine und deren Beschuss vice versa gehen weiter. In Kyjiw hofft Präsident Selenskyj auf US-Hilfen.",2026-09-09
