German,English,Context,Date
verantwortungslosigkeit,Irresponsibility,"Drei Fußball-Dachverbände zeigen gegen Gianni Infantino Zusammenhalt. Europa, Asien sowie Nord- und Mittelamerika erneuern ihre Kritik am Weltverband. Sie werfen dem FIFA-Präsidenten Verantwortungslosigkeit vor.",2026-08-11
ministerpräsidentinnen,minister-Presidents,Die Ministerpräsidentinnen Giorgia Meloni und Mette Frederiksen kommen aus unterschiedlichen politischen Lagern. Gemeinsam fordern sie nun einen besseren Schutz Europas.,2026-08-11
wirtschaftsmetropole,economic metropolis,"Zwar hat sich ""Dolphin"" inzwischen zu einem Tropensturm abgeschwächt. Doch mit starken Böen und heftigem Regen sorgt er für Chaos in Chinas Wirtschaftsmetropole Shanghai. Nun nimmt er Kurs auf Peking.",2026-08-11
rüstungsprogrammen,armament programs,"Patriot, Tomahawk, Starlink, F-35: Europas Sicherheit hängt noch immer stark an der US-Technologie. Mit neuen Rüstungsprogrammen versucht der Kontinent, strategisch unabhängiger zu werden. Doch der Weg dorthin ist lang.",2026-08-11
kontrollübernahme,takeover of control,Berichte aus Jerusalem deuten auf eine schleichende Kontrollübernahme der Al-Aksa-Moschee durch israelische Behörden hin. Arabische Staaten und Experten warnen vor einem schweren Eklat und neuer Gewalt in der Region.,2026-08-11
staatspräsident,President of the Republic,Andras Baka wurde unter Viktor Orban als Präsident des Obersten Gerichts abgesetzt und klagte später erfolgreich dagegen. Nun wird er Ungarns Staatspräsident - ein symbolischer Bruch mit der alten Machtordnung.,2026-08-11
vermögensentzug,asset withdrawal,"Ein neues Gesetz in Russland ermöglicht das Einfrieren von Konten, Vermögensentzug und die Verweigerung konsularischer Dienste für Russen im Ausland. Der Kreml erhöht damit den Druck auf Oppositionelle im Exil.",2026-08-11
technologische,technological,Nach dem NATO-Gipfel soll Kyjiw finanzielle und technologische Unterstützung aus den USA bekommen und zudem die Lizenz zum Bau von Patriot-Raketen erhalten. Die Frage ist: zu welchen Bedingungen?,2026-08-11
konsularischer,consular,"Ein neues Gesetz in Russland ermöglicht das Einfrieren von Konten, Vermögensentzug und die Verweigerung konsularischer Dienste für Russen im Ausland. Der Kreml erhöht damit den Druck auf Oppositionelle im Exil.",2026-08-11
mittelamerika,Central America,"Drei Fußball-Dachverbände zeigen gegen Gianni Infantino Zusammenhalt. Europa, Asien sowie Nord- und Mittelamerika erneuern ihre Kritik am Weltverband. Sie werfen dem FIFA-Präsidenten Verantwortungslosigkeit vor.",2026-08-11
machtordnung,power regulations,Andras Baka wurde unter Viktor Orban als Präsident des Obersten Gerichts abgesetzt und klagte später erfolgreich dagegen. Nun wird er Ungarns Staatspräsident - ein symbolischer Bruch mit der alten Machtordnung.,2026-08-11
dachverbände,umbrella organisations,"Drei Fußball-Dachverbände zeigen gegen Gianni Infantino Zusammenhalt. Europa, Asien sowie Nord- und Mittelamerika erneuern ihre Kritik am Weltverband. Sie werfen dem FIFA-Präsidenten Verantwortungslosigkeit vor.",2026-08-11
verweigerung,Denial,"Ein neues Gesetz in Russland ermöglicht das Einfrieren von Konten, Vermögensentzug und die Verweigerung konsularischer Dienste für Russen im Ausland. Der Kreml erhöht damit den Druck auf Oppositionelle im Exil.",2026-08-11
schleichende,creeping,Berichte aus Jerusalem deuten auf eine schleichende Kontrollübernahme der Al-Aksa-Moschee durch israelische Behörden hin. Arabische Staaten und Experten warnen vor einem schweren Eklat und neuer Gewalt in der Region.,2026-08-11
abgeschwächt,Mitigated,"Zwar hat sich ""Dolphin"" inzwischen zu einem Tropensturm abgeschwächt. Doch mit starken Böen und heftigem Regen sorgt er für Chaos in Chinas Wirtschaftsmetropole Shanghai. Nun nimmt er Kurs auf Peking.",2026-08-11
frederiksen,frederiksen,Die Ministerpräsidentinnen Giorgia Meloni und Mette Frederiksen kommen aus unterschiedlichen politischen Lagern. Gemeinsam fordern sie nun einen besseren Schutz Europas.,2026-08-11
tropensturm,tropical storm,"Zwar hat sich ""Dolphin"" inzwischen zu einem Tropensturm abgeschwächt. Doch mit starken Böen und heftigem Regen sorgt er für Chaos in Chinas Wirtschaftsmetropole Shanghai. Nun nimmt er Kurs auf Peking.",2026-08-11
einfrieren,Freezing,"Ein neues Gesetz in Russland ermöglicht das Einfrieren von Konten, Vermögensentzug und die Verweigerung konsularischer Dienste für Russen im Ausland. Der Kreml erhöht damit den Druck auf Oppositionelle im Exil.",2026-08-11
senatoren,Senators,"Ob die zweite Kammer, das Repräsentantenhaus, dem Votum der Senatoren in Washington folgt, ist ungewiss. Aus Europa kommen derweil Zahlen, die belegen, wie sehr die EU noch an Russlands Tropf hängt.",2026-08-11
abgesetzt,discontinued,Andras Baka wurde unter Viktor Orban als Präsident des Obersten Gerichts abgesetzt und klagte später erfolgreich dagegen. Nun wird er Ungarns Staatspräsident - ein symbolischer Bruch mit der alten Machtordnung.,2026-08-11
arabische,Arab,Berichte aus Jerusalem deuten auf eine schleichende Kontrollübernahme der Al-Aksa-Moschee durch israelische Behörden hin. Arabische Staaten und Experten warnen vor einem schweren Eklat und neuer Gewalt in der Region.,2026-08-11
bekommen,I do not receive,Nach dem NATO-Gipfel soll Kyjiw finanzielle und technologische Unterstützung aus den USA bekommen und zudem die Lizenz zum Bau von Patriot-Raketen erhalten. Die Frage ist: zu welchen Bedingungen?,2026-08-11
starlink,starlink,"Patriot, Tomahawk, Starlink, F-35: Europas Sicherheit hängt noch immer stark an der US-Technologie. Mit neuen Rüstungsprogrammen versucht der Kontinent, strategisch unabhängiger zu werden. Doch der Weg dorthin ist lang.",2026-08-11
