German,English,Context,Date
pilotengewerkschaft,pilots' union,Die Pilotengewerkschaft VC hat wieder zahlreiche Flughäfen in Deutschland unter die Lupe genommen. Ein wichtiges Kriterium: Wie lassen sich folgenschwere Zwischenfälle auf Start- und Landebahnen verhindern?,2026-07-29
einkaufszentrum,Shopping Mall,"Das Erdbeben der Stärke 7,1 erschütterte die südjapanische Insel Kyushu. In einem Einkaufszentrum sollen noch zahlreiche Menschen eingeschlossen sein. Die Polizei vermutet dort ""viele Todesopfer"".",2026-07-29
repräsentanten,Representation,Die deutsche Politik ist nach dem Terror gegen den Berliner CSD alarmiert und fürchtet weitere Anschläge von Islamisten. Wie schauen muslimische Repräsentanten auf die Debatte?,2026-07-29
eingeschlossen,inclusive,"Das Erdbeben der Stärke 7,1 erschütterte die südjapanische Insel Kyushu. In einem Einkaufszentrum sollen noch zahlreiche Menschen eingeschlossen sein. Die Polizei vermutet dort ""viele Todesopfer"".",2026-07-29
zukunftsfähige,sustainable,"Aufgeplatzter Asphalt, gesperrte Autobahnen: Hitze beschädigt zunehmend deutsche Straßen. Dabei gibt es technische Lösungen für zukunftsfähige Infrastruktur, doch die Politik hinkt hinterher.",2026-07-29
abfangraketen,interceptor rockets,Bei einem Treffen im Weißen Haus hat US-Präsident Trump der Ukraine Lizenzen zur Herstellung von Patriot-Abfangraketen zugesagt. Nach einem Erdbeben in Japan steigt die Zahl der Todesopfer. Der DW-Nachrichtenüberblick.,2026-07-29
folgenschwere,serious consequences,Die Pilotengewerkschaft VC hat wieder zahlreiche Flughäfen in Deutschland unter die Lupe genommen. Ein wichtiges Kriterium: Wie lassen sich folgenschwere Zwischenfälle auf Start- und Landebahnen verhindern?,2026-07-29
zwischenfälle,Incidents,Die Pilotengewerkschaft VC hat wieder zahlreiche Flughäfen in Deutschland unter die Lupe genommen. Ein wichtiges Kriterium: Wie lassen sich folgenschwere Zwischenfälle auf Start- und Landebahnen verhindern?,2026-07-29
südjapanische,south Japanese,"Das Erdbeben der Stärke 7,1 erschütterte die südjapanische Insel Kyushu. In einem Einkaufszentrum sollen noch zahlreiche Menschen eingeschlossen sein. Die Polizei vermutet dort ""viele Todesopfer"".",2026-07-29
truppenstärke,Troop Power,Das US-Verteidigungsministerium macht ernst: Bei der bisherigen Truppenstärke von 80.000 Soldaten in Europa soll es nicht bleiben. Die Gewichte in der NATO werden sich dadurch verschieben.,2026-07-29
