German,English,Context,Date
jugendarbeitslosigkeit,Youth unemployment,Die Islamisten feiern ein aufsehenerregendes Comeback - bei einer historisch niedrigen Wahlbeteiligung. Zentrale Themen im Vorfeld der Abstimmung waren die Jugendarbeitslosigkeit und hohe Lebenshaltungskosten.,2026-09-25
aufsehenerregendes,sensational,Die Islamisten feiern ein aufsehenerregendes Comeback - bei einer historisch niedrigen Wahlbeteiligung. Zentrale Themen im Vorfeld der Abstimmung waren die Jugendarbeitslosigkeit und hohe Lebenshaltungskosten.,2026-09-25
multilateralismus,Multilateralism,Der rechtspopulistische Herausforderer Flávio Bolsonaro will Brasilien in eine Allianz mit den USA und weg von China führen. Der linke Amtsinhaber Lula da Silva setzt dagegen auf Multilateralismus.,2026-09-25
ausgeschlossene,excluded,Nach einem Gerichtsbeschluss dürfen drei von US-Präsident Donald Trump ausgeschlossene Medien wieder aus dem Weißen Haus berichten. Zunächst war ihren Reportern der Zutritt trotzdem verweigert worden.,2026-09-25
wahlbeteiligung,Electoral Turnout,Die Islamisten feiern ein aufsehenerregendes Comeback - bei einer historisch niedrigen Wahlbeteiligung. Zentrale Themen im Vorfeld der Abstimmung waren die Jugendarbeitslosigkeit und hohe Lebenshaltungskosten.,2026-09-25
konkurrierende,competing,"Ein neuer Krieg in Tigray könnte weit über Äthiopien hinausreichen. Eritrea, Sudan, die Golfstaaten und das Rote Meer sind durch konkurrierende Interessen verbunden – und erhöhen das Risiko regionaler Eskalation.",2026-09-25
umschmeichelt,flattered,Der US-Präsident umschmeichelt seinen chinesischen Kollegen bei einem prunkvollen Staatsbankett. Der Papst beginnt eine Reise durch Frankreich. Der DW-Nachrichtenüberblick.,2026-09-25
staatsbankett,state banquet,Der US-Präsident umschmeichelt seinen chinesischen Kollegen bei einem prunkvollen Staatsbankett. Der Papst beginnt eine Reise durch Frankreich. Der DW-Nachrichtenüberblick.,2026-09-25
hinausreichen,reach out,"Ein neuer Krieg in Tigray könnte weit über Äthiopien hinausreichen. Eritrea, Sudan, die Golfstaaten und das Rote Meer sind durch konkurrierende Interessen verbunden – und erhöhen das Risiko regionaler Eskalation.",2026-09-25
freundschaft,by shrapnel.,"Im Rampenlicht wirken sie wie enge Freunde. US-Präsident Trump lobt die Freundschaft zu Xi. Chinas Staatschef plant, 100.000 amerikanische Jugendliche nach China einzuladen. Doch über Taiwan verlieren sie kein Wort.",2026-09-25
rampenlicht,Footlight,"Im Rampenlicht wirken sie wie enge Freunde. US-Präsident Trump lobt die Freundschaft zu Xi. Chinas Staatschef plant, 100.000 amerikanische Jugendliche nach China einzuladen. Doch über Taiwan verlieren sie kein Wort.",2026-09-25
prunkvollen,ostentatious,Der US-Präsident umschmeichelt seinen chinesischen Kollegen bei einem prunkvollen Staatsbankett. Der Papst beginnt eine Reise durch Frankreich. Der DW-Nachrichtenüberblick.,2026-09-25
regelbrüche,rule breaks,Kaum noch überschaubar sind die Regelbrüche Künstlicher Intelligenz: Ein Hersteller nach dem andern legt Zwischenfälle offen - häufig mit extremer Verspätung. Im UN-Sicherheitsrat geben sich KI-Entwickler einsichtig.,2026-09-25
einzuladen,cream.,"Im Rampenlicht wirken sie wie enge Freunde. US-Präsident Trump lobt die Freundschaft zu Xi. Chinas Staatschef plant, 100.000 amerikanische Jugendliche nach China einzuladen. Doch über Taiwan verlieren sie kein Wort.",2026-09-25
saudisches,saudi,"Die französische Regierung will den strategisch wichtigen Hafen Janbu in Saudi-Arabien schützen. Dort endet die Ost-West-Pipeline, über die saudisches Öl das Rote Meer erreicht.",2026-09-25
hersteller,manufacturer,Kaum noch überschaubar sind die Regelbrüche Künstlicher Intelligenz: Ein Hersteller nach dem andern legt Zwischenfälle offen - häufig mit extremer Verspätung. Im UN-Sicherheitsrat geben sich KI-Entwickler einsichtig.,2026-09-25
verspätung,Delayed,Kaum noch überschaubar sind die Regelbrüche Künstlicher Intelligenz: Ein Hersteller nach dem andern legt Zwischenfälle offen - häufig mit extremer Verspätung. Im UN-Sicherheitsrat geben sich KI-Entwickler einsichtig.,2026-09-25
einsichtig,Insightly,Kaum noch überschaubar sind die Regelbrüche Künstlicher Intelligenz: Ein Hersteller nach dem andern legt Zwischenfälle offen - häufig mit extremer Verspätung. Im UN-Sicherheitsrat geben sich KI-Entwickler einsichtig.,2026-09-25
regionaler,regional,"Ein neuer Krieg in Tigray könnte weit über Äthiopien hinausreichen. Eritrea, Sudan, die Golfstaaten und das Rote Meer sind durch konkurrierende Interessen verbunden – und erhöhen das Risiko regionaler Eskalation.",2026-09-25
reportern,reporters,Nach einem Gerichtsbeschluss dürfen drei von US-Präsident Donald Trump ausgeschlossene Medien wieder aus dem Weißen Haus berichten. Zunächst war ihren Reportern der Zutritt trotzdem verweigert worden.,2026-09-25
