German,English,Context,Date
verfassungsrechtlichen,constitutional,"Im Kongo ist ein Gesetzentwurf für ein Referendum verabschiedet worden. Demnach könnte es vor den Wahlen 2028 zu einer Verfassungsreform kommen. Die Opposition befürchtet einen „verfassungsrechtlichen Staatsstreich.""",2026-06-13
verteidigungsressort,department of Defence,Kurz nach dem Rücktritt von Amtsinhaber John Healey im Streit über seinen Etat hat Premier Keir Starmer einen Nachfolger für das Verteidigungsressort gefunden. Der Neue hat selbst Militärerfahrung.,2026-06-13
verfassungsreform,revision of the constitution,"Im Kongo ist ein Gesetzentwurf für ein Referendum verabschiedet worden. Demnach könnte es vor den Wahlen 2028 zu einer Verfassungsreform kommen. Die Opposition befürchtet einen „verfassungsrechtlichen Staatsstreich.""",2026-06-13
militärerfahrung,military experience,Kurz nach dem Rücktritt von Amtsinhaber John Healey im Streit über seinen Etat hat Premier Keir Starmer einen Nachfolger für das Verteidigungsressort gefunden. Der Neue hat selbst Militärerfahrung.,2026-06-13
fluggastrechten,air passenger rights,"Die EU-Staaten sind sich einig, über eine Erweiterung mit der Ukraine und Moldau zu sprechen. Bundesjustizministerin Hubig begrüßt die Einigung bei Fluggastrechten. Der DW-Nachrichtenüberblick.",2026-06-13
kolumbianische,colombian,"Die RSF-Miliz erhält Unterstützung durch kolumbianische Söldner, Kämpfer wechseln die Fronten, die Bevölkerung leidet: Wie externe Geldgeber und brüchige Loyalitäten den Krieg im Sudan beeinflussen.",2026-06-13
protestchiffre,protest cipher,"Vier Ziffern, von Unbekannten eingeätzt auf dem Rasen der National Mall in Washington, lassen Donald Trump toben: Sie sind eine bekannte Protestchiffre gegen den US-Präsidenten. Aber rufen sie auch zum Mord auf?",2026-06-13
verabschiedet,Seize me and throw me...,"Im Kongo ist ein Gesetzentwurf für ein Referendum verabschiedet worden. Demnach könnte es vor den Wahlen 2028 zu einer Verfassungsreform kommen. Die Opposition befürchtet einen „verfassungsrechtlichen Staatsstreich.""",2026-06-13
staatsstreich,coup d 'état,"Im Kongo ist ein Gesetzentwurf für ein Referendum verabschiedet worden. Demnach könnte es vor den Wahlen 2028 zu einer Verfassungsreform kommen. Die Opposition befürchtet einen „verfassungsrechtlichen Staatsstreich.""",2026-06-13
trackingdaten,Tracking data,Nach der Rettung ins offene Meer lebte Buckelwal Timmy laut Trackingdaten noch rund vier Tage. Danach brach das Signal ab. Der Kadaver wurde später im Kattegat in dänischen Gewässern entdeckt.,2026-06-13
einsatzkräfte,Rescue forces,"Die Zahl der Einsatzkräfte für die KFOR-Mission im Kosovo wird reduziert. Die Sicherheitslage dort sei ""allgemein stabil"", heißt es von der NATO zur Begründung.",2026-06-13
loyalitäten,loyalties,"Die RSF-Miliz erhält Unterstützung durch kolumbianische Söldner, Kämpfer wechseln die Fronten, die Bevölkerung leidet: Wie externe Geldgeber und brüchige Loyalitäten den Krieg im Sudan beeinflussen.",2026-06-13
unbekannten,unknown,"Vier Ziffern, von Unbekannten eingeätzt auf dem Rasen der National Mall in Washington, lassen Donald Trump toben: Sie sind eine bekannte Protestchiffre gegen den US-Präsidenten. Aber rufen sie auch zum Mord auf?",2026-06-13
erweiterung,extension,"Die EU-Staaten sind sich einig, über eine Erweiterung mit der Ukraine und Moldau zu sprechen. Bundesjustizministerin Hubig begrüßt die Einigung bei Fluggastrechten. Der DW-Nachrichtenüberblick.",2026-06-13
amtsinhaber,Incumbent,Kurz nach dem Rücktritt von Amtsinhaber John Healey im Streit über seinen Etat hat Premier Keir Starmer einen Nachfolger für das Verteidigungsressort gefunden. Der Neue hat selbst Militärerfahrung.,2026-06-13
obergrenze,Limit,In der Schweiz wird über eine Obergrenze von zehn Millionen Einwohnern diskutiert; Darüber wird nun abgestimmt. Was würde das für das Land und für Europa bedeuten? Ein riskantes Signal auch für Deutschland?,2026-06-13
einwohnern,inhabitants,In der Schweiz wird über eine Obergrenze von zehn Millionen Einwohnern diskutiert; Darüber wird nun abgestimmt. Was würde das für das Land und für Europa bedeuten? Ein riskantes Signal auch für Deutschland?,2026-06-13
abgestimmt,coordinated,In der Schweiz wird über eine Obergrenze von zehn Millionen Einwohnern diskutiert; Darüber wird nun abgestimmt. Was würde das für das Land und für Europa bedeuten? Ein riskantes Signal auch für Deutschland?,2026-06-13
