German,English,Context,Date
kleingartensiedlung,small garden settlement,Die Polizei hat den mutmaßlichen Attentäter von Berlin erschossen. Fahnder hatten ihn in einer Kleingartensiedlung aufgespürt. Er war polizeibekannt und verurteilt. Warum war er auf freiem Fuß?,2026-07-27
evakuierungsmission,evacuation mission,Böser Verdacht gegen fünf Bundeswehrsoldaten. Sie sollen während der Evakuierungsmission in Afghanistan am Flughafen in Kabul Waren gestohlen haben.,2026-07-27
bundeswehrsoldaten,german Armed Forces Soldiers,Böser Verdacht gegen fünf Bundeswehrsoldaten. Sie sollen während der Evakuierungsmission in Afghanistan am Flughafen in Kabul Waren gestohlen haben.,2026-07-27
handelsbeziehungen,Trade relations,Kanada und die USA erfreuten sich lange guter Handelsbeziehungen. Die Strafzölle von US-Präsident Donald Trump haben das geändert. Kanada macht sich auf die Suche nach neuen Handelspartnern - in Europa und anderswo.,2026-07-27
briefwahlregeln,postal voting rules,Präsident Donald Trump will strengere Briefwahlregeln in 23 Bundesstaaten der USA. Die US-Justiz hat erhebliche Bedenken. Auch ein US-Berufungsgericht in Boston drängt auf eine Prüfung.,2026-07-27
handelspartnern,trading partners,Kanada und die USA erfreuten sich lange guter Handelsbeziehungen. Die Strafzölle von US-Präsident Donald Trump haben das geändert. Kanada macht sich auf die Suche nach neuen Handelspartnern - in Europa und anderswo.,2026-07-27
polizeibekannt,Police informed:,Die Polizei hat den mutmaßlichen Attentäter von Berlin erschossen. Fahnder hatten ihn in einer Kleingartensiedlung aufgespürt. Er war polizeibekannt und verurteilt. Warum war er auf freiem Fuß?,2026-07-27
unkontrolliert,unchecked,"Das Feuer habe wieder an Intensität zugenommen, und breite sich unkontrolliert in Richtung des Großraums Bordeaux aus, gab Frankreichs Innenminister Nuñez bekannt. Spanien kann eine positive Nachricht vermelden.",2026-07-27
bundesstaaten,Federated state,Präsident Donald Trump will strengere Briefwahlregeln in 23 Bundesstaaten der USA. Die US-Justiz hat erhebliche Bedenken. Auch ein US-Berufungsgericht in Boston drängt auf eine Prüfung.,2026-07-27
herausfordern,.,Sein Vater ist der rechte Ex-Staatschef Jair Bolsonaro und sitzt im Hausarrest. Nun will Sohn Flávio Bolsonaro bei Brasiliens Präsidentenwahl Staatschef Lula herausfordern.,2026-07-27
aufgespürt,Tracked,Die Polizei hat den mutmaßlichen Attentäter von Berlin erschossen. Fahnder hatten ihn in einer Kleingartensiedlung aufgespürt. Er war polizeibekannt und verurteilt. Warum war er auf freiem Fuß?,2026-07-27
intensität,Intensity,"Das Feuer habe wieder an Intensität zugenommen, und breite sich unkontrolliert in Richtung des Großraums Bordeaux aus, gab Frankreichs Innenminister Nuñez bekannt. Spanien kann eine positive Nachricht vermelden.",2026-07-27
strafzölle,punitive duties,Kanada und die USA erfreuten sich lange guter Handelsbeziehungen. Die Strafzölle von US-Präsident Donald Trump haben das geändert. Kanada macht sich auf die Suche nach neuen Handelspartnern - in Europa und anderswo.,2026-07-27
ähnlichen,similar,"Der Anschlag beim CSD in Berlin ist nur der jüngste Vorfall in einer Reihe von Fällen, in denen Fahrzeuge als Waffe eingesetzt wurden. In Europa, den USA, Kanada und China kam es bereits mehrfach zu ähnlichen Angriffen.",2026-07-27
gefährder,endangerer,Nach dem Anschlag beim CSD in Berlin hat die Polizei den mutmaßlichen Täter erschossen – doch einige Fragen bleiben offen und viele fordern ein härteres Vorgehen gegen Gefährder und Islamisten.,2026-07-27
geteilten,shared,Der UN-Generalsekretär besucht beide Seiten der geteilten Mittelmeer-Republik Zypern. Amsterdam will für mehr Sicherheit bei der laufenden World Pride sorgen. Der DW-Nachrichtenüberblick.,2026-07-27
amsterdam,amsterdam,Der UN-Generalsekretär besucht beide Seiten der geteilten Mittelmeer-Republik Zypern. Amsterdam will für mehr Sicherheit bei der laufenden World Pride sorgen. Der DW-Nachrichtenüberblick.,2026-07-27
großraums,large space,"Das Feuer habe wieder an Intensität zugenommen, und breite sich unkontrolliert in Richtung des Großraums Bordeaux aus, gab Frankreichs Innenminister Nuñez bekannt. Spanien kann eine positive Nachricht vermelden.",2026-07-27
vermelden,in the first place.,"Das Feuer habe wieder an Intensität zugenommen, und breite sich unkontrolliert in Richtung des Großraums Bordeaux aus, gab Frankreichs Innenminister Nuñez bekannt. Spanien kann eine positive Nachricht vermelden.",2026-07-27
gestohlen,stolen,Böser Verdacht gegen fünf Bundeswehrsoldaten. Sie sollen während der Evakuierungsmission in Afghanistan am Flughafen in Kabul Waren gestohlen haben.,2026-07-27
erfreuten,pleased,Kanada und die USA erfreuten sich lange guter Handelsbeziehungen. Die Strafzölle von US-Präsident Donald Trump haben das geändert. Kanada macht sich auf die Suche nach neuen Handelspartnern - in Europa und anderswo.,2026-07-27
anschlag,STOP,"Der Anschlag beim CSD in Berlin ist nur der jüngste Vorfall in einer Reihe von Fällen, in denen Fahrzeuge als Waffe eingesetzt wurden. In Europa, den USA, Kanada und China kam es bereits mehrfach zu ähnlichen Angriffen.",2026-07-27
mehrfach,Multiple,"Der Anschlag beim CSD in Berlin ist nur der jüngste Vorfall in einer Reihe von Fällen, in denen Fahrzeuge als Waffe eingesetzt wurden. In Europa, den USA, Kanada und China kam es bereits mehrfach zu ähnlichen Angriffen.",2026-07-27
härteres,harder,Nach dem Anschlag beim CSD in Berlin hat die Polizei den mutmaßlichen Täter erschossen – doch einige Fragen bleiben offen und viele fordern ein härteres Vorgehen gegen Gefährder und Islamisten.,2026-07-27
