German,English,Context,Date
integrationsgesetzes,integration Act,"""Fördern und Fordern“ war der Grundgedanke des Integrationsgesetzes, dass die Große Koalition aus CDU/CSU und SPD unter der damaligen Bundeskanzlerin Angel Merkel vor zehn Jahren einführte. Eine Erfolgsgeschichte?",2026-08-06
kraftstoffversorgung,Fuel supply,"Wird Kenia Afrikas nächster wichtiger Energieknotenpunkt? Der nigerianische Milliardär Aliko Dangote plant eine riesige Raffinerie. Sie könnte die Kraftstoffversorgung, den Handel und das Wirtschaftswachstum verändern.",2026-08-06
leistungsdrosselung,power throttling,Warme Flüsse und Niedrigwasser zwingen AKW zur Leistungsdrosselung. Über das Jahr gerechnet sind die Verluste gering. Doch an kritischen Tagen fehlen mehrere Gigawatt - mit Folgen für Netze und Preise in ganz Europa.,2026-08-06
sicherheitsformaten,security formats,"Der frühere ukrainische Armeechef Walerij Saluschnyj fordert, nach neuen Sicherheitsformaten zu suchen, anstatt auf einen Beitritt zur NATO zu warten. Ist diese Einschätzung realistisch und gibt es Alternativen?",2026-08-06
energieknotenpunkt,energy node,"Wird Kenia Afrikas nächster wichtiger Energieknotenpunkt? Der nigerianische Milliardär Aliko Dangote plant eine riesige Raffinerie. Sie könnte die Kraftstoffversorgung, den Handel und das Wirtschaftswachstum verändern.",2026-08-06
erfolgsgeschichte,success story,"""Fördern und Fordern“ war der Grundgedanke des Integrationsgesetzes, dass die Große Koalition aus CDU/CSU und SPD unter der damaligen Bundeskanzlerin Angel Merkel vor zehn Jahren einführte. Eine Erfolgsgeschichte?",2026-08-06
premierministerin,prime Minister,Trotz wachsender geopolitischer Spannungen fordern immer mehr Menschen in Japan eine konsequente Abrüstung. Sie blicken mit Sorge auf steigende Militärausgaben und den Kurs von Premierministerin Takaichi.,2026-08-06
investorenplänen,investor plans,Nach heftiger Kritik an den Investorenplänen stellt sich die FIFA-Spitze demonstrativ hinter Präsident Infantino. Angriffe auf die Integrität der FIFA werde der Fußball-Weltverband nicht dulden.,2026-08-06
bundeskanzlerin,Chancellor of the Federal Republic of Germany,"""Fördern und Fordern“ war der Grundgedanke des Integrationsgesetzes, dass die Große Koalition aus CDU/CSU und SPD unter der damaligen Bundeskanzlerin Angel Merkel vor zehn Jahren einführte. Eine Erfolgsgeschichte?",2026-08-06
militärausgaben,military expenditures,Trotz wachsender geopolitischer Spannungen fordern immer mehr Menschen in Japan eine konsequente Abrüstung. Sie blicken mit Sorge auf steigende Militärausgaben und den Kurs von Premierministerin Takaichi.,2026-08-06
sozialverbänden,social associations,"Falls die Wehrpflicht in Deutschland zurückkehrt, kommt auch der Zivildienst wieder. Dafür trifft die Bundesregierung bereits jetzt Vorkehrungen. Von den Sozialverbänden kommt Kritik.",2026-08-06
niedrigwasser,low water,Warme Flüsse und Niedrigwasser zwingen AKW zur Leistungsdrosselung. Über das Jahr gerechnet sind die Verluste gering. Doch an kritischen Tagen fehlen mehrere Gigawatt - mit Folgen für Netze und Preise in ganz Europa.,2026-08-06
auszutrocknen,to dry out,Wegen anhaltender Dürre droht der drittgrößte See Ungarns auszutrocknen. Die aktuelle Hitzewelle hat auch den Rest Ungarns fest im Griff: Aufgrund von Niedrigwasser wird das wichtigste Kraftwerk des Landes abgeschaltet.,2026-08-06
nigerianische,nigerian,"Wird Kenia Afrikas nächster wichtiger Energieknotenpunkt? Der nigerianische Milliardär Aliko Dangote plant eine riesige Raffinerie. Sie könnte die Kraftstoffversorgung, den Handel und das Wirtschaftswachstum verändern.",2026-08-06
jugendstrafen,juvenile penalties,"Ein Gericht in Hamburg hat Mitglieder einer rechtsextremen Terrorgruppe zu hohen Jugendstrafen verurteilt. Politiker beklagen, dass die Täter immer jünger werden.",2026-08-06
parteiinterne,party-internal,Der Fund einer Drohne mit Sprengstoff am Flughafen Leipzig alarmiert die Sicherheitsbehörden. Der linke Demokrat El-Sayed gewinnt die parteiinterne Vorwahl im US-Staat Michigan. Der DW-Nachrichtenüberblick.,2026-08-06
grundgedanke,The basic idea,"""Fördern und Fordern“ war der Grundgedanke des Integrationsgesetzes, dass die Große Koalition aus CDU/CSU und SPD unter der damaligen Bundeskanzlerin Angel Merkel vor zehn Jahren einführte. Eine Erfolgsgeschichte?",2026-08-06
vorkehrungen,arrangements,"Falls die Wehrpflicht in Deutschland zurückkehrt, kommt auch der Zivildienst wieder. Dafür trifft die Bundesregierung bereits jetzt Vorkehrungen. Von den Sozialverbänden kommt Kritik.",2026-08-06
terrorgruppe,terror group,"Ein Gericht in Hamburg hat Mitglieder einer rechtsextremen Terrorgruppe zu hohen Jugendstrafen verurteilt. Politiker beklagen, dass die Täter immer jünger werden.",2026-08-06
drittgrößte,third largest,Wegen anhaltender Dürre droht der drittgrößte See Ungarns auszutrocknen. Die aktuelle Hitzewelle hat auch den Rest Ungarns fest im Griff: Aufgrund von Niedrigwasser wird das wichtigste Kraftwerk des Landes abgeschaltet.,2026-08-06
konsequente,consistent,Trotz wachsender geopolitischer Spannungen fordern immer mehr Menschen in Japan eine konsequente Abrüstung. Sie blicken mit Sorge auf steigende Militärausgaben und den Kurs von Premierministerin Takaichi.,2026-08-06
zurückkehrt,.,"Falls die Wehrpflicht in Deutschland zurückkehrt, kommt auch der Zivildienst wieder. Dafür trifft die Bundesregierung bereits jetzt Vorkehrungen. Von den Sozialverbänden kommt Kritik.",2026-08-06
zivildienst,Civil service,"Falls die Wehrpflicht in Deutschland zurückkehrt, kommt auch der Zivildienst wieder. Dafür trifft die Bundesregierung bereits jetzt Vorkehrungen. Von den Sozialverbänden kommt Kritik.",2026-08-06
weltverband,world association,Nach heftiger Kritik an den Investorenplänen stellt sich die FIFA-Spitze demonstrativ hinter Präsident Infantino. Angriffe auf die Integrität der FIFA werde der Fußball-Weltverband nicht dulden.,2026-08-06
saluschnyj,saluzhnyj,"Der frühere ukrainische Armeechef Walerij Saluschnyj fordert, nach neuen Sicherheitsformaten zu suchen, anstatt auf einen Beitritt zur NATO zu warten. Ist diese Einschätzung realistisch und gibt es Alternativen?",2026-08-06
integrität,Integrity,Nach heftiger Kritik an den Investorenplänen stellt sich die FIFA-Spitze demonstrativ hinter Präsident Infantino. Angriffe auf die Integrität der FIFA werde der Fußball-Weltverband nicht dulden.,2026-08-06
