German,English,Context,Date
umgehungsversuchen,circumvention attempts,Können KI-Chatbots Terroristen helfen? Eine neue Studie legt nahe: Etwa jedes dritte getestete System gibt nach entsprechenden Umgehungsversuchen nützliche Informationen preis.,2026-07-13
antifaschistische,anti-fascist,Eine kreative Kampagne dreht Nazi-Slogans um und bekämpft Hass mit den Mitteln des Markenrechts. So werden aus rechtsextremen Codes antifaschistische Botschaften - auf T-Shirts.,2026-07-13
radikalisieren,radicalize,"Sicherheitsbehörden sind in Sorge, weil sich in Deutschland immer mehr Jugendliche radikalisieren. In vielen ostdeutschen Regionen seien Hitler und Hakenkreuze längst keine Provokation mehr. Eine Spurensuche in Dessau.",2026-07-13
widersprechen,Widersprechen,"Der Iran will die für den Welthandel wichtige Meerenge geschlossen haben. Die Vereinigten Staaten widersprechen dem ausdrücklich. Der Iran sei bei neuen Angriffen ""hart getroffen"" worden, berichtet US-Präsident Trump.",2026-07-13
markenrechts,- Trademark Law,Eine kreative Kampagne dreht Nazi-Slogans um und bekämpft Hass mit den Mitteln des Markenrechts. So werden aus rechtsextremen Codes antifaschistische Botschaften - auf T-Shirts.,2026-07-13
demokratisch,democratic,Die Studie einer großen politischen Stiftung zeigt: Die Mehrheit der Deutschen ist klar demokratisch eingestellt und sorgt sich vor dem Aufstieg der AfD. Die politische Mitte ist angespannt.,2026-07-13
ausdrücklich,explicit,"Der Iran will die für den Welthandel wichtige Meerenge geschlossen haben. Die Vereinigten Staaten widersprechen dem ausdrücklich. Der Iran sei bei neuen Angriffen ""hart getroffen"" worden, berichtet US-Präsident Trump.",2026-07-13
botschaften,Messages,Eine kreative Kampagne dreht Nazi-Slogans um und bekämpft Hass mit den Mitteln des Markenrechts. So werden aus rechtsextremen Codes antifaschistische Botschaften - auf T-Shirts.,2026-07-13
eingestellt,set,Die Studie einer großen politischen Stiftung zeigt: Die Mehrheit der Deutschen ist klar demokratisch eingestellt und sorgt sich vor dem Aufstieg der AfD. Die politische Mitte ist angespannt.,2026-07-13
hakenkreuze,swastikas,"Sicherheitsbehörden sind in Sorge, weil sich in Deutschland immer mehr Jugendliche radikalisieren. In vielen ostdeutschen Regionen seien Hitler und Hakenkreuze längst keine Provokation mehr. Eine Spurensuche in Dessau.",2026-07-13
spurensuche,Evidence collection,"Sicherheitsbehörden sind in Sorge, weil sich in Deutschland immer mehr Jugendliche radikalisieren. In vielen ostdeutschen Regionen seien Hitler und Hakenkreuze längst keine Provokation mehr. Eine Spurensuche in Dessau.",2026-07-13
fluchtwege,Escape routes,In Thailands Hauptstadt stand eine Bar in Flammen - die Fluchtwege waren blockiert. Ein weiterer US-Ebola-Patient ist jetzt in Deutschland. Der DW-Nachrichtenüberblick.,2026-07-13
welthandel,Global Trade,"Der Iran will die für den Welthandel wichtige Meerenge geschlossen haben. Die Vereinigten Staaten widersprechen dem ausdrücklich. Der Iran sei bei neuen Angriffen ""hart getroffen"" worden, berichtet US-Präsident Trump.",2026-07-13
nützliche,Useful,Können KI-Chatbots Terroristen helfen? Eine neue Studie legt nahe: Etwa jedes dritte getestete System gibt nach entsprechenden Umgehungsversuchen nützliche Informationen preis.,2026-07-13
thailands,thai,In Thailands Hauptstadt stand eine Bar in Flammen - die Fluchtwege waren blockiert. Ein weiterer US-Ebola-Patient ist jetzt in Deutschland. Der DW-Nachrichtenüberblick.,2026-07-13
kreative,Creative,Eine kreative Kampagne dreht Nazi-Slogans um und bekämpft Hass mit den Mitteln des Markenrechts. So werden aus rechtsextremen Codes antifaschistische Botschaften - auf T-Shirts.,2026-07-13
kampagne,campaign,Eine kreative Kampagne dreht Nazi-Slogans um und bekämpft Hass mit den Mitteln des Markenrechts. So werden aus rechtsextremen Codes antifaschistische Botschaften - auf T-Shirts.,2026-07-13
bekämpft,combated,Eine kreative Kampagne dreht Nazi-Slogans um und bekämpft Hass mit den Mitteln des Markenrechts. So werden aus rechtsextremen Codes antifaschistische Botschaften - auf T-Shirts.,2026-07-13
stiftung,Foundation,Die Studie einer großen politischen Stiftung zeigt: Die Mehrheit der Deutschen ist klar demokratisch eingestellt und sorgt sich vor dem Aufstieg der AfD. Die politische Mitte ist angespannt.,2026-07-13
