German,English,Context,Date
menschenrechtlern,human rights activists,"Der philippinische Ex-Präsident muss sich wegen seines ""Kriegs gegen die Drogen"" verantworten. Menschenrechtlern zufolge fielen Zehntausende Personen der Kampagne zum Opfer.",2026-04-24
regierungschefs,Institutions,"EU-Staats- und Regierungschefs treffen sich in Zypern in geopolitisch angespannten Zeiten. Auf ihrer Agenda: Der Iran-Krieg, steigende Energiepreise und der EU-Haushalt. Aber erst einmal gibt es Grund zur Freude.",2026-04-24
meistertriumph,master triumph,Das Frauenteam des FC Bayern München macht beim FC Union Berlin seinen Meistertriumph perfekt - mit Vereinsrekord. Giulia Gwinn und Co. sind nun ähnlich dominant wie die Bayern-Männer und haben noch große Ziele.,2026-04-24
vereinsrekord,club record,Das Frauenteam des FC Bayern München macht beim FC Union Berlin seinen Meistertriumph perfekt - mit Vereinsrekord. Giulia Gwinn und Co. sind nun ähnlich dominant wie die Bayern-Männer und haben noch große Ziele.,2026-04-24
angespannten,tense,"EU-Staats- und Regierungschefs treffen sich in Zypern in geopolitisch angespannten Zeiten. Auf ihrer Agenda: Der Iran-Krieg, steigende Energiepreise und der EU-Haushalt. Aber erst einmal gibt es Grund zur Freude.",2026-04-24
zehntausende,tens of thousands,"Der philippinische Ex-Präsident muss sich wegen seines ""Kriegs gegen die Drogen"" verantworten. Menschenrechtlern zufolge fielen Zehntausende Personen der Kampagne zum Opfer.",2026-04-24
zugkollision,pull Collision,Die Zugkollision ereignete sich nördlich der dänischen Hauptstadt Kopenhagen. Unter den nach jüngsten Angaben 18 Verletzten sind mehrere in kritischem Zustand.,2026-04-24
brennstoffen,fuels,"In Kolumbien beraten mehr als 50 Staaten über einen praktischen Fahrplan zum Ausstieg aus fossilen Brennstoffen. Kann die Konferenz schaffen, was beim UN-Klimagipfel COP bisher nicht gelang?",2026-04-24
zusammenhalt,Cohesion,Auf seiner Reise durch vier afrikanische Länder begeistert Papst Leo XIV. seine Anhänger mit einem klaren Appell für Frieden und Zusammenhalt. Er kritisiert Diktatoren und wendet sich gegen Krieg und Spaltung.,2026-04-24
plattformen,Platforms,Plattformen wie Instagram und Tiktok sollen in der Türkei für Kinder und Jugendliche bald tabu sein. Die Regierung in Ankara folgt damit anderen Ländern wie Australien und Indonesien.,2026-04-24
einzudämmen,contain,"Großbritannien überweist Millionen nach Frankreich, um die Migration über den Ärmelkanal einzudämmen. US-Präsident Trump gibt dem Iran wohl nur noch wenige Tage Zeit für ein Abkommen. Der DW-Nachrichtenüberblick.",2026-04-24
praktischen,practical,"In Kolumbien beraten mehr als 50 Staaten über einen praktischen Fahrplan zum Ausstieg aus fossilen Brennstoffen. Kann die Konferenz schaffen, was beim UN-Klimagipfel COP bisher nicht gelang?",2026-04-24
klimagipfel,climate summit,"In Kolumbien beraten mehr als 50 Staaten über einen praktischen Fahrplan zum Ausstieg aus fossilen Brennstoffen. Kann die Konferenz schaffen, was beim UN-Klimagipfel COP bisher nicht gelang?",2026-04-24
kopenhagen,copenhagen,Die Zugkollision ereignete sich nördlich der dänischen Hauptstadt Kopenhagen. Unter den nach jüngsten Angaben 18 Verletzten sind mehrere in kritischem Zustand.,2026-04-24
verletzten,injured,Die Zugkollision ereignete sich nördlich der dänischen Hauptstadt Kopenhagen. Unter den nach jüngsten Angaben 18 Verletzten sind mehrere in kritischem Zustand.,2026-04-24
kritischem,critical,Die Zugkollision ereignete sich nördlich der dänischen Hauptstadt Kopenhagen. Unter den nach jüngsten Angaben 18 Verletzten sind mehrere in kritischem Zustand.,2026-04-24
frauenteam,women's team,Das Frauenteam des FC Bayern München macht beim FC Union Berlin seinen Meistertriumph perfekt - mit Vereinsrekord. Giulia Gwinn und Co. sind nun ähnlich dominant wie die Bayern-Männer und haben noch große Ziele.,2026-04-24
ärmelkanal,English Channel,"Großbritannien überweist Millionen nach Frankreich, um die Migration über den Ärmelkanal einzudämmen. US-Präsident Trump gibt dem Iran wohl nur noch wenige Tage Zeit für ein Abkommen. Der DW-Nachrichtenüberblick.",2026-04-24
begeistert,CBD Oil,Auf seiner Reise durch vier afrikanische Länder begeistert Papst Leo XIV. seine Anhänger mit einem klaren Appell für Frieden und Zusammenhalt. Er kritisiert Diktatoren und wendet sich gegen Krieg und Spaltung.,2026-04-24
diktatoren,Dictators,Auf seiner Reise durch vier afrikanische Länder begeistert Papst Leo XIV. seine Anhänger mit einem klaren Appell für Frieden und Zusammenhalt. Er kritisiert Diktatoren und wendet sich gegen Krieg und Spaltung.,2026-04-24
