German,English,Context,Date
loyalitätsvorwürfen,allegations of loyalty,Zwei der ranghöchsten chinesischen Militärs werden wegen Korruptions- und Loyalitätsvorwürfen strafrechtlich verfolgt. Einer von ihnen galt lange als enger Verbündeter von Staatschef Xi Jinping.,2026-09-22
sonderbeauftragter,Special delegate.,Eine Taskforce und ein Sonderbeauftragter für Künstliche Intelligenz - das klingt auf den ersten Blick nach Schritten zur Regulierung der gefährlichen Technologie. Wie positionieren sich die USA im Wettlauf mit China?,2026-09-22
ausgeschlossen,shall be excluded.,"CNN und weitere Medien wurden aus dem Weißen Haus ausgeschlossen. Darauf reagieren mehrere Fernsehsender mit einem Boykott bei ihrer Berichterstattung. Gleichzeitig geht ""Trump TV“ auf Sendung.",2026-09-22
unionsfraktion,union Fraction,Die Aussprache markiert die politisch wichtigste Woche des Jahres bei den Vereinten Nationen. In Berlin berät die Unionsfraktion mit Kanzler Merz nach dem Wahlfiasko. Der DW-Nachrichtenüberblick.,2026-09-22
fernsehsender,Television stations,"CNN und weitere Medien wurden aus dem Weißen Haus ausgeschlossen. Darauf reagieren mehrere Fernsehsender mit einem Boykott bei ihrer Berichterstattung. Gleichzeitig geht ""Trump TV“ auf Sendung.",2026-09-22
gefährlichen,dangerous,Eine Taskforce und ein Sonderbeauftragter für Künstliche Intelligenz - das klingt auf den ersten Blick nach Schritten zur Regulierung der gefährlichen Technologie. Wie positionieren sich die USA im Wettlauf mit China?,2026-09-22
ranghöchsten,highest-ranking,Zwei der ranghöchsten chinesischen Militärs werden wegen Korruptions- und Loyalitätsvorwürfen strafrechtlich verfolgt. Einer von ihnen galt lange als enger Verbündeter von Staatschef Xi Jinping.,2026-09-22
alarmglocken,alarm bells,"Die Füllstände der Gasspeicher liegen sehr niedrig - und das vor der Heizsaison. Bei manchen klingen die Alarmglocken, andere bleiben ruhig und wiegeln ab. Wie sicher ist die Versorgung und wie teuer wird das Gas?",2026-09-22
staatsmänner,statesmen,Mit großen Spannungen wird das Treffen zwischen Chinas Präsident Xi und seinem US-Amtskollegen Donald Trump in Washington erwartet. Beide Staatsmänner wollen Größe und Verantwortung zeigen. Es gibt viel zu besprechen.,2026-09-22
korruptions,corruption,Zwei der ranghöchsten chinesischen Militärs werden wegen Korruptions- und Loyalitätsvorwürfen strafrechtlich verfolgt. Einer von ihnen galt lange als enger Verbündeter von Staatschef Xi Jinping.,2026-09-22
verbündeter,Ally,Zwei der ranghöchsten chinesischen Militärs werden wegen Korruptions- und Loyalitätsvorwürfen strafrechtlich verfolgt. Einer von ihnen galt lange als enger Verbündeter von Staatschef Xi Jinping.,2026-09-22
vorsorglich,as an interim protective measure,"1,6 Millionen Menschen sollen sich in Japan vorsorglich in Sicherheit bringen. Behörden warnen vor Rekordregen und Erdrutschen. An der Küste stehen bereits Straßen unter Wasser.",2026-09-22
rekordregen,record rainfall,"1,6 Millionen Menschen sollen sich in Japan vorsorglich in Sicherheit bringen. Behörden warnen vor Rekordregen und Erdrutschen. An der Küste stehen bereits Straßen unter Wasser.",2026-09-22
erdrutschen,Landslide,"1,6 Millionen Menschen sollen sich in Japan vorsorglich in Sicherheit bringen. Behörden warnen vor Rekordregen und Erdrutschen. An der Küste stehen bereits Straßen unter Wasser.",2026-09-22
aussprache,Pronunciation,Die Aussprache markiert die politisch wichtigste Woche des Jahres bei den Vereinten Nationen. In Berlin berät die Unionsfraktion mit Kanzler Merz nach dem Wahlfiasko. Der DW-Nachrichtenüberblick.,2026-09-22
wahlfiasko,electoral fiasco,Die Aussprache markiert die politisch wichtigste Woche des Jahres bei den Vereinten Nationen. In Berlin berät die Unionsfraktion mit Kanzler Merz nach dem Wahlfiasko. Der DW-Nachrichtenüberblick.,2026-09-22
füllstände,Fill levels,"Die Füllstände der Gasspeicher liegen sehr niedrig - und das vor der Heizsaison. Bei manchen klingen die Alarmglocken, andere bleiben ruhig und wiegeln ab. Wie sicher ist die Versorgung und wie teuer wird das Gas?",2026-09-22
heizsaison,heating season,"Die Füllstände der Gasspeicher liegen sehr niedrig - und das vor der Heizsaison. Bei manchen klingen die Alarmglocken, andere bleiben ruhig und wiegeln ab. Wie sicher ist die Versorgung und wie teuer wird das Gas?",2026-09-22
besprechen,discuss,Mit großen Spannungen wird das Treffen zwischen Chinas Präsident Xi und seinem US-Amtskollegen Donald Trump in Washington erwartet. Beide Staatsmänner wollen Größe und Verantwortung zeigen. Es gibt viel zu besprechen.,2026-09-22
taskforce,taskforce,Eine Taskforce und ein Sonderbeauftragter für Künstliche Intelligenz - das klingt auf den ersten Blick nach Schritten zur Regulierung der gefährlichen Technologie. Wie positionieren sich die USA im Wettlauf mit China?,2026-09-22
wettlauf,race,Eine Taskforce und ein Sonderbeauftragter für Künstliche Intelligenz - das klingt auf den ersten Blick nach Schritten zur Regulierung der gefährlichen Technologie. Wie positionieren sich die USA im Wettlauf mit China?,2026-09-22
