German,English,Context,Date
vermittlereinsatzes,mediator use,Bei einem Besuch in Kyjiw kündigt Verteidigungsminister Pistorius gemeinsame Drohnenprojekte bis zu 1500 Kilometern Reichweite an. Putins Vorschlag eines Vermittlereinsatzes von Gerhard Schröder stößt derweil auf Kritik.,2026-05-12
auswanderungsziel,emigration destination,Die Schweiz ist weiterhin das beliebteste Auswanderungsziel für Deutsche. Auch Österreich und Spanien gewinnen an Attraktivität. Das Alter spielt bei der Auswahl des Landes eine große Rolle.,2026-05-12
strahlenbelastung,radiation exposure,1200 Hektar Wald in der Sperrzone von Tschernobyl stehen in Flammen. Trockenheit und dort vermutete Minen erschweren die Löscharbeiten. Wie steht es um die Strahlenbelastung und welche Folgen haben die Brände?,2026-05-12
vermittlerrollen,intermediary roles,Nach fast fünf Jahren im Amt zieht sich der deutsche Politiker aus einer der heikelsten internationalen Vermittlerrollen Europas zurück. Sein Rücktritt könnte auf Druck der USA erfolgen.,2026-05-12
kommunistischen,communist,"Am Montag hat Peking auf den letzten Drücker den Besuch des US-Präsidenten Trump in China bestätigt. Klar ist, Trump muss beim kommunistischen Rivalen punkten. Xi ist dagegen sehr entspannt.",2026-05-12
drohnenprojekte,drone projects,Bei einem Besuch in Kyjiw kündigt Verteidigungsminister Pistorius gemeinsame Drohnenprojekte bis zu 1500 Kilometern Reichweite an. Putins Vorschlag eines Vermittlereinsatzes von Gerhard Schröder stößt derweil auf Kritik.,2026-05-12
außenpolitisch,foreign policy,Die Nähe zu Israel und den USA macht die Vereinigten Arabischen Emirate zur Zielscheibe Teherans. Doch anders als Saudi-Arabien setzt Abu Dhabi außenpolitisch zunehmend auf einen eigenen Kurs.,2026-05-12
attraktivität,ATTRACTIVE,Die Schweiz ist weiterhin das beliebteste Auswanderungsziel für Deutsche. Auch Österreich und Spanien gewinnen an Attraktivität. Das Alter spielt bei der Auswahl des Landes eine große Rolle.,2026-05-12
löscharbeiten,deletion work,1200 Hektar Wald in der Sperrzone von Tschernobyl stehen in Flammen. Trockenheit und dort vermutete Minen erschweren die Löscharbeiten. Wie steht es um die Strahlenbelastung und welche Folgen haben die Brände?,2026-05-12
ausbleibender,missing,"Die PCK-Raffinerie versorgt den Nordosten Deutschlands. Da soll auch so bleiben, verspricht Wirtschaftsministerin Katherina Reiche. Trotz ausbleibender Öltransfers via Russland.",2026-05-12
wahlschlappe,elective slack,Die kräftige Wahlschlappe vergangene Woche könnte dem britischen Regierungschef das Amt kosten. Im Ukraine-Krieg ist die befristete Waffenruhe ausgelaufen. Der DW-Nachrichtenüberblick.,2026-05-12
