German,English,Context,Date
friedensnobelpreis,"<g id=""1"">Nobel Peace Prize</g>.",2022 erhielt Memorial den Friedensnobelpreis. Jede weitere Betätigung der Menschenrechtler kann in der Russischen Föderation ab sofort als Straftat gewertet werden.,2026-04-10
manteltarifvertrag,Collective Wage Agreement,Das Kabinenpersonal erhöht im Ringen um einen Manteltarifvertrag bei der Lufthansa den Druck. Bei Cityline kämpfen die Crews um einen Sozialplan - denn die Zubringertochter steht vor dem Aus.,2026-04-10
menschenrechtler,human rights activist,2022 erhielt Memorial den Friedensnobelpreis. Jede weitere Betätigung der Menschenrechtler kann in der Russischen Föderation ab sofort als Straftat gewertet werden.,2026-04-10
umweltaktivisten,ENVIRONMENTAL ACTIVISTS,Die strengen Auflagen zum Schutz der Gletscher in Argentinien werden gelockert. Das Unterhaus verabschiedete die entsprechende Gesetzesreform. Umweltaktivisten und Opposition sind empört.,2026-04-10
zubringertochter,feeder daughter,Das Kabinenpersonal erhöht im Ringen um einen Manteltarifvertrag bei der Lufthansa den Druck. Bei Cityline kämpfen die Crews um einen Sozialplan - denn die Zubringertochter steht vor dem Aus.,2026-04-10
rundfunkfreiheit,broadcasting freedom,Auch ein Besuch von NATO-Genrealsekretär Mark Rutte kann US-Präsident Donald Trump offenbar nicht besänftigen. Die Litauer sorgen sich um die Rundfunkfreiheit. Das Wichtigste in Kürze.,2026-04-10
pressekonferenz,Press conference,Auf einer kurzfristig einberufenen Pressekonferenz in Berlin gibt Kanzler Merz bekannt: Deutschland will direkt mit der iranischen Regierung sprechen und so zu einer Friedenslösung beitragen.,2026-04-10
kabinenpersonal,Flight Attendants,Das Kabinenpersonal erhöht im Ringen um einen Manteltarifvertrag bei der Lufthansa den Druck. Bei Cityline kämpfen die Crews um einen Sozialplan - denn die Zubringertochter steht vor dem Aus.,2026-04-10
genrealsekretär,genre secretary,Auch ein Besuch von NATO-Genrealsekretär Mark Rutte kann US-Präsident Donald Trump offenbar nicht besänftigen. Die Litauer sorgen sich um die Rundfunkfreiheit. Das Wichtigste in Kürze.,2026-04-10
welterbestätten,World Heritage Sites,"Hitze, Dürren und steigende Meeresspiegel setzen UNESCO-Welterbestätten weltweit unter Druck. Einzigartige Kulturgüter wie die Chinesische Mauer oder die Osterinsel-Statuen drohen durch den Klimawandel zu zerfallen.",2026-04-10
friedenslösung,peace solution,Auf einer kurzfristig einberufenen Pressekonferenz in Berlin gibt Kanzler Merz bekannt: Deutschland will direkt mit der iranischen Regierung sprechen und so zu einer Friedenslösung beitragen.,2026-04-10
verabschiedete,adopted,Die strengen Auflagen zum Schutz der Gletscher in Argentinien werden gelockert. Das Unterhaus verabschiedete die entsprechende Gesetzesreform. Umweltaktivisten und Opposition sind empört.,2026-04-10
auslandsreisen,International trips,Eine Meldepflicht für Männer bei Auslandsreisen brachte den Verteidigungsminister ins Schwitzen. Nun bessert Boris Pistorius nach. Doch die Kritik hält an.,2026-04-10
meeresspiegel,Sea level,"Hitze, Dürren und steigende Meeresspiegel setzen UNESCO-Welterbestätten weltweit unter Druck. Einzigartige Kulturgüter wie die Chinesische Mauer oder die Osterinsel-Statuen drohen durch den Klimawandel zu zerfallen.",2026-04-10
einberufenen,convened,Auf einer kurzfristig einberufenen Pressekonferenz in Berlin gibt Kanzler Merz bekannt: Deutschland will direkt mit der iranischen Regierung sprechen und so zu einer Friedenslösung beitragen.,2026-04-10
meldepflicht,Reporting obligation,Eine Meldepflicht für Männer bei Auslandsreisen brachte den Verteidigungsminister ins Schwitzen. Nun bessert Boris Pistorius nach. Doch die Kritik hält an.,2026-04-10
einzigartige,unique,"Hitze, Dürren und steigende Meeresspiegel setzen UNESCO-Welterbestätten weltweit unter Druck. Einzigartige Kulturgüter wie die Chinesische Mauer oder die Osterinsel-Statuen drohen durch den Klimawandel zu zerfallen.",2026-04-10
kurzfristig,short-term,Auf einer kurzfristig einberufenen Pressekonferenz in Berlin gibt Kanzler Merz bekannt: Deutschland will direkt mit der iranischen Regierung sprechen und so zu einer Friedenslösung beitragen.,2026-04-10
argentinien,Argentina (1 texts),Die strengen Auflagen zum Schutz der Gletscher in Argentinien werden gelockert. Das Unterhaus verabschiedete die entsprechende Gesetzesreform. Umweltaktivisten und Opposition sind empört.,2026-04-10
besänftigen,soothe,Auch ein Besuch von NATO-Genrealsekretär Mark Rutte kann US-Präsident Donald Trump offenbar nicht besänftigen. Die Litauer sorgen sich um die Rundfunkfreiheit. Das Wichtigste in Kürze.,2026-04-10
losgetreten,kicked off,"Bundeskanzler Friedrich Merz hat eine Debatte um die Rückkehr von 80 Prozent der Syrer losgetreten. Will Deutschland damit auch diejenigen abschieben, die bestens integriert sind und die das Land so dringend braucht?",2026-04-10
gastkolumne,guest column,"Christian Schwarz-Schillings Leben war von Passion und Politik geprägt. Vor allem sein Wirken für Bosnien und Herzegowina zeigt, wie Macht und Menschlichkeit doch zueinander passen können. Eine Gastkolumne.",2026-04-10
kulturgüter,cultural property,"Hitze, Dürren und steigende Meeresspiegel setzen UNESCO-Welterbestätten weltweit unter Druck. Einzigartige Kulturgüter wie die Chinesische Mauer oder die Osterinsel-Statuen drohen durch den Klimawandel zu zerfallen.",2026-04-10
chinesische,chinese,"Hitze, Dürren und steigende Meeresspiegel setzen UNESCO-Welterbestätten weltweit unter Druck. Einzigartige Kulturgüter wie die Chinesische Mauer oder die Osterinsel-Statuen drohen durch den Klimawandel zu zerfallen.",2026-04-10
klimawandel,climate change,"Hitze, Dürren und steigende Meeresspiegel setzen UNESCO-Welterbestätten weltweit unter Druck. Einzigartige Kulturgüter wie die Chinesische Mauer oder die Osterinsel-Statuen drohen durch den Klimawandel zu zerfallen.",2026-04-10
betätigung,Actuation,2022 erhielt Memorial den Friedensnobelpreis. Jede weitere Betätigung der Menschenrechtler kann in der Russischen Föderation ab sofort als Straftat gewertet werden.,2026-04-10
föderation,Federation,2022 erhielt Memorial den Friedensnobelpreis. Jede weitere Betätigung der Menschenrechtler kann in der Russischen Föderation ab sofort als Straftat gewertet werden.,2026-04-10
sozialplan,Social Compensation Plan,Das Kabinenpersonal erhöht im Ringen um einen Manteltarifvertrag bei der Lufthansa den Druck. Bei Cityline kämpfen die Crews um einen Sozialplan - denn die Zubringertochter steht vor dem Aus.,2026-04-10
diejenigen,Those,"Bundeskanzler Friedrich Merz hat eine Debatte um die Rückkehr von 80 Prozent der Syrer losgetreten. Will Deutschland damit auch diejenigen abschieben, die bestens integriert sind und die das Land so dringend braucht?",2026-04-10
abschieben,Pass the buck,"Bundeskanzler Friedrich Merz hat eine Debatte um die Rückkehr von 80 Prozent der Syrer losgetreten. Will Deutschland damit auch diejenigen abschieben, die bestens integriert sind und die das Land so dringend braucht?",2026-04-10
schillings,schillings,"Christian Schwarz-Schillings Leben war von Passion und Politik geprägt. Vor allem sein Wirken für Bosnien und Herzegowina zeigt, wie Macht und Menschlichkeit doch zueinander passen können. Eine Gastkolumne.",2026-04-10
zueinander,to each other,"Christian Schwarz-Schillings Leben war von Passion und Politik geprägt. Vor allem sein Wirken für Bosnien und Herzegowina zeigt, wie Macht und Menschlichkeit doch zueinander passen können. Eine Gastkolumne.",2026-04-10
osterinsel,Easter Island,"Hitze, Dürren und steigende Meeresspiegel setzen UNESCO-Welterbestätten weltweit unter Druck. Einzigartige Kulturgüter wie die Chinesische Mauer oder die Osterinsel-Statuen drohen durch den Klimawandel zu zerfallen.",2026-04-10
beitragen,classification,Auf einer kurzfristig einberufenen Pressekonferenz in Berlin gibt Kanzler Merz bekannt: Deutschland will direkt mit der iranischen Regierung sprechen und so zu einer Friedenslösung beitragen.,2026-04-10
gletscher,GLACIER,Die strengen Auflagen zum Schutz der Gletscher in Argentinien werden gelockert. Das Unterhaus verabschiedete die entsprechende Gesetzesreform. Umweltaktivisten und Opposition sind empört.,2026-04-10
gelockert,loosened by:,Die strengen Auflagen zum Schutz der Gletscher in Argentinien werden gelockert. Das Unterhaus verabschiedete die entsprechende Gesetzesreform. Umweltaktivisten und Opposition sind empört.,2026-04-10
unterhaus,House of Commons,Die strengen Auflagen zum Schutz der Gletscher in Argentinien werden gelockert. Das Unterhaus verabschiedete die entsprechende Gesetzesreform. Umweltaktivisten und Opposition sind empört.,2026-04-10
