German,English,Context,Date
militärstrategie,Military Strategy,Erstmals in ihrer Geschichte bekommt die Bundeswehr eine Militärstrategie. Sie soll die Armee und Deutschland für künftige Bedrohungen wappnen. Große Teile des Dokuments sind geheim.,2026-04-23
handelsschiffe,Merchant ships,Kurz vor Ablauf der Feuerpause verlängert US-Präsident Donald Trump überraschend die Frist. Rund um die Straße von Hormus spitzt sich die Lage zu. Dort wurden drei Handelsschiffe von den Revolutionsgarden angegriffen.,2026-04-23
verständlich,Understandable,"Heiß umstritten, aber schwer verständlich: Der deutsche Finanzminister Lars Klingbeil (SPD) will die Vorteile von Ehepartnern bei der Besteuerung verändern.",2026-04-23
energiepreis,Energy price,"Durch den Energiepreis-Schock bleibt die Konjunktur in Deutschland auf der Strecke. Wirtschaftsministerin Reiche muss wegen des Iran-Kriegs ihre eigene Vorhersage halbieren. Das Wachstum liegt nur noch bei 0,5 Prozent.",2026-04-23
petersburger,petersburger,"Es sind keine guten Zeiten für den weltweiten Klimaschutz. Oder vielleicht doch? Auf dem ""Petersburger Klimadialog"" in Berlin versuchen Politiker, gerade wegen des Kriegs im Iran für Wind- und Sonnenkraft zu werben.",2026-04-23
aufgeschoben,postponed,"Die Spannungen zwischen Äthiopien und Eritrea halten an. Auch der Konflikt in Tigray schwelt weiter. Auswirkungen des Iran-Krieges haben eine Eskalation zunächst aufgeschoben, sagen Experten.",2026-04-23
knackpunkte,sticking points,"Erst einmal ohne neue Frist suchen die USA und der Iran in ihrem Krieg nach Auswegen, die ihre eigenen Interessen wahren. Wir nehmen die zentralen Knackpunkte unter die Lupe und beantworten wichtige Fragen.",2026-04-23
ehepartnern,spouses,"Heiß umstritten, aber schwer verständlich: Der deutsche Finanzminister Lars Klingbeil (SPD) will die Vorteile von Ehepartnern bei der Besteuerung verändern.",2026-04-23
besteuerung,TAXATION,"Heiß umstritten, aber schwer verständlich: Der deutsche Finanzminister Lars Klingbeil (SPD) will die Vorteile von Ehepartnern bei der Besteuerung verändern.",2026-04-23
klimaschutz,climate protection,"Es sind keine guten Zeiten für den weltweiten Klimaschutz. Oder vielleicht doch? Auf dem ""Petersburger Klimadialog"" in Berlin versuchen Politiker, gerade wegen des Kriegs im Iran für Wind- und Sonnenkraft zu werben.",2026-04-23
