German,English,Context,Date
kriegsvergangenheit,war Past,"Ratko Mladic kehrt nach Serbien zurück - im Sarg. Anhänger feiern ihn. Es ist offen, ob es ein Staatsbegräbnis gibt. Doch insgesamt zeigt der Umgang mit dem Kriegsverbrecher Serbiens Umgang mit der Kriegsvergangenheit.",2026-09-05
unkontrollierter,uncontrolled,"Migration ist ein Reizthema: Die Angst vor unkontrollierter Zuwanderung bestimmt die öffentliche Debatte. Viele vergessen dabei, dass einst auch Millionen Deutsche auf der Suche nach einem besseren Leben auswanderten.",2026-09-05
staatsbegräbnis,state funeral,"Ratko Mladic kehrt nach Serbien zurück - im Sarg. Anhänger feiern ihn. Es ist offen, ob es ein Staatsbegräbnis gibt. Doch insgesamt zeigt der Umgang mit dem Kriegsverbrecher Serbiens Umgang mit der Kriegsvergangenheit.",2026-09-05
stromerzeugung,Electrical power generation,Ermittler halten die zwei Bekennerschreiben für authentisch – die Polizei fahndet nach dem Tatverdächtigen. Er nennt fossile Stromerzeugung und Deutschlands Rolle im Nahostkonflikt als Motive.,2026-09-05
nahostkonflikt,"<g id=""1"">Middle East Conflict</g>",Ermittler halten die zwei Bekennerschreiben für authentisch – die Polizei fahndet nach dem Tatverdächtigen. Er nennt fossile Stromerzeugung und Deutschlands Rolle im Nahostkonflikt als Motive.,2026-09-05
vorgeschichte,pre-history,Verweigert Deutschlands Innenminister Alexander Dobrindt der Desiderius-Erasmus-Stiftung zu Unrecht staatliche Gelder? Der Streit hat eine Vorgeschichte.,2026-09-05
auswanderten,emigrated,"Migration ist ein Reizthema: Die Angst vor unkontrollierter Zuwanderung bestimmt die öffentliche Debatte. Viele vergessen dabei, dass einst auch Millionen Deutsche auf der Suche nach einem besseren Leben auswanderten.",2026-09-05
authentisch,Authentic,Ermittler halten die zwei Bekennerschreiben für authentisch – die Polizei fahndet nach dem Tatverdächtigen. Er nennt fossile Stromerzeugung und Deutschlands Rolle im Nahostkonflikt als Motive.,2026-09-05
optimismus,Optimism,Gibt es Grund für Optimismus? Trotz negativer Schlagzeilen legt die deutsche Wirtschaft die besten Zahlen seit Jahren vor. Doch strukturelle Probleme bestehen weiterhin.,2026-09-05
desiderius,desiderius,Verweigert Deutschlands Innenminister Alexander Dobrindt der Desiderius-Erasmus-Stiftung zu Unrecht staatliche Gelder? Der Streit hat eine Vorgeschichte.,2026-09-05
erwachsene,adult,Kinder sterben im aktuellen Ebola-Ausbruch in der DR Kongo deutlich häufiger als Erwachsene. Trotzdem fehlen gerade für sie oft geeignete Medikamente oder Daten zu Dosierung und Einnahme. Warum ist das so?,2026-09-05
reizthema,travel theme,"Migration ist ein Reizthema: Die Angst vor unkontrollierter Zuwanderung bestimmt die öffentliche Debatte. Viele vergessen dabei, dass einst auch Millionen Deutsche auf der Suche nach einem besseren Leben auswanderten.",2026-09-05
negativer,negative,Gibt es Grund für Optimismus? Trotz negativer Schlagzeilen legt die deutsche Wirtschaft die besten Zahlen seit Jahren vor. Doch strukturelle Probleme bestehen weiterhin.,2026-09-05
geeignete,suitable,Kinder sterben im aktuellen Ebola-Ausbruch in der DR Kongo deutlich häufiger als Erwachsene. Trotzdem fehlen gerade für sie oft geeignete Medikamente oder Daten zu Dosierung und Einnahme. Warum ist das so?,2026-09-05
dosierung,dosage,Kinder sterben im aktuellen Ebola-Ausbruch in der DR Kongo deutlich häufiger als Erwachsene. Trotzdem fehlen gerade für sie oft geeignete Medikamente oder Daten zu Dosierung und Einnahme. Warum ist das so?,2026-09-05
parteien,Parties,Die Parteien der politischen Mitte in Deutschland lehnen jede Zusammenarbeit mit der in Teilen rechtsextremen AfD ab. Das oft als Brandmauer bezeichnete Konzept steht jedoch zunehmend unter Druck.,2026-09-05
