German,English,Context,Date
bevölkerungsgruppen,Populations,"Die Hilfsorganisation will wachrütteln: Vor allem nichtarabische Bevölkerungsgruppen seien Opfer ""unvorstellbarer Brutalität"". Die Täter kämen oft aus den Reihen der RSF-Miliz.",2026-04-01
millionenmetropole,metropolis of millions,Kein Märchen: Durch die Millionenmetropole Hamburg stromert ein Wolf und beißt eine Frau. Es ist der erste Angriff auf einen Menschen seit Wiederansiedlung dieser Raubtierart in Deutschland.,2026-04-01
diskriminierenden,discriminatory,"Harsche Kritik: EU und Europarat weisen auf den ""diskriminierenden Charakter"" des Gesetzes hin und warnen vor der Aushöhlung demokratischer Grundsätze. Wird Brüssel Sanktionen gegen israelische Minister verhängen?",2026-04-01
wiederansiedlung,Resettlement,Kein Märchen: Durch die Millionenmetropole Hamburg stromert ein Wolf und beißt eine Frau. Es ist der erste Angriff auf einen Menschen seit Wiederansiedlung dieser Raubtierart in Deutschland.,2026-04-01
palästinensische,Palestinian,In Israel regt sich Widerstand gegen das Gesetz von Minister Ben-Gvir zur Todesstrafe für palästinensische Terroristen. UN-Generalsekretär Guterres verurteilt das Massaker einer Bande in Haiti. Das Wichtigste in Kürze.,2026-04-01
elektromobilität,electromobility,"Der weltweite Solarboom übertrifft alle Prognosen. Als günstigste Energiequelle treibt Photovoltaik in China, Europa und Afrika die Energiewende voran und revolutioniert auch das Heizen und die Elektromobilität.",2026-04-01
friedenstruppen,peacekeepers,Eigentlich sollten die Friedenstruppen im Südlibanon einen Puffer zwischen der Hisbollah und der israelischen Armee bilden. Doch nach dem Tod von drei indonesischen UNIFIL-Soldaten wächst die Kritik an Israel.,2026-04-01
unvorstellbarer,unimaginable,"Die Hilfsorganisation will wachrütteln: Vor allem nichtarabische Bevölkerungsgruppen seien Opfer ""unvorstellbarer Brutalität"". Die Täter kämen oft aus den Reihen der RSF-Miliz.",2026-04-01
generalsekretär,Secretary-General,In Israel regt sich Widerstand gegen das Gesetz von Minister Ben-Gvir zur Todesstrafe für palästinensische Terroristen. UN-Generalsekretär Guterres verurteilt das Massaker einer Bande in Haiti. Das Wichtigste in Kürze.,2026-04-01
nichtarabische,non-Arabic,"Die Hilfsorganisation will wachrütteln: Vor allem nichtarabische Bevölkerungsgruppen seien Opfer ""unvorstellbarer Brutalität"". Die Täter kämen oft aus den Reihen der RSF-Miliz.",2026-04-01
demokratischer,democratic,"Harsche Kritik: EU und Europarat weisen auf den ""diskriminierenden Charakter"" des Gesetzes hin und warnen vor der Aushöhlung demokratischer Grundsätze. Wird Brüssel Sanktionen gegen israelische Minister verhängen?",2026-04-01
revolutioniert,anatomy \& physiology.,"Der weltweite Solarboom übertrifft alle Prognosen. Als günstigste Energiequelle treibt Photovoltaik in China, Europa und Afrika die Energiewende voran und revolutioniert auch das Heizen und die Elektromobilität.",2026-04-01
indonesischen,indonesian,Eigentlich sollten die Friedenstruppen im Südlibanon einen Puffer zwischen der Hisbollah und der israelischen Armee bilden. Doch nach dem Tod von drei indonesischen UNIFIL-Soldaten wächst die Kritik an Israel.,2026-04-01
energiewende,Energy revolution,"Der weltweite Solarboom übertrifft alle Prognosen. Als günstigste Energiequelle treibt Photovoltaik in China, Europa und Afrika die Energiewende voran und revolutioniert auch das Heizen und die Elektromobilität.",2026-04-01
terrormiliz,terrorist militia,Im Kampf gegen die Terrormiliz Hisbollah hat Israels Armee fünf Brücken über den Fluss Litani zerstört. Hunderttausende aus dem Südlibanon geflüchtete Einwohner dürfen vorerst nicht zurückkehren.,2026-04-01
geflüchtete,Refugees,Im Kampf gegen die Terrormiliz Hisbollah hat Israels Armee fünf Brücken über den Fluss Litani zerstört. Hunderttausende aus dem Südlibanon geflüchtete Einwohner dürfen vorerst nicht zurückkehren.,2026-04-01
wachrütteln,Shake Them Up,"Die Hilfsorganisation will wachrütteln: Vor allem nichtarabische Bevölkerungsgruppen seien Opfer ""unvorstellbarer Brutalität"". Die Täter kämen oft aus den Reihen der RSF-Miliz.",2026-04-01
raubtierart,predator species,Kein Märchen: Durch die Millionenmetropole Hamburg stromert ein Wolf und beißt eine Frau. Es ist der erste Angriff auf einen Menschen seit Wiederansiedlung dieser Raubtierart in Deutschland.,2026-04-01
terroristen,Terrorists,In Israel regt sich Widerstand gegen das Gesetz von Minister Ben-Gvir zur Todesstrafe für palästinensische Terroristen. UN-Generalsekretär Guterres verurteilt das Massaker einer Bande in Haiti. Das Wichtigste in Kürze.,2026-04-01
südlibanon,south Lebanon,Eigentlich sollten die Friedenstruppen im Südlibanon einen Puffer zwischen der Hisbollah und der israelischen Armee bilden. Doch nach dem Tod von drei indonesischen UNIFIL-Soldaten wächst die Kritik an Israel.,2026-04-01
brutalität,brutality,"Die Hilfsorganisation will wachrütteln: Vor allem nichtarabische Bevölkerungsgruppen seien Opfer ""unvorstellbarer Brutalität"". Die Täter kämen oft aus den Reihen der RSF-Miliz.",2026-04-01
widerstand,resistor,In Israel regt sich Widerstand gegen das Gesetz von Minister Ben-Gvir zur Todesstrafe für palästinensische Terroristen. UN-Generalsekretär Guterres verurteilt das Massaker einer Bande in Haiti. Das Wichtigste in Kürze.,2026-04-01
grundsätze,Principles,"Harsche Kritik: EU und Europarat weisen auf den ""diskriminierenden Charakter"" des Gesetzes hin und warnen vor der Aushöhlung demokratischer Grundsätze. Wird Brüssel Sanktionen gegen israelische Minister verhängen?",2026-04-01
europarat,Council of Europe,"Harsche Kritik: EU und Europarat weisen auf den ""diskriminierenden Charakter"" des Gesetzes hin und warnen vor der Aushöhlung demokratischer Grundsätze. Wird Brüssel Sanktionen gegen israelische Minister verhängen?",2026-04-01
