German,English,Context,Date
umweltschutzorganisationen,environmental protection organizations,Der USA-Iran-Krieg könnte dramatische Folgen für die Umwelt haben. Ein Ölteppich breitet sich in der Straße von Hormus aus. Greenpeace und andere Umweltschutzorganisationen schlagen Alarm.,2026-09-12
eskalationsleiter,escalation manager,"Mit Blick auf die US-Zwischenwahlen im November steigt der Iran vorsichtig die Eskalationsleiter hinauf. Teheran versucht offenbar, den Druck auf Washington zu erhöhen, ohne dabei einen umfassenden Krieg zu provozieren.",2026-09-12
leidensgeschichte,history of suffering,Wer lebte früher in meiner Wohnung? Immer wieder stoßen heutige Bewohner bei der Suche nach ihren Vorgängern auf geflohene oder deportierte Juden - und erinnern an deren Leidensgeschichte.,2026-09-12
beschäftigten,employees,Das Goethe-Institut gehörte zu den letzten in Russland noch tätigen deutschen Einrichtungen. Moskau hatte das Aus verkündet. Zum 13. September ist nun für die Beschäftigten dort Schluss.,2026-09-12
umfassenden,comprehensive,"Mit Blick auf die US-Zwischenwahlen im November steigt der Iran vorsichtig die Eskalationsleiter hinauf. Teheran versucht offenbar, den Druck auf Washington zu erhöhen, ohne dabei einen umfassenden Krieg zu provozieren.",2026-09-12
provozieren,Provoke,"Mit Blick auf die US-Zwischenwahlen im November steigt der Iran vorsichtig die Eskalationsleiter hinauf. Teheran versucht offenbar, den Druck auf Washington zu erhöhen, ohne dabei einen umfassenden Krieg zu provozieren.",2026-09-12
deportierte,deported,Wer lebte früher in meiner Wohnung? Immer wieder stoßen heutige Bewohner bei der Suche nach ihren Vorgängern auf geflohene oder deportierte Juden - und erinnern an deren Leidensgeschichte.,2026-09-12
ölpipeline,oil pipeline,Nach einem Drohnenangriff muss Saudi-Arabien eine Ölpipeline vorübergehend stilllegen. In Deutschland kommen mutmaßliche Hamas-Mitglieder vor Gericht. Der DW-Nachrichtenüberblick.,2026-09-12
stilllegen,Retire,Nach einem Drohnenangriff muss Saudi-Arabien eine Ölpipeline vorübergehend stilllegen. In Deutschland kommen mutmaßliche Hamas-Mitglieder vor Gericht. Der DW-Nachrichtenüberblick.,2026-09-12
greenpeace,greenpeace,Der USA-Iran-Krieg könnte dramatische Folgen für die Umwelt haben. Ein Ölteppich breitet sich in der Straße von Hormus aus. Greenpeace und andere Umweltschutzorganisationen schlagen Alarm.,2026-09-12
vorgängern,predecessors,Wer lebte früher in meiner Wohnung? Immer wieder stoßen heutige Bewohner bei der Suche nach ihren Vorgängern auf geflohene oder deportierte Juden - und erinnern an deren Leidensgeschichte.,2026-09-12
ölteppich,oil spill pollution,Der USA-Iran-Krieg könnte dramatische Folgen für die Umwelt haben. Ein Ölteppich breitet sich in der Straße von Hormus aus. Greenpeace und andere Umweltschutzorganisationen schlagen Alarm.,2026-09-12
rundreise,roundtrip,"Ein Reisebus aus den Niederlanden kommt auf einer Rundreise durch die Schweiz von der Straße ab. Fünf Menschen sterben, viele werden verletzt.",2026-09-12
geflohene,escaped,Wer lebte früher in meiner Wohnung? Immer wieder stoßen heutige Bewohner bei der Suche nach ihren Vorgängern auf geflohene oder deportierte Juden - und erinnern an deren Leidensgeschichte.,2026-09-12
institut,Institute,Das Goethe-Institut gehörte zu den letzten in Russland noch tätigen deutschen Einrichtungen. Moskau hatte das Aus verkündet. Zum 13. September ist nun für die Beschäftigten dort Schluss.,2026-09-12
arabiens,arabia's,Der freie Schiffsverkehr im Roten Meer ist bedroht - durch die Offensive der Huthi im Jemen. Saudi-Arabiens Machthaber Mohammed bin Salman griff deshalb zum Telefon und rief mehrfach bei Donald Trump an.,2026-09-12
reisebus,Touring coaches,"Ein Reisebus aus den Niederlanden kommt auf einer Rundreise durch die Schweiz von der Straße ab. Fünf Menschen sterben, viele werden verletzt.",2026-09-12
