German,English,Context,Date
verteidigungsministertreffen,ministers of Defence Meeting,Deutschland macht Russland für den versuchten Drohnen-Anschlag auf dem Flughafen in Leipzig verantwortlich. Der Vorfall überschattet das EU-Verteidigungsministertreffen. Wie reagiert die EU auf die Schuldzuweisung?,2026-09-02
hochsicherheitslabore,high-security laboratories,"In Deutschland gibt es Hochsicherheitslabore und fähige Virologinnen, im Kosovo Hyalomma-Zecken, das Krim-Kongo-Virus und erfahrene Ärzte. Gemeinsam haben sie die Erkrankungszahlen im Kosovo deutlich gesenkt.",2026-09-02
kriegsverbrechers,war criminals,"Der Tod des verurteilten Kriegsverbrechers schließt kein dunkles Kapitel europäischer Geschichte ab, sondern reißt alte Wunden wieder auf. Die nationalistische Ideologie des Generals Ratko Mladic lebt weiter.",2026-09-02
erkrankungszahlen,disease numbers,"In Deutschland gibt es Hochsicherheitslabore und fähige Virologinnen, im Kosovo Hyalomma-Zecken, das Krim-Kongo-Virus und erfahrene Ärzte. Gemeinsam haben sie die Erkrankungszahlen im Kosovo deutlich gesenkt.",2026-09-02
nationalistische,Nationalist,"Der Tod des verurteilten Kriegsverbrechers schließt kein dunkles Kapitel europäischer Geschichte ab, sondern reißt alte Wunden wieder auf. Die nationalistische Ideologie des Generals Ratko Mladic lebt weiter.",2026-09-02
generalkonsulat,Consulate General,"Die deutsche Regierung ist sich sicher: Russland hat versucht, den Flughafen Leipzig mit Drohnen anzugreifen. Als Antwort wird unter anderen das russische Generalkonsulat geschlossen. Für Putin ein ""schwerer Fehler"".",2026-09-02
schuldzuweisung,blame,Deutschland macht Russland für den versuchten Drohnen-Anschlag auf dem Flughafen in Leipzig verantwortlich. Der Vorfall überschattet das EU-Verteidigungsministertreffen. Wie reagiert die EU auf die Schuldzuweisung?,2026-09-02
handelskorridor,trade corridor,"Ein russischstämmiger Unternehmer leitet den Investitionsfonds, der die sogenannte ""Trump-Route"" im Kaukasus finanziert. Der neue Handelskorridor soll Russland und Iran umgehen. Wer ist Investor Konstantin Sokolov?",2026-09-02
virologinnen,virologists,"In Deutschland gibt es Hochsicherheitslabore und fähige Virologinnen, im Kosovo Hyalomma-Zecken, das Krim-Kongo-Virus und erfahrene Ärzte. Gemeinsam haben sie die Erkrankungszahlen im Kosovo deutlich gesenkt.",2026-09-02
vollständig,in full,Seit Jahren regiert Tunesiens Präsident Kais Saied zunehmend autoritär. Human Rights Watch und Aktivisten warnen: Die einst lebendige Zivilgesellschaft des Landes droht vollständig zum Schweigen gebracht zu werden.,2026-09-02
ölvorkommen,oil reserves,Die Bundesregierung macht Russland für den Anschlagsversuch auf dem Flughafen Leipzig verantwortlich. Venezuela stimmt der Ausbeutung seiner gewaltigen Ölvorkommen durch US-Firmen zu. Der DW-Nachrichtenüberblick.,2026-09-02
gasspeicher,Natural Gas Storage,Die deutschen Gasspeicher sind halbleer - was wenige Monate vor dem Winter vielerorts Sorgen auslöst. Der Bundesaußenminister hofft auf Hilfe aus dem Maghreb.,2026-09-02
tunesiens,tunisia,Seit Jahren regiert Tunesiens Präsident Kais Saied zunehmend autoritär. Human Rights Watch und Aktivisten warnen: Die einst lebendige Zivilgesellschaft des Landes droht vollständig zum Schweigen gebracht zu werden.,2026-09-02
lebendige,Lively,Seit Jahren regiert Tunesiens Präsident Kais Saied zunehmend autoritär. Human Rights Watch und Aktivisten warnen: Die einst lebendige Zivilgesellschaft des Landes droht vollständig zum Schweigen gebracht zu werden.,2026-09-02
erfahrene,Experienced,"In Deutschland gibt es Hochsicherheitslabore und fähige Virologinnen, im Kosovo Hyalomma-Zecken, das Krim-Kongo-Virus und erfahrene Ärzte. Gemeinsam haben sie die Erkrankungszahlen im Kosovo deutlich gesenkt.",2026-09-02
