German,English,Context,Date
sommerpressekonferenz,summer press conference,"Trotz mieser Umfragewerte: Friedrich Merz sagt auf seiner Sommerpressekonferenz, die Koalition habe ""Tritt gefasst"". Er warnt vor der Wahl der in Teilen rechtsextremen AfD.",2026-07-16
strafgerichtshof,criminal court,US-Außenminister Marco Rubio hat seine Rhetorik gegen den Internationalen Strafgerichtshof in Den Haag noch einmal deutlich verschärft. Für das Tribunal könnte das massive Folgen haben.,2026-07-16
wahlrechtsreform,electoral reform,Eigentlich hatte ihre Koalition Unterstützung zugesagt. Doch bei der Abstimmung im Parlament scheiterte die Wahlrechtsreform von Italiens rechter Ministerpräsidentin Meloni. Nächstes Jahr stehen in Italien Neuwahlen an.,2026-07-16
schadensersatz,Compensation of damage,"Auch wenn er als US-Präsident höchste juristische Immunität besitzt: In einem seiner Zivilprozesse kommt Donald Trump nicht daran vorbei, hohen Schadensersatz zu zahlen. Es geht um einen Fall sexueller Nötigung.",2026-07-16
geheimdiensten,secret services,"Eine Frau, die mutmaßlich in Monaco einen ukrainisch-zyprischen Geschäftsmann ermorden wollte, wurde in der Ukraine tot aufgefunden. Wurde sie von zwei Männern mit Verbindungen zu ukrainischen Geheimdiensten getötet?",2026-07-16
zivilprozesse,Civil litigation,"Auch wenn er als US-Präsident höchste juristische Immunität besitzt: In einem seiner Zivilprozesse kommt Donald Trump nicht daran vorbei, hohen Schadensersatz zu zahlen. Es geht um einen Fall sexueller Nötigung.",2026-07-16
umfragewerte,survey values,"Trotz mieser Umfragewerte: Friedrich Merz sagt auf seiner Sommerpressekonferenz, die Koalition habe ""Tritt gefasst"". Er warnt vor der Wahl der in Teilen rechtsextremen AfD.",2026-07-16
milizenchef,militia chief,In einem blutigen Konflikt in der sudanesischen Region Darfur starben vor 20 Jahren Hunderttausende Menschen. Ein damaliger Milizenchef wurde nun vom Internationalen Strafgerichtshof wegen Kriegsverbrechen verurteilt.,2026-07-16
juristische,Juristische,"Auch wenn er als US-Präsident höchste juristische Immunität besitzt: In einem seiner Zivilprozesse kommt Donald Trump nicht daran vorbei, hohen Schadensersatz zu zahlen. Es geht um einen Fall sexueller Nötigung.",2026-07-16
aufgefunden,found,"Eine Frau, die mutmaßlich in Monaco einen ukrainisch-zyprischen Geschäftsmann ermorden wollte, wurde in der Ukraine tot aufgefunden. Wurde sie von zwei Männern mit Verbindungen zu ukrainischen Geheimdiensten getötet?",2026-07-16
aufzunehmen,wheel sets available.,"Im Juli 1938 fand im französischen Evian eine internationale Konferenz statt. Es ging um das Schicksal jüdischer Flüchtlinge aus Deutschland und Österreich. Fast niemand auf der Welt war bereit, sie aufzunehmen.",2026-07-16
zyprischen,cypriot,"Eine Frau, die mutmaßlich in Monaco einen ukrainisch-zyprischen Geschäftsmann ermorden wollte, wurde in der Ukraine tot aufgefunden. Wurde sie von zwei Männern mit Verbindungen zu ukrainischen Geheimdiensten getötet?",2026-07-16
damaliger,then,In einem blutigen Konflikt in der sudanesischen Region Darfur starben vor 20 Jahren Hunderttausende Menschen. Ein damaliger Milizenchef wurde nun vom Internationalen Strafgerichtshof wegen Kriegsverbrechen verurteilt.,2026-07-16
rohingyas,rohingyas,Zwei Boote mit Rohingyas an Bord sind vor Myanmars Küste gekentert. Die USA haben eine erneute Angriffswelle auf Ziele im Iran gestartet. Der DW-Nachrichtenüberblick.,2026-07-16
gekentert,capsized,Zwei Boote mit Rohingyas an Bord sind vor Myanmars Küste gekentert. Die USA haben eine erneute Angriffswelle auf Ziele im Iran gestartet. Der DW-Nachrichtenüberblick.,2026-07-16
sexueller,sexual,"Auch wenn er als US-Präsident höchste juristische Immunität besitzt: In einem seiner Zivilprozesse kommt Donald Trump nicht daran vorbei, hohen Schadensersatz zu zahlen. Es geht um einen Fall sexueller Nötigung.",2026-07-16
