German,English,Context,Date
nahrungsmittelproduktion,Food production,"Weltweit steigende Temperaturen gefährden die Nahrungsmittelproduktion. Gleichzeitig wächst die Weltbevölkerung. In den Niederlanden arbeiten Forschende daran, Pflanzen zu entwickeln, die sich dem Klima besser anpassen.",2026-08-23
sicherheitsvorgaben,Security procedures,Probleme mit der Notentriegelung der Türen zwingen Tesla zu einer groß angelegten Rückrufaktion in China. Die chinesischen Behörden verschärfen zugleich die Sicherheitsvorgaben für alle Elektroautos.,2026-08-23
nordamerikanischen,north American,"Nach tagelangen Verhandlungen verhängen die USA neue Zölle auf kanadische Waren. Ottawa kündigt Gegenmaßnahmen an. Der Streit trifft erstmals auch Produkte, die vom Nordamerikanischen Freihandelsabkommen geschützt waren.",2026-08-23
traditionsreiche,rich in tradition,"Die traditionsreiche US-Militärzeitung sieht ihre redaktionelle Unabhängigkeit bedroht. Drei Mitarbeiter verlieren ihre Posten, offiziell wegen ""Ungehorsams"". Das Verteidigungsministerium äußert sich zunächst nicht.",2026-08-23
weltbevölkerung,World population,"Weltweit steigende Temperaturen gefährden die Nahrungsmittelproduktion. Gleichzeitig wächst die Weltbevölkerung. In den Niederlanden arbeiten Forschende daran, Pflanzen zu entwickeln, die sich dem Klima besser anpassen.",2026-08-23
notentriegelung,emergency lock release,Probleme mit der Notentriegelung der Türen zwingen Tesla zu einer groß angelegten Rückrufaktion in China. Die chinesischen Behörden verschärfen zugleich die Sicherheitsvorgaben für alle Elektroautos.,2026-08-23
militärzeitung,military newspaper,"Die traditionsreiche US-Militärzeitung sieht ihre redaktionelle Unabhängigkeit bedroht. Drei Mitarbeiter verlieren ihre Posten, offiziell wegen ""Ungehorsams"". Das Verteidigungsministerium äußert sich zunächst nicht.",2026-08-23
rückrufaktion,product recall,Probleme mit der Notentriegelung der Türen zwingen Tesla zu einer groß angelegten Rückrufaktion in China. Die chinesischen Behörden verschärfen zugleich die Sicherheitsvorgaben für alle Elektroautos.,2026-08-23
redaktionelle,editorial,"Die traditionsreiche US-Militärzeitung sieht ihre redaktionelle Unabhängigkeit bedroht. Drei Mitarbeiter verlieren ihre Posten, offiziell wegen ""Ungehorsams"". Das Verteidigungsministerium äußert sich zunächst nicht.",2026-08-23
niederlanden,netherlands,"Weltweit steigende Temperaturen gefährden die Nahrungsmittelproduktion. Gleichzeitig wächst die Weltbevölkerung. In den Niederlanden arbeiten Forschende daran, Pflanzen zu entwickeln, die sich dem Klima besser anpassen.",2026-08-23
staatsgebiet,NATIONAL TERRITORY,"Erst kürzlich hat Israel einen syrischen Luftwaffenstützpunkt angegriffen, nur einer von vielen Fällen, in denen Israel auf syrisches Staatsgebiet vorgedrungen ist. Seit dem Fall Assads nehmen solche Vorfälle zu.",2026-08-23
vorgedrungen,advanced,"Erst kürzlich hat Israel einen syrischen Luftwaffenstützpunkt angegriffen, nur einer von vielen Fällen, in denen Israel auf syrisches Staatsgebiet vorgedrungen ist. Seit dem Fall Assads nehmen solche Vorfälle zu.",2026-08-23
elektroautos,Electric cars,Probleme mit der Notentriegelung der Türen zwingen Tesla zu einer groß angelegten Rückrufaktion in China. Die chinesischen Behörden verschärfen zugleich die Sicherheitsvorgaben für alle Elektroautos.,2026-08-23
ungehorsams,disobedient,"Die traditionsreiche US-Militärzeitung sieht ihre redaktionelle Unabhängigkeit bedroht. Drei Mitarbeiter verlieren ihre Posten, offiziell wegen ""Ungehorsams"". Das Verteidigungsministerium äußert sich zunächst nicht.",2026-08-23
tagelangen,days,"Nach tagelangen Verhandlungen verhängen die USA neue Zölle auf kanadische Waren. Ottawa kündigt Gegenmaßnahmen an. Der Streit trifft erstmals auch Produkte, die vom Nordamerikanischen Freihandelsabkommen geschützt waren.",2026-08-23
kanadische,canadian,"Nach tagelangen Verhandlungen verhängen die USA neue Zölle auf kanadische Waren. Ottawa kündigt Gegenmaßnahmen an. Der Streit trifft erstmals auch Produkte, die vom Nordamerikanischen Freihandelsabkommen geschützt waren.",2026-08-23
