German,English,Context,Date
nationalsozialistischen,national Socialist,Verdrängen statt verarbeiten? Warum der Umgang mit der nationalsozialistischen Vergangenheit der Bayreuther Festspiele auch im Jubiläumsjahr wieder ein Thema ist.,2026-07-02
rekordtemperaturen,record temperatures,"Die Hitzewelle in Europa ebbt langsam ab. In Deutschland gelang es den Feuerwehren, Waldbrände einzudämmen. Die WHO warnt vor den gesundheitlichen Folgen der Rekordtemperaturen und spricht von einem ""stillen Killer"".",2026-07-02
gegendemonstranten,counter-protesters,"Die Polizei rechnet mit rund 50.000 Gegendemonstranten, wenn die AfD vom 4. bis 5. Juli in Erfurt tagt. Auf dem Parteitag selbst wird ein Machtkampf um Einfluss im Bundesvorstand erwartet.",2026-07-02
gesundheitlichen,health,"Die Hitzewelle in Europa ebbt langsam ab. In Deutschland gelang es den Feuerwehren, Waldbrände einzudämmen. Die WHO warnt vor den gesundheitlichen Folgen der Rekordtemperaturen und spricht von einem ""stillen Killer"".",2026-07-02
vorangetriebene,driven,"Im Libanon fragen sich viele: Kann die von den USA vorangetriebene Vereinbarung ihrer Regierung mit Israel die Kämpfe wirklich beenden? Denn die militärisch stärkste Kraft, die Hisbollah, ist nicht am Abkommen beteiligt.",2026-07-02
bundesvorstand,Federal Executive Board,"Die Polizei rechnet mit rund 50.000 Gegendemonstranten, wenn die AfD vom 4. bis 5. Juli in Erfurt tagt. Auf dem Parteitag selbst wird ein Machtkampf um Einfluss im Bundesvorstand erwartet.",2026-07-02
hitzeperioden,heat periods,"In vielen Ländern Europas hat der Juni Hitzerekorde gebrochen. Experten sind sich einig: Hitzeperioden werden häufiger und intensiver. Was bleibt uns anderes übrig, als uns daran zu gewöhnen. Aber geht das überhaupt?",2026-07-02
jubiläumsjahr,anniversary year,Verdrängen statt verarbeiten? Warum der Umgang mit der nationalsozialistischen Vergangenheit der Bayreuther Festspiele auch im Jubiläumsjahr wieder ein Thema ist.,2026-07-02
geschäftsmann,a businessman,Bei einem mutmaßlichen Attentat in Monaco soll der aus der Ukraine stammende Geschäftsmann Wadym Jermolajew verletzt worden sein. Zuvor hatte Kyjiw Sanktionen gegen ihn verhängt. Was ist über den Fall bekannt?,2026-07-02
erdbebenopfer,earthquake victim,"Während die Menschen schliefen, wurde die ukrainische Hauptstadt erneut massiv attackiert. Venezuela ruft eine einwöchige Staatstrauer für die vielen Erdbebenopfer aus. Der DW-Nachrichtenüberblick.",2026-07-02
hitzerekorde,heat records,"In vielen Ländern Europas hat der Juni Hitzerekorde gebrochen. Experten sind sich einig: Hitzeperioden werden häufiger und intensiver. Was bleibt uns anderes übrig, als uns daran zu gewöhnen. Aber geht das überhaupt?",2026-07-02
