German,English,Context,Date
gesprächsbereitschaft,willingness to talk,"Unter massiver militärischer Drohkulisse ringen die USA und der Iran in Genf um einen Ausweg aus dem Atomstreit. Beide Seiten signalisieren Gesprächsbereitschaft, doch zentrale Konfliktpunkte bleiben ungelöst.",2026-02-27
unverhältnismäßige,disproportionate,"Weil dem unabhängigen Sender Klubrádió in Ungarn die Frequenz entzogen wurde, musste er 2021 sein UKW-Programm einstellen. Der EuGH sieht darin eine unverhältnismäßige Entscheidung der Behörden.",2026-02-27
sichergestellten,secured,Havanna spricht von einer vereitelten Terroroperation und sichergestellten Waffen. Washington prüft den Vorfall. Der tödliche Zwischenfall ereignete sich kurz nach der teilweisen Lockerung der US-Ölblockade gegen Kuba.,2026-02-27
terroroperation,terror operation,Havanna spricht von einer vereitelten Terroroperation und sichergestellten Waffen. Washington prüft den Vorfall. Der tödliche Zwischenfall ereignete sich kurz nach der teilweisen Lockerung der US-Ölblockade gegen Kuba.,2026-02-27
oppositionellen,oppositional,Umfragen sagen einen Wahlsieg der oppositionellen Tisza-Partei voraus - die Lage für Viktor Orban ist ernst. Nun warnt der Premier vor ukrainischen Angriffen und beordert die Armee zu Energieanlagen. Was steckt dahinter?,2026-02-27
konfliktpunkte,Points of conflict,"Unter massiver militärischer Drohkulisse ringen die USA und der Iran in Genf um einen Ausweg aus dem Atomstreit. Beide Seiten signalisieren Gesprächsbereitschaft, doch zentrale Konfliktpunkte bleiben ungelöst.",2026-02-27
energieanlagen,Energy systems,Umfragen sagen einen Wahlsieg der oppositionellen Tisza-Partei voraus - die Lage für Viktor Orban ist ernst. Nun warnt der Premier vor ukrainischen Angriffen und beordert die Armee zu Energieanlagen. Was steckt dahinter?,2026-02-27
außenminister,Minister of Foreign Affairs,"Eine beispiellose Öl-Blockade bringt Kuba an den Rand des Kollapses. Mittendrin: US-Außenminister Marco Rubio, der die Insel in die Knie zwingen will. Nun sorgt ein tödlicher Vorfall auf See für neue Spannungen.",2026-02-27
militärischer,military,"Unter massiver militärischer Drohkulisse ringen die USA und der Iran in Genf um einen Ausweg aus dem Atomstreit. Beide Seiten signalisieren Gesprächsbereitschaft, doch zentrale Konfliktpunkte bleiben ungelöst.",2026-02-27
signalisieren,.,"Unter massiver militärischer Drohkulisse ringen die USA und der Iran in Genf um einen Ausweg aus dem Atomstreit. Beide Seiten signalisieren Gesprächsbereitschaft, doch zentrale Konfliktpunkte bleiben ungelöst.",2026-02-27
grenzschützer,border guards,Im Konflikt um Irans Atomprogramm verhandeln Unterhändler wieder in Genf indirekt mit den USA. Kubanische Grenzschützer liefern sich vor der Küste einen tödlichen Schusswechsel mit Angreifern. Das Wichtigste in Kürze.,2026-02-27
schusswechsel,exchange of gunfire,Im Konflikt um Irans Atomprogramm verhandeln Unterhändler wieder in Genf indirekt mit den USA. Kubanische Grenzschützer liefern sich vor der Küste einen tödlichen Schusswechsel mit Angreifern. Das Wichtigste in Kürze.,2026-02-27
beispiellose,unprecedented,"Eine beispiellose Öl-Blockade bringt Kuba an den Rand des Kollapses. Mittendrin: US-Außenminister Marco Rubio, der die Insel in die Knie zwingen will. Nun sorgt ein tödlicher Vorfall auf See für neue Spannungen.",2026-02-27
zwischenfall,Incident,Havanna spricht von einer vereitelten Terroroperation und sichergestellten Waffen. Washington prüft den Vorfall. Der tödliche Zwischenfall ereignete sich kurz nach der teilweisen Lockerung der US-Ölblockade gegen Kuba.,2026-02-27
palastanlage,palace complex,Bundeskanzler Friedrich Merz (CDU) hat seine China-Reise mit einem Abstecher in die Hightech-Metropole Hangzhou beendet. Zuvor stand noch eine Palastanlage im Zentrum Pekings auf dem Programm.,2026-02-27
unabhängigen,independent,"Weil dem unabhängigen Sender Klubrádió in Ungarn die Frequenz entzogen wurde, musste er 2021 sein UKW-Programm einstellen. Der EuGH sieht darin eine unverhältnismäßige Entscheidung der Behörden.",2026-02-27
