German,English,Context,Date
freundschaftsvertrag,friendship contract,Mit einem Freundschaftsvertrag entschieden sich Deutsche und Polen 1991 für Partnerschaft statt für Feindschaft - und wurden zu engen Verbündeten in EU und NATO. Die Vergangenheit aber belastet das Verhältnis weiterhin.,2026-06-17
kinderhilfswerks,children's charity,Eine neue Analyse des UN-Kinderhilfswerks zeigt: Weltweit sind mehr als eine Milliarde Jungen und Mädchen mindestens drei von acht möglichen Folgen der Erderwärmung ausgesetzt.,2026-06-17
machtmissbrauch,abuse of power,Mitten in der politischen und finanziellen Krise in Rumänien nominiert Präsident Nicusor Dan überraschend einen neuen Kandidaten als Premierminister. Kritiker sprechen von Machtmissbrauch und Bruch demokratischer Regeln.,2026-06-17
anfeindungen,hostility,Der Verein RIAS verzeichnet für das Jahr 2025 rund 8700 Fälle antisemitischer Anfeindungen in Deutschland. Viel Hass richte sich gegen den Staat Israel.,2026-06-17
finanziellen,financial,Mitten in der politischen und finanziellen Krise in Rumänien nominiert Präsident Nicusor Dan überraschend einen neuen Kandidaten als Premierminister. Kritiker sprechen von Machtmissbrauch und Bruch demokratischer Regeln.,2026-06-17
karikaturist,CARICATURIST,Der russische Künstler und Karikaturist Semjon Skrepezki ist in seinem Exil auf offener Straße erschossen worden. Es gibt zwei Festnahmen - doch die Ermittlungen laufen weiter.,2026-06-17
erderwärmung,Global warming,Eine neue Analyse des UN-Kinderhilfswerks zeigt: Weltweit sind mehr als eine Milliarde Jungen und Mädchen mindestens drei von acht möglichen Folgen der Erderwärmung ausgesetzt.,2026-06-17
verzeichnet,==References==,Der Verein RIAS verzeichnet für das Jahr 2025 rund 8700 Fälle antisemitischer Anfeindungen in Deutschland. Viel Hass richte sich gegen den Staat Israel.,2026-06-17
verbündeten,allies.,Mit einem Freundschaftsvertrag entschieden sich Deutsche und Polen 1991 für Partnerschaft statt für Feindschaft - und wurden zu engen Verbündeten in EU und NATO. Die Vergangenheit aber belastet das Verhältnis weiterhin.,2026-06-17
festnahmen,arrests,Der russische Künstler und Karikaturist Semjon Skrepezki ist in seinem Exil auf offener Straße erschossen worden. Es gibt zwei Festnahmen - doch die Ermittlungen laufen weiter.,2026-06-17
ausgesetzt,Suspended,Eine neue Analyse des UN-Kinderhilfswerks zeigt: Weltweit sind mehr als eine Milliarde Jungen und Mädchen mindestens drei von acht möglichen Folgen der Erderwärmung ausgesetzt.,2026-06-17
nominiert,NOMINATED,Mitten in der politischen und finanziellen Krise in Rumänien nominiert Präsident Nicusor Dan überraschend einen neuen Kandidaten als Premierminister. Kritiker sprechen von Machtmissbrauch und Bruch demokratischer Regeln.,2026-06-17
skrepezki,skrepezki,Der russische Künstler und Karikaturist Semjon Skrepezki ist in seinem Exil auf offener Straße erschossen worden. Es gibt zwei Festnahmen - doch die Ermittlungen laufen weiter.,2026-06-17
