German,English,Context,Date
rechtsextremisten,wing extremists,Mit einer bundesweiten Razzia sind Polizei und Staatsanwaltschaft gegen junge Rechtsextremisten vorgegangen. Der Vorwurf: Sie sollen kriminelle Vereinigungen gegründet haben.,2026-05-07
alterskontrollen,age checks,Die EU-Kommission erhöht den Druck auf Meta - denn Facebook und Instagram würden Kinder unter 13 Jahren nicht wirksam schützen. Brüssel droht mit hohen Strafen und fordert strengere Alterskontrollen.,2026-05-07
rassenideologie,racial ideology,"Blond, blauäugig, athletisch: So sah für die Nazis der ideale ""Arier"" aus. Noch heute denken die meisten Menschen bei dem Wort an die Rassenideologie im Dritten Reich. Doch der Begriff hat ganz andere Wurzeln.",2026-05-07
medienaufsicht,media supervision,"Irlands Medienaufsicht ermittelt gegen Facebook und Instagram - wegen des Verdachts, dass sogenannte ""Dark Pattern""-Funktionen User manipulieren könnten. Auch andere Web-Apps nutzen solche ""dunklen Muster"". Worum geht's?",2026-05-07
ungewöhnliches,"""Unusual""","Der designierte Premier Peter Magyar stellt ein ungewöhnliches Kabinett zusammen, um den Wandel im Land zu schaffen. Aber es bleiben Fragen - vor allem zu einer Personalie der Regierung und zur neuen Ukraine-Politik.",2026-05-07
produktdesign,Product Design,Eine junge Frau sieht soziale Netzwerke als Auslöser ihrer psychischen Erkrankungen. Das Verfahren in Los Angeles stellt erstmals das Produktdesign großer Plattformen ins Zentrum.,2026-05-07
vereinigungen,associations,Mit einer bundesweiten Razzia sind Polizei und Staatsanwaltschaft gegen junge Rechtsextremisten vorgegangen. Der Vorwurf: Sie sollen kriminelle Vereinigungen gegründet haben.,2026-05-07
manipulieren,do I not manipulate ?,"Irlands Medienaufsicht ermittelt gegen Facebook und Instagram - wegen des Verdachts, dass sogenannte ""Dark Pattern""-Funktionen User manipulieren könnten. Auch andere Web-Apps nutzen solche ""dunklen Muster"". Worum geht's?",2026-05-07
erkrankungen,9,Eine junge Frau sieht soziale Netzwerke als Auslöser ihrer psychischen Erkrankungen. Das Verfahren in Los Angeles stellt erstmals das Produktdesign großer Plattformen ins Zentrum.,2026-05-07
bundesweiten,nationwide,Mit einer bundesweiten Razzia sind Polizei und Staatsanwaltschaft gegen junge Rechtsextremisten vorgegangen. Der Vorwurf: Sie sollen kriminelle Vereinigungen gegründet haben.,2026-05-07
resilienter,more resilient,Nicht zum ersten Mal droht der US-Präsident den Europäern mit Zöllen. Vor einem Jahr war der Schock noch groß. Zeigt sich die EU diesmal resilienter?,2026-05-07
designierte,designated,"Der designierte Premier Peter Magyar stellt ein ungewöhnliches Kabinett zusammen, um den Wandel im Land zu schaffen. Aber es bleiben Fragen - vor allem zu einer Personalie der Regierung und zur neuen Ukraine-Politik.",2026-05-07
sogenannte,So-called,"Irlands Medienaufsicht ermittelt gegen Facebook und Instagram - wegen des Verdachts, dass sogenannte ""Dark Pattern""-Funktionen User manipulieren könnten. Auch andere Web-Apps nutzen solche ""dunklen Muster"". Worum geht's?",2026-05-07
