German,English,Context,Date
unionsfraktionschef,head of the Union parliamentary group,"Nach dem Rücktritt von Unionsfraktionschef Spahn hat Bundeskanzler Merz gehandelt: Thorsten Frei wird neuer Fraktionschef, Nina Warken Kanzleramtschefin - als erste Frau in diesem Amt.",2026-07-25
gesellschaftlichen,social,Noch nie gab es in Serbien so viele dokumentierte Fälle von Gewalt gegen LGBTQ+-Menschen. Die Angriffe sind Teil einer größeren gesellschaftlichen Entwicklung.,2026-07-25
kanzleramtschefin,head of the Chancellery,"Nach dem Rücktritt von Unionsfraktionschef Spahn hat Bundeskanzler Merz gehandelt: Thorsten Frei wird neuer Fraktionschef, Nina Warken Kanzleramtschefin - als erste Frau in diesem Amt.",2026-07-25
einreiseerlaubnis,ENTRY PERMIT,Als die Taliban in Afghanistan die Macht übernahmen gab Deutschland hunderten Menschen eine Visa-Zusage. Dann kassierte die neue Bundesregierung die Einreiseerlaubnis ein. Dagegen klagte eine Familie.,2026-07-25
richtungskampf,directional warfare,"Ein Richtungskampf hat zur Spaltung der größten polnischen Oppositionspartei PiS geführt. Parteichef Jaroslaw Kaczynski feuert seinen Stellvertreter, den Ex-Premier Mateusz Morawiecki. Die Regierung reibt sich die Hände.",2026-07-25
stellvertreter,Representative,"Ein Richtungskampf hat zur Spaltung der größten polnischen Oppositionspartei PiS geführt. Parteichef Jaroslaw Kaczynski feuert seinen Stellvertreter, den Ex-Premier Mateusz Morawiecki. Die Regierung reibt sich die Hände.",2026-07-25
minderjährigen,Underage,Schon seit Längerem ermittelt die EU-Kommission gegen TikTok. Der Vorwurf: Die chinesische Plattform tut nicht genug für den Schutz ihrer minderjährigen Nutzer.,2026-07-25
atomprogramms,atom program,Die USA wollen Saudi-Arabien beim Aufbau eines zivilen Atomprogramms unterstützen. Nicht nur Verbündete der USA in der Region haben Bedenken. Kritiker warnen vor einem nuklearen Wettrüsten in Nahost.,2026-07-25
dokumentierte,documented,Noch nie gab es in Serbien so viele dokumentierte Fälle von Gewalt gegen LGBTQ+-Menschen. Die Angriffe sind Teil einer größeren gesellschaftlichen Entwicklung.,2026-07-25
fraktionschef,parliamentary group leader,"Nach dem Rücktritt von Unionsfraktionschef Spahn hat Bundeskanzler Merz gehandelt: Thorsten Frei wird neuer Fraktionschef, Nina Warken Kanzleramtschefin - als erste Frau in diesem Amt.",2026-07-25
cheftrainer,Head Coach,Die deutsche Fußball-Nationalmannschaft hat einen neuen Cheftrainer: Wie erwartet tritt Jürgen Klopp die Nachfolge von Julian Nagelsmann an und muss nach der schwachen Fußball-WM große Erwartungen erfüllen.,2026-07-25
verbündete,Ally Info,Die USA wollen Saudi-Arabien beim Aufbau eines zivilen Atomprogramms unterstützen. Nicht nur Verbündete der USA in der Region haben Bedenken. Kritiker warnen vor einem nuklearen Wettrüsten in Nahost.,2026-07-25
morawiecki,morawiecki,"Ein Richtungskampf hat zur Spaltung der größten polnischen Oppositionspartei PiS geführt. Parteichef Jaroslaw Kaczynski feuert seinen Stellvertreter, den Ex-Premier Mateusz Morawiecki. Die Regierung reibt sich die Hände.",2026-07-25
übernahmen,takeovers,Als die Taliban in Afghanistan die Macht übernahmen gab Deutschland hunderten Menschen eine Visa-Zusage. Dann kassierte die neue Bundesregierung die Einreiseerlaubnis ein. Dagegen klagte eine Familie.,2026-07-25
nuklearen,nuclear,Die USA wollen Saudi-Arabien beim Aufbau eines zivilen Atomprogramms unterstützen. Nicht nur Verbündete der USA in der Region haben Bedenken. Kritiker warnen vor einem nuklearen Wettrüsten in Nahost.,2026-07-25
kaczynski,kaczynski,"Ein Richtungskampf hat zur Spaltung der größten polnischen Oppositionspartei PiS geführt. Parteichef Jaroslaw Kaczynski feuert seinen Stellvertreter, den Ex-Premier Mateusz Morawiecki. Die Regierung reibt sich die Hände.",2026-07-25
gehandelt,acted,"Nach dem Rücktritt von Unionsfraktionschef Spahn hat Bundeskanzler Merz gehandelt: Thorsten Frei wird neuer Fraktionschef, Nina Warken Kanzleramtschefin - als erste Frau in diesem Amt.",2026-07-25
hunderten,hundreds,Als die Taliban in Afghanistan die Macht übernahmen gab Deutschland hunderten Menschen eine Visa-Zusage. Dann kassierte die neue Bundesregierung die Einreiseerlaubnis ein. Dagegen klagte eine Familie.,2026-07-25
kassierte,collected,Als die Taliban in Afghanistan die Macht übernahmen gab Deutschland hunderten Menschen eine Visa-Zusage. Dann kassierte die neue Bundesregierung die Einreiseerlaubnis ein. Dagegen klagte eine Familie.,2026-07-25
spanische,SPANISH,Die spanische Regierung hat für zwei Regionen den Notstand ausgerufen. In Frankreich wird die Halbinsel Cap Ferret evakuiert. Präsident Emmanuel Macron bittet die Europäische Union um Hilfe.,2026-07-25
evakuiert,had you not evacuated ?,Die spanische Regierung hat für zwei Regionen den Notstand ausgerufen. In Frankreich wird die Halbinsel Cap Ferret evakuiert. Präsident Emmanuel Macron bittet die Europäische Union um Hilfe.,2026-07-25
