German,English,Context,Date
gesundheitsversorgung,Healthcare,"Ein US-amerikanischer Ebola-Patient konnte nach Deutschland ausgeflogen werden. Doch Patienten in der DR Kongo haben deutlich weniger Optionen. Der Fall zeigt, wie ungerecht die Gesundheitsversorgung verteilt ist.",2026-06-21
friedensgesprächen,peace talks,"Zwischen Friedensgesprächen und harter Hand, Sozialreformen und Staatsabbau: Kolumbiens Kurs entscheidet sich in der Stichwahl. Die Folgen reichen weit über die Landesgrenzen hinaus.",2026-06-21
nationalspieler,International Footballer,Der deutsche Fußball-Nationalspieler zelebriert seinen christlichen Glauben offen und demonstrativ - und eckt damit auch an. Nmecha ist aber bei weitem nicht der einzige Jesus-Jünger im Top-Fußball.,2026-06-21
hausangestellte,Domestic servants,"Wie schutzlos sind Hausangestellte, die für Diplomaten arbeiten? In Streitfällen berufen sich ihre Arbeitgeber häufig auf ihre diplomatische Immunität. Doch jüngste Gerichtsurteile zeigen: Gerechtigkeit ist möglich.",2026-06-21
gerichtsurteile,Court Decisions,"Wie schutzlos sind Hausangestellte, die für Diplomaten arbeiten? In Streitfällen berufen sich ihre Arbeitgeber häufig auf ihre diplomatische Immunität. Doch jüngste Gerichtsurteile zeigen: Gerechtigkeit ist möglich.",2026-06-21
bundesparteitag,federal party congress,"Auf dem Bundesparteitag der Linken dominieren Kampfansagen: gegen die AfD, Aufrüstung und Bundeskanzler Friedrich Merz. Gegenwind spürt aber auch der neue Vorsitzende Luigi Pantisano.",2026-06-21
süddeutschlands,southern Germany,"Waggons liegen auf einer sechsspurigen Fahrbahn, herabgestürzt von einer Zugbrücke. Ein Mensch stirbt bei dem Unglück in Süddeutschlands Metropole München. Die Bergung der Güterwagen ist schwierig.",2026-06-21
elfenbeinküste,Côte D´Ivoire,"Die deutsche Fußball-Nationalmannschaft gewinnt das zweite WM-Spiel gegen die Elfenbeinküste und wird Gruppensieger, droht aber einen zentralen Spieler zu verlieren.",2026-06-21
sozialreformen,social reforms,"Zwischen Friedensgesprächen und harter Hand, Sozialreformen und Staatsabbau: Kolumbiens Kurs entscheidet sich in der Stichwahl. Die Folgen reichen weit über die Landesgrenzen hinaus.",2026-06-21
gruppensieger,Group Winner,"Die deutsche Fußball-Nationalmannschaft gewinnt das zweite WM-Spiel gegen die Elfenbeinküste und wird Gruppensieger, droht aber einen zentralen Spieler zu verlieren.",2026-06-21
