German,English,Context,Date
menschenrechtskommissar,human Rights Commissioner,"UN-Menschenrechtskommissar Volker Türk warnt vor einer Technologie, die sich der Kontrolle ihrer Entwickler entziehen könnte. Staaten und Unternehmen müssten deshalb gemeinsame Grenzen festlegen.",2026-09-08
geheimdienstexperten,intelligence experts,Die australische Regierung ist erneut Vorreiter bei der Regulierung von Social-Media-Angeboten. Bundesbürger und Geheimdienstexperten sorgen sich wegen AfD-Landtagswahlsieg. Der DW-Nachrichtenüberblick.,2026-09-08
landtagswahlsieg,state election victory,Die australische Regierung ist erneut Vorreiter bei der Regulierung von Social-Media-Angeboten. Bundesbürger und Geheimdienstexperten sorgen sich wegen AfD-Landtagswahlsieg. Der DW-Nachrichtenüberblick.,2026-09-08
mineralölkonzern,mineral oil group,Beim Mineralölkonzern Aral forschen Wissenschaftler aus verschiedenen Disziplinen an der Verbesserung von Benzin und Diesel. Von der Idee eines neuen Kraftstoffes bis zur Markteinführung vergehen über fünf Jahre.,2026-09-08
markteinführung,Launch,Beim Mineralölkonzern Aral forschen Wissenschaftler aus verschiedenen Disziplinen an der Verbesserung von Benzin und Diesel. Von der Idee eines neuen Kraftstoffes bis zur Markteinführung vergehen über fünf Jahre.,2026-09-08
wahlanalytiker,election analyst,"Die AfD hat die Wahl in dem ostdeutschen Bundesland mit großem Vorsprung gewonnen. Während Politiker und Wahlanalytiker noch über die Gründe diskutieren, kommen von Ökonomen Warnungen.",2026-09-08
spielerinnen,players,Nach fünf Jahren wird die afghanische Frauen-Nationalmannschaft offiziell von der FIFA anerkannt. Nun wollen die Spielerinnen auf und neben dem Platz Geschichte schreiben.,2026-09-08
diskutieren,discussing,"Die AfD hat die Wahl in dem ostdeutschen Bundesland mit großem Vorsprung gewonnen. Während Politiker und Wahlanalytiker noch über die Gründe diskutieren, kommen von Ökonomen Warnungen.",2026-09-08
regulierung,Regulation,Die australische Regierung ist erneut Vorreiter bei der Regulierung von Social-Media-Angeboten. Bundesbürger und Geheimdienstexperten sorgen sich wegen AfD-Landtagswahlsieg. Der DW-Nachrichtenüberblick.,2026-09-08
beizutragen,.,"Die Bundesrepublik muss sich vor dem Internationalen Gerichtshof (IGH) gegen den Vorwurf wehren, zu einem Völkermord im Gazastreifen beizutragen. Geklagt hat der mittelamerikanische Staat Nicaragua.",2026-09-08
afghanische,afghan,Nach fünf Jahren wird die afghanische Frauen-Nationalmannschaft offiziell von der FIFA anerkannt. Nun wollen die Spielerinnen auf und neben dem Platz Geschichte schreiben.,2026-09-08
disziplinen,Discipline,Beim Mineralölkonzern Aral forschen Wissenschaftler aus verschiedenen Disziplinen an der Verbesserung von Benzin und Diesel. Von der Idee eines neuen Kraftstoffes bis zur Markteinführung vergehen über fünf Jahre.,2026-09-08
völkermord,Genocide,"Die Bundesrepublik muss sich vor dem Internationalen Gerichtshof (IGH) gegen den Vorwurf wehren, zu einem Völkermord im Gazastreifen beizutragen. Geklagt hat der mittelamerikanische Staat Nicaragua.",2026-09-08
entziehen,entziehen.,"UN-Menschenrechtskommissar Volker Türk warnt vor einer Technologie, die sich der Kontrolle ihrer Entwickler entziehen könnte. Staaten und Unternehmen müssten deshalb gemeinsame Grenzen festlegen.",2026-09-08
festlegen,set,"UN-Menschenrechtskommissar Volker Türk warnt vor einer Technologie, die sich der Kontrolle ihrer Entwickler entziehen könnte. Staaten und Unternehmen müssten deshalb gemeinsame Grenzen festlegen.",2026-09-08
nicaragua,Nicaragua,"Die Bundesrepublik muss sich vor dem Internationalen Gerichtshof (IGH) gegen den Vorwurf wehren, zu einem Völkermord im Gazastreifen beizutragen. Geklagt hat der mittelamerikanische Staat Nicaragua.",2026-09-08
