German,English,Context,Date
unabhängigkeitserklärung,Declaration of independence,"Der polnische General und Freiheitskämpfer Tadeusz Kosciuszko stellte den Autoren der Unabhängigkeitserklärung der USA, Thomas Jefferson, vor seine schwerste moralische Prüfung. Historiker sind uneins, ob er sie bestand.",2026-07-04
trauerfeierlichkeiten,funeral Celebrations,Im Iran beginnen Trauerfeierlichkeiten für den getöteten Langzeitführer Ali Chamenei. Es werden Millionen Menschen erwartet. Der AfD-Parteitag in Erfurt wird von massiven Protesten begleitet. Der DW-Nachrichtenüberblick.,2026-07-04
freiheitskämpfer,freedom fighter,"Der polnische General und Freiheitskämpfer Tadeusz Kosciuszko stellte den Autoren der Unabhängigkeitserklärung der USA, Thomas Jefferson, vor seine schwerste moralische Prüfung. Historiker sind uneins, ob er sie bestand.",2026-07-04
kompetenzzentrum,Centre of excellence,"In Nord- und Ostsee lagern bis zu 1,6 Millionen Tonnen Munition. Als gefährlich gelten nicht zuletzt freigesetzte Schadstoffe. Ein von der Bundesregierung eingerichtetes Kompetenzzentrum soll bei der Bergung helfen.",2026-07-04
importüberschuss,import surplus,Im Handelsstreit zwischen China und EU zeichnet sich Entspannung ab. Ein gemeinsamer Mechanismus wird den Warenstrom beobachten und den Importüberschuss abbauen. Auch beim Thema Seltenen Erden gibt es Neuigkeiten.,2026-07-04
trauerzeremonie,mourning ceremony,In der Islamischen Republik findet eine sechstägige Trauerzeremonie für den getöteten obersten Führer Ali Chamenei statt - begleitet von politischer Symbolik.,2026-07-04
langzeitführer,long-term leader,Im Iran beginnen Trauerfeierlichkeiten für den getöteten Langzeitführer Ali Chamenei. Es werden Millionen Menschen erwartet. Der AfD-Parteitag in Erfurt wird von massiven Protesten begleitet. Der DW-Nachrichtenüberblick.,2026-07-04
eingerichtetes,set up,"In Nord- und Ostsee lagern bis zu 1,6 Millionen Tonnen Munition. Als gefährlich gelten nicht zuletzt freigesetzte Schadstoffe. Ein von der Bundesregierung eingerichtetes Kompetenzzentrum soll bei der Bergung helfen.",2026-07-04
atomkontrollen,nuclear controls,Das Abkommen zwischen Iran und USA soll internationale Atomkontrollen ermöglichen. Experten halten umfassende Überprüfungen technisch für machbar. Doch politisch bleiben erhebliche Zweifel.,2026-07-04
handelsstreit,trade dispute,Im Handelsstreit zwischen China und EU zeichnet sich Entspannung ab. Ein gemeinsamer Mechanismus wird den Warenstrom beobachten und den Importüberschuss abbauen. Auch beim Thema Seltenen Erden gibt es Neuigkeiten.,2026-07-04
überprüfungen,reviews,Das Abkommen zwischen Iran und USA soll internationale Atomkontrollen ermöglichen. Experten halten umfassende Überprüfungen technisch für machbar. Doch politisch bleiben erhebliche Zweifel.,2026-07-04
freigesetzte,released,"In Nord- und Ostsee lagern bis zu 1,6 Millionen Tonnen Munition. Als gefährlich gelten nicht zuletzt freigesetzte Schadstoffe. Ein von der Bundesregierung eingerichtetes Kompetenzzentrum soll bei der Bergung helfen.",2026-07-04
durchsuchte,searched,"Nach der Explosion einer Paketbombe in Monaco, bei der drei Menschen schwer verletzt wurden, führt die Spur nach Deutschland. Die Polizei durchsuchte die Wohnung einer Ukrainerin in Hessen.",2026-07-04
schadstoffe,Pollutants,"In Nord- und Ostsee lagern bis zu 1,6 Millionen Tonnen Munition. Als gefährlich gelten nicht zuletzt freigesetzte Schadstoffe. Ein von der Bundesregierung eingerichtetes Kompetenzzentrum soll bei der Bergung helfen.",2026-07-04
entspannung,Relaxation,Im Handelsstreit zwischen China und EU zeichnet sich Entspannung ab. Ein gemeinsamer Mechanismus wird den Warenstrom beobachten und den Importüberschuss abbauen. Auch beim Thema Seltenen Erden gibt es Neuigkeiten.,2026-07-04
gemeinsamer,Common,Im Handelsstreit zwischen China und EU zeichnet sich Entspannung ab. Ein gemeinsamer Mechanismus wird den Warenstrom beobachten und den Importüberschuss abbauen. Auch beim Thema Seltenen Erden gibt es Neuigkeiten.,2026-07-04
mechanismus,mechanism,Im Handelsstreit zwischen China und EU zeichnet sich Entspannung ab. Ein gemeinsamer Mechanismus wird den Warenstrom beobachten und den Importüberschuss abbauen. Auch beim Thema Seltenen Erden gibt es Neuigkeiten.,2026-07-04
sechstägige,six-day,In der Islamischen Republik findet eine sechstägige Trauerzeremonie für den getöteten obersten Führer Ali Chamenei statt - begleitet von politischer Symbolik.,2026-07-04
ermöglichen,experiences,Das Abkommen zwischen Iran und USA soll internationale Atomkontrollen ermöglichen. Experten halten umfassende Überprüfungen technisch für machbar. Doch politisch bleiben erhebliche Zweifel.,2026-07-04
entwickelt,developed.,Vor 250 Jahren erklärten die Vereinigten Staaten ihre Unabhängigkeit. Wie hat sich ihr Verhältnis zu anderen Ländern seitdem entwickelt? Und wie sehen andere Länder - und die US-Amerikaner selbst - die USA?,2026-07-04
amerikaner,enumerate.user.nationality.4,Vor 250 Jahren erklärten die Vereinigten Staaten ihre Unabhängigkeit. Wie hat sich ihr Verhältnis zu anderen Ländern seitdem entwickelt? Und wie sehen andere Länder - und die US-Amerikaner selbst - die USA?,2026-07-04
kosciuszko,kosciuszko,"Der polnische General und Freiheitskämpfer Tadeusz Kosciuszko stellte den Autoren der Unabhängigkeitserklärung der USA, Thomas Jefferson, vor seine schwerste moralische Prüfung. Historiker sind uneins, ob er sie bestand.",2026-07-04
moralische,moral,"Der polnische General und Freiheitskämpfer Tadeusz Kosciuszko stellte den Autoren der Unabhängigkeitserklärung der USA, Thomas Jefferson, vor seine schwerste moralische Prüfung. Historiker sind uneins, ob er sie bestand.",2026-07-04
historiker,Historians,"Der polnische General und Freiheitskämpfer Tadeusz Kosciuszko stellte den Autoren der Unabhängigkeitserklärung der USA, Thomas Jefferson, vor seine schwerste moralische Prüfung. Historiker sind uneins, ob er sie bestand.",2026-07-04
paketbombe,parcel bomb,"Nach der Explosion einer Paketbombe in Monaco, bei der drei Menschen schwer verletzt wurden, führt die Spur nach Deutschland. Die Polizei durchsuchte die Wohnung einer Ukrainerin in Hessen.",2026-07-04
ukrainerin,ukrainian,"Nach der Explosion einer Paketbombe in Monaco, bei der drei Menschen schwer verletzt wurden, führt die Spur nach Deutschland. Die Polizei durchsuchte die Wohnung einer Ukrainerin in Hessen.",2026-07-04
ausgewählt,selected,Die Wirtschaft in Moldau wieder ankurbeln - dafür hatte Staatspräsidentin Sandu den ehemaligen Weltbank-Mitarbeiter Alexandru Munteanu als Ministerpräsidenten ausgewählt. Nun nimmt er nach nur acht Monaten seinen Hut.,2026-07-04
gefährlich,dangerous,"In Nord- und Ostsee lagern bis zu 1,6 Millionen Tonnen Munition. Als gefährlich gelten nicht zuletzt freigesetzte Schadstoffe. Ein von der Bundesregierung eingerichtetes Kompetenzzentrum soll bei der Bergung helfen.",2026-07-04
warenstrom,flow of goods,Im Handelsstreit zwischen China und EU zeichnet sich Entspannung ab. Ein gemeinsamer Mechanismus wird den Warenstrom beobachten und den Importüberschuss abbauen. Auch beim Thema Seltenen Erden gibt es Neuigkeiten.,2026-07-04
beobachten,to observe,Im Handelsstreit zwischen China und EU zeichnet sich Entspannung ab. Ein gemeinsamer Mechanismus wird den Warenstrom beobachten und den Importüberschuss abbauen. Auch beim Thema Seltenen Erden gibt es Neuigkeiten.,2026-07-04
erhebliche,Significant,Das Abkommen zwischen Iran und USA soll internationale Atomkontrollen ermöglichen. Experten halten umfassende Überprüfungen technisch für machbar. Doch politisch bleiben erhebliche Zweifel.,2026-07-04
polnische,polnische...,"Der polnische General und Freiheitskämpfer Tadeusz Kosciuszko stellte den Autoren der Unabhängigkeitserklärung der USA, Thomas Jefferson, vor seine schwerste moralische Prüfung. Historiker sind uneins, ob er sie bestand.",2026-07-04
jefferson,Jefferson,"Der polnische General und Freiheitskämpfer Tadeusz Kosciuszko stellte den Autoren der Unabhängigkeitserklärung der USA, Thomas Jefferson, vor seine schwerste moralische Prüfung. Historiker sind uneins, ob er sie bestand.",2026-07-04
schwerste,very serious,"Der polnische General und Freiheitskämpfer Tadeusz Kosciuszko stellte den Autoren der Unabhängigkeitserklärung der USA, Thomas Jefferson, vor seine schwerste moralische Prüfung. Historiker sind uneins, ob er sie bestand.",2026-07-04
