German,English,Context,Date
industrieprojekte,industrial projects,"Brandenburg wird immer trockener. Doch Industrieprojekte wie Tesla, Red Bull und ein geplanter Kupferabbau verbrauchen viel Wasser. Wird es künftig für alle reichen, für Wirtschaft, Bevölkerung und die Natur?",2026-08-25
selbstversorgung,Self-Supply,China will seine Ernährungssicherheit stärken und die Abhängigkeit von Importen verringern. Doch begrenzte Flächen und Ressourcen setzen der Selbstversorgung Grenzen und verändern Chinas Rolle auf den Agrarmärkten.,2026-08-25
längerfristig,In a longer term:,"Was passiert, wenn starke Männer schwächer werden? Mehrere afrikanische Staatschefs versuchen gerade auf unterschiedlichen Wegen, die Macht längerfristig zu konsolidieren. Doch ob dies gelingt, ist unklar.",2026-08-25
konsolidieren,consolidate,"Was passiert, wenn starke Männer schwächer werden? Mehrere afrikanische Staatschefs versuchen gerade auf unterschiedlichen Wegen, die Macht längerfristig zu konsolidieren. Doch ob dies gelingt, ist unklar.",2026-08-25
nordhalbkugel,Northern Hemisphere,Stechmücken verbreiten gefährliche Viren – auch auf der Nordhalbkugel. Das West-Nil-Virus dringt in neue Regionen in Europa und den USA vor. In Deutschland ist es längst etabliert. Was gegen Mücken und Viren hilft.,2026-08-25
kriegszeiten,War time.,Die Ukraine begeht ihren Unabhängigkeitstag von der Sowjetunion zum fünften Mal in Kriegszeiten. Die USA verschärfen ihre Sanktionen gegen Iran. ChatGPT zeigt Werbung in Europa. Der DW-Nachrichtenüberblick.,2026-08-25
agrarmärkten,agricultural markets,China will seine Ernährungssicherheit stärken und die Abhängigkeit von Importen verringern. Doch begrenzte Flächen und Ressourcen setzen der Selbstversorgung Grenzen und verändern Chinas Rolle auf den Agrarmärkten.,2026-08-25
drakonische,draconian,Seit Wochen bewegt sich im Konflikt zwischen den USA und Iran kaum etwas. Washington setzt nun auf drakonische Maßnahmen auf wirtschaftlicher Ebene. Präsident Trump braucht wegen der baldigen Zwischenwahlen einen Erfolg.,2026-08-25
sowjetunion,Soviet Union,Die Ukraine begeht ihren Unabhängigkeitstag von der Sowjetunion zum fünften Mal in Kriegszeiten. Die USA verschärfen ihre Sanktionen gegen Iran. ChatGPT zeigt Werbung in Europa. Der DW-Nachrichtenüberblick.,2026-08-25
kupferabbau,copper mining,"Brandenburg wird immer trockener. Doch Industrieprojekte wie Tesla, Red Bull und ein geplanter Kupferabbau verbrauchen viel Wasser. Wird es künftig für alle reichen, für Wirtschaft, Bevölkerung und die Natur?",2026-08-25
verbrauchen,use up,"Brandenburg wird immer trockener. Doch Industrieprojekte wie Tesla, Red Bull und ein geplanter Kupferabbau verbrauchen viel Wasser. Wird es künftig für alle reichen, für Wirtschaft, Bevölkerung und die Natur?",2026-08-25
stechmücken,Mosquito,Stechmücken verbreiten gefährliche Viren – auch auf der Nordhalbkugel. Das West-Nil-Virus dringt in neue Regionen in Europa und den USA vor. In Deutschland ist es längst etabliert. Was gegen Mücken und Viren hilft.,2026-08-25
ressourcen,recources,China will seine Ernährungssicherheit stärken und die Abhängigkeit von Importen verringern. Doch begrenzte Flächen und Ressourcen setzen der Selbstversorgung Grenzen und verändern Chinas Rolle auf den Agrarmärkten.,2026-08-25
beschießt,bombarded,Als Reaktion auf russische Angriffe beschießt die Ukraine Russlands Infrastruktur am Schwarzen Meer mit Drohnen. Das trifft Russland massiv: Exporte von Getreide und Erdöl brechen ein.,2026-08-25
trockener,Dry,"Brandenburg wird immer trockener. Doch Industrieprojekte wie Tesla, Red Bull und ein geplanter Kupferabbau verbrauchen viel Wasser. Wird es künftig für alle reichen, für Wirtschaft, Bevölkerung und die Natur?",2026-08-25
geplanter,planned,"Brandenburg wird immer trockener. Doch Industrieprojekte wie Tesla, Red Bull und ein geplanter Kupferabbau verbrauchen viel Wasser. Wird es künftig für alle reichen, für Wirtschaft, Bevölkerung und die Natur?",2026-08-25
schwächer,schwächer,"Was passiert, wenn starke Männer schwächer werden? Mehrere afrikanische Staatschefs versuchen gerade auf unterschiedlichen Wegen, die Macht längerfristig zu konsolidieren. Doch ob dies gelingt, ist unklar.",2026-08-25
begrenzte,LIMITED,China will seine Ernährungssicherheit stärken und die Abhängigkeit von Importen verringern. Doch begrenzte Flächen und Ressourcen setzen der Selbstversorgung Grenzen und verändern Chinas Rolle auf den Agrarmärkten.,2026-08-25
etabliert,"are established,",Stechmücken verbreiten gefährliche Viren – auch auf der Nordhalbkugel. Das West-Nil-Virus dringt in neue Regionen in Europa und den USA vor. In Deutschland ist es längst etabliert. Was gegen Mücken und Viren hilft.,2026-08-25
