German,English,Context,Date
abschiebegefängnisse,deportation prisons,"Abschiebegefängnisse, Arbeitspflicht für Asylbewerber, Bürgerwehren - die AfD will Sachsen-Anhalt drastisch umbauen. Was plant die Partei?",2026-09-06
raumfahrtgeschichte,spaceflight history,Ein Start-up aus Bayern schreibt Raumfahrtgeschichte: Eine Trägerrakete des Unternehmens Isar Aerospace bringt bei einem Testflug Satelliten ins All.,2026-09-06
informationstechnik,Information Technology,Das Bundesamt für Sicherheit in der Informationstechnik zielt mit seinen Warnungen in mehrere Richtungen. Eine davon betrifft auch den politischen Raum - kurz vor der Wahl des Berliner Abgeordnetenhauses.,2026-09-06
touristenhochburgen,tourist strongholds,Wohnraum ist insbesondere in Touristenhochburgen knapp. Denn viele Appartements sind für Reisende reserviert. Die EU will das mit schärferen Regeln für Kurzzeitvermieter wie Airbnb ändern.,2026-09-06
abgeordnetenhauses,house of Representatives,Das Bundesamt für Sicherheit in der Informationstechnik zielt mit seinen Warnungen in mehrere Richtungen. Eine davon betrifft auch den politischen Raum - kurz vor der Wahl des Berliner Abgeordnetenhauses.,2026-09-06
sanktionsdrohungen,threats of sanctions,"Neue Sanktionsdrohungen der USA gegen den Iran stellen dessen Handelspartner vor unterschiedliche Herausforderungen. China widersteht dem Druck, Indien balanciert und die Emirate gehen auf Distanz.",2026-09-06
kurzzeitvermieter,short-term landlord,Wohnraum ist insbesondere in Touristenhochburgen knapp. Denn viele Appartements sind für Reisende reserviert. Die EU will das mit schärferen Regeln für Kurzzeitvermieter wie Airbnb ändern.,2026-09-06
wiederaufnehmen,resume,Die USA wollen ihre Vermittlung für ein Ende des Kriegs in der Ukraine wiederaufnehmen. Dazu sollen ihre Unterhändler in Moskau und Kyjiw Gespräche führen. Die Ankündigungen gelten allerdings nur für Moskau und Kyjiw.,2026-09-06
vollversammlung,plenary,"Die Afrikanische Union beklagt schon länger, ihr Kontinent werde auf Karten nicht realistisch dargestellt. Die UN-Vollversammlung will das ändern. Dahinter stehen verzwickte Fragen mit politischer Dimension.",2026-09-06
arbeitspflicht,(Obligation to work),"Abschiebegefängnisse, Arbeitspflicht für Asylbewerber, Bürgerwehren - die AfD will Sachsen-Anhalt drastisch umbauen. Was plant die Partei?",2026-09-06
ankündigungen,announcements,Die USA wollen ihre Vermittlung für ein Ende des Kriegs in der Ukraine wiederaufnehmen. Dazu sollen ihre Unterhändler in Moskau und Kyjiw Gespräche führen. Die Ankündigungen gelten allerdings nur für Moskau und Kyjiw.,2026-09-06
zurückzuholen,retrieve,"Peter Magyar hat den Ungarn versprochen, Unrechts-Vermögen aus der Orban-Ära zurückzuholen. Nun nimmt eine neue Superbehörde ihre Arbeit auf. Für die Tisza-Regierung geht es um ihre Glaubwürdigkeit.",2026-09-06
trägerrakete,missile capable of delivering weapons of mass destruction,Ein Start-up aus Bayern schreibt Raumfahrtgeschichte: Eine Trägerrakete des Unternehmens Isar Aerospace bringt bei einem Testflug Satelliten ins All.,2026-09-06
appartements,APARTMENTS,Wohnraum ist insbesondere in Touristenhochburgen knapp. Denn viele Appartements sind für Reisende reserviert. Die EU will das mit schärferen Regeln für Kurzzeitvermieter wie Airbnb ändern.,2026-09-06
superbehörde,super authority,"Peter Magyar hat den Ungarn versprochen, Unrechts-Vermögen aus der Orban-Ära zurückzuholen. Nun nimmt eine neue Superbehörde ihre Arbeit auf. Für die Tisza-Regierung geht es um ihre Glaubwürdigkeit.",2026-09-06
dargestellt,representation&#x0D;,"Die Afrikanische Union beklagt schon länger, ihr Kontinent werde auf Karten nicht realistisch dargestellt. Die UN-Vollversammlung will das ändern. Dahinter stehen verzwickte Fragen mit politischer Dimension.",2026-09-06
richtungen,Directions,Das Bundesamt für Sicherheit in der Informationstechnik zielt mit seinen Warnungen in mehrere Richtungen. Eine davon betrifft auch den politischen Raum - kurz vor der Wahl des Berliner Abgeordnetenhauses.,2026-09-06
verzwickte,entangled,"Die Afrikanische Union beklagt schon länger, ihr Kontinent werde auf Karten nicht realistisch dargestellt. Die UN-Vollversammlung will das ändern. Dahinter stehen verzwickte Fragen mit politischer Dimension.",2026-09-06
reserviert,reserved,Wohnraum ist insbesondere in Touristenhochburgen knapp. Denn viele Appartements sind für Reisende reserviert. Die EU will das mit schärferen Regeln für Kurzzeitvermieter wie Airbnb ändern.,2026-09-06
schärferen,sharpen,Wohnraum ist insbesondere in Touristenhochburgen knapp. Denn viele Appartements sind für Reisende reserviert. Die EU will das mit schärferen Regeln für Kurzzeitvermieter wie Airbnb ändern.,2026-09-06
widersteht,resists,"Neue Sanktionsdrohungen der USA gegen den Iran stellen dessen Handelspartner vor unterschiedliche Herausforderungen. China widersteht dem Druck, Indien balanciert und die Emirate gehen auf Distanz.",2026-09-06
balanciert,balanced,"Neue Sanktionsdrohungen der USA gegen den Iran stellen dessen Handelspartner vor unterschiedliche Herausforderungen. China widersteht dem Druck, Indien balanciert und die Emirate gehen auf Distanz.",2026-09-06
testflug,Testflug.,Ein Start-up aus Bayern schreibt Raumfahrtgeschichte: Eine Trägerrakete des Unternehmens Isar Aerospace bringt bei einem Testflug Satelliten ins All.,2026-09-06
