German,English,Context,Date
verbrechensbekämpfung,combating crime,"Der von Präsident Cyril Ramaphosa angekündigte Plan, das Militär zur Verbrechensbekämpfung einzusetzen, hat bei den Südafrikanern gemischte Reaktionen hervorgerufen. Analysten fordern Reformen.",2026-02-28
internationalen,recommendations,Die Ukraine erhält weitere Finanzhilfen des Internationalen Währungsfonds. Präsident Selenskyj telefonierte unterdessen vor dem Hintergrund des Streits um die Druschba-Pipeline mit dem slowakischen Regierungschef Fico.,2026-02-28
streitigkeiten,Disputes,"Afghanistans Taliban greifen Posten an der Grenze zu Pakistan an, Pakistans Luftwaffe bombardiert Ziele in Kabul: Der Konflikt zwischen beiden Staaten eskaliert. Dabei schwelen die Streitigkeiten schon lange.",2026-02-28
regierungschef,Head of government,Die Ukraine erhält weitere Finanzhilfen des Internationalen Währungsfonds. Präsident Selenskyj telefonierte unterdessen vor dem Hintergrund des Streits um die Druschba-Pipeline mit dem slowakischen Regierungschef Fico.,2026-02-28
verschärfungen,tightening,Für Asylbewerber in Deutschland gelten bald neue Regeln. Der Bundestag hat die von der EU initiierten Verschärfungen beschlossen. Wie wird die Reform hierzulande umgesetzt und was soll damit erreicht werden?,2026-02-28
belutschistan,baluchistan,Separatisten haben in Pakistans Provinz Belutschistan mehr als zwölf Orte gleichzeitig angegriffen. Dabei starben mindestens 190 Menschen. Die Lage bleibt laut Behörden weiter angespannt.,2026-02-28
südafrikanern,south Africans,"Der von Präsident Cyril Ramaphosa angekündigte Plan, das Militär zur Verbrechensbekämpfung einzusetzen, hat bei den Südafrikanern gemischte Reaktionen hervorgerufen. Analysten fordern Reformen.",2026-02-28
hervorgerufen,riers.,"Der von Präsident Cyril Ramaphosa angekündigte Plan, das Militär zur Verbrechensbekämpfung einzusetzen, hat bei den Südafrikanern gemischte Reaktionen hervorgerufen. Analysten fordern Reformen.",2026-02-28
angekündigten,announced,Eigentlich sollte das Städtchen Sines in Portugal grünen Wasserstoff für Europa produzieren. Doch daraus wird erst einmal nichts. Die groß angekündigten Projekte sind geschrumpft und verspäten sich.,2026-02-28
währungsfonds,monetary fund,Die Ukraine erhält weitere Finanzhilfen des Internationalen Währungsfonds. Präsident Selenskyj telefonierte unterdessen vor dem Hintergrund des Streits um die Druschba-Pipeline mit dem slowakischen Regierungschef Fico.,2026-02-28
afghanistans,afghanistan's,"Afghanistans Taliban greifen Posten an der Grenze zu Pakistan an, Pakistans Luftwaffe bombardiert Ziele in Kabul: Der Konflikt zwischen beiden Staaten eskaliert. Dabei schwelen die Streitigkeiten schon lange.",2026-02-28
separatisten,separatists,Separatisten haben in Pakistans Provinz Belutschistan mehr als zwölf Orte gleichzeitig angegriffen. Dabei starben mindestens 190 Menschen. Die Lage bleibt laut Behörden weiter angespannt.,2026-02-28
angekündigte,announced,"Der von Präsident Cyril Ramaphosa angekündigte Plan, das Militär zur Verbrechensbekämpfung einzusetzen, hat bei den Südafrikanern gemischte Reaktionen hervorgerufen. Analysten fordern Reformen.",2026-02-28
finanzhilfen,GRANTS,Die Ukraine erhält weitere Finanzhilfen des Internationalen Währungsfonds. Präsident Selenskyj telefonierte unterdessen vor dem Hintergrund des Streits um die Druschba-Pipeline mit dem slowakischen Regierungschef Fico.,2026-02-28
telefonierte,telephoned,Die Ukraine erhält weitere Finanzhilfen des Internationalen Währungsfonds. Präsident Selenskyj telefonierte unterdessen vor dem Hintergrund des Streits um die Druschba-Pipeline mit dem slowakischen Regierungschef Fico.,2026-02-28
slowakischen,slovak,Die Ukraine erhält weitere Finanzhilfen des Internationalen Währungsfonds. Präsident Selenskyj telefonierte unterdessen vor dem Hintergrund des Streits um die Druschba-Pipeline mit dem slowakischen Regierungschef Fico.,2026-02-28
asylbewerber,Asylbewerber,Für Asylbewerber in Deutschland gelten bald neue Regeln. Der Bundestag hat die von der EU initiierten Verschärfungen beschlossen. Wie wird die Reform hierzulande umgesetzt und was soll damit erreicht werden?,2026-02-28
waffengewalt,Gun violence,"Die Bundeswehr darf künftig in Deutschland verdächtige Drohnen vom Himmel holen - auch mit Waffengewalt. Pakistan verkündet einen ""offenen Krieg"" gegen die Taliban. Das Wichtigste in Kürze.",2026-02-28
bombardiert,(e-smog).,"Afghanistans Taliban greifen Posten an der Grenze zu Pakistan an, Pakistans Luftwaffe bombardiert Ziele in Kabul: Der Konflikt zwischen beiden Staaten eskaliert. Dabei schwelen die Streitigkeiten schon lange.",2026-02-28
angegriffen,12.,Separatisten haben in Pakistans Provinz Belutschistan mehr als zwölf Orte gleichzeitig angegriffen. Dabei starben mindestens 190 Menschen. Die Lage bleibt laut Behörden weiter angespannt.,2026-02-28
einzusetzen,efficiently,"Der von Präsident Cyril Ramaphosa angekündigte Plan, das Militär zur Verbrechensbekämpfung einzusetzen, hat bei den Südafrikanern gemischte Reaktionen hervorgerufen. Analysten fordern Reformen.",2026-02-28
wasserstoff,Hydrogen,Eigentlich sollte das Städtchen Sines in Portugal grünen Wasserstoff für Europa produzieren. Doch daraus wird erst einmal nichts. Die groß angekündigten Projekte sind geschrumpft und verspäten sich.,2026-02-28
produzieren,produce,Eigentlich sollte das Städtchen Sines in Portugal grünen Wasserstoff für Europa produzieren. Doch daraus wird erst einmal nichts. Die groß angekündigten Projekte sind geschrumpft und verspäten sich.,2026-02-28
geschrumpft,shrunk,Eigentlich sollte das Städtchen Sines in Portugal grünen Wasserstoff für Europa produzieren. Doch daraus wird erst einmal nichts. Die groß angekündigten Projekte sind geschrumpft und verspäten sich.,2026-02-28
unterdessen,meanwhile,Die Ukraine erhält weitere Finanzhilfen des Internationalen Währungsfonds. Präsident Selenskyj telefonierte unterdessen vor dem Hintergrund des Streits um die Druschba-Pipeline mit dem slowakischen Regierungschef Fico.,2026-02-28
hintergrund,background,Die Ukraine erhält weitere Finanzhilfen des Internationalen Währungsfonds. Präsident Selenskyj telefonierte unterdessen vor dem Hintergrund des Streits um die Druschba-Pipeline mit dem slowakischen Regierungschef Fico.,2026-02-28
initiierten,initiated,Für Asylbewerber in Deutschland gelten bald neue Regeln. Der Bundestag hat die von der EU initiierten Verschärfungen beschlossen. Wie wird die Reform hierzulande umgesetzt und was soll damit erreicht werden?,2026-02-28
beschlossen,.,Für Asylbewerber in Deutschland gelten bald neue Regeln. Der Bundestag hat die von der EU initiierten Verschärfungen beschlossen. Wie wird die Reform hierzulande umgesetzt und was soll damit erreicht werden?,2026-02-28
hierzulande,in this country,Für Asylbewerber in Deutschland gelten bald neue Regeln. Der Bundestag hat die von der EU initiierten Verschärfungen beschlossen. Wie wird die Reform hierzulande umgesetzt und was soll damit erreicht werden?,2026-02-28
