German,English,Context,Date
rauchentwicklung,smoke formation,"Fast 3000 Hektar sind bereits verbrannt, internationale Einsatzkräfte kämpfen gegen die Flammen. Für die Menschen auf deutscher Seite bleibt vor allem die starke Rauchentwicklung problematisch.",2026-08-17
straßengraben,Road digging,Der Bus aus Polen kam von der Fahrbahn ab und stürzte in den Straßengraben. Nach ersten Erkenntnissen der Polizei war der Fahrer am Lenkrad eingeschlafen.,2026-08-17
eingeschlafen,ASLEEP,Der Bus aus Polen kam von der Fahrbahn ab und stürzte in den Straßengraben. Nach ersten Erkenntnissen der Polizei war der Fahrer am Lenkrad eingeschlafen.,2026-08-17
stationieren,station,"Aus Kyjiw heißt es, Moskau wolle bis zu 50.000 nordkoreanische Soldaten stationieren und verstärkt von Pjöngjang gelieferte Raketen einsetzen. Ist das realistisch? Und wie könnte das den Ukraine-Krieg beeinflussen?",2026-08-17
faschistisch,Fascistic,"Rechts, rechtsextrem, faschistisch: In der Debatte um die AfD fallen viele Schlagwörter. Was bedeuten sie und wie angemessen sind sie im Umgang mit der AfD?",2026-08-17
schlagwörter,Keywords,"Rechts, rechtsextrem, faschistisch: In der Debatte um die AfD fallen viele Schlagwörter. Was bedeuten sie und wie angemessen sind sie im Umgang mit der AfD?",2026-08-17
brüderliche,fraternal,"""Brüderliche Pflicht"": Bei einem Treffen in Peking preisen der russische Präsident und der nordkoreanische Machthaber die enge Partnerschaft ihrer Länder - auch im Ukraine-Krieg.",2026-08-17
gelieferte,delivered,"Aus Kyjiw heißt es, Moskau wolle bis zu 50.000 nordkoreanische Soldaten stationieren und verstärkt von Pjöngjang gelieferte Raketen einsetzen. Ist das realistisch? Und wie könnte das den Ukraine-Krieg beeinflussen?",2026-08-17
widerrufen,Cancelled,Die Bundesregierung meldet einen deutlichen Anstieg bei Widerrufen des Schutzstatus für Syrer. Doch zu Abschiebungen kommt es selten.,2026-08-17
angemessen,Appropriate,"Rechts, rechtsextrem, faschistisch: In der Debatte um die AfD fallen viele Schlagwörter. Was bedeuten sie und wie angemessen sind sie im Umgang mit der AfD?",2026-08-17
entsenden,Deploy,"Die Ukraine sagt, Nordkorea wolle weitere Zehntausende Soldaten nach Russland entsenden. Experten halten es für realistisch.",2026-08-17
verbrannt,burnt,"Fast 3000 Hektar sind bereits verbrannt, internationale Einsatzkräfte kämpfen gegen die Flammen. Für die Menschen auf deutscher Seite bleibt vor allem die starke Rauchentwicklung problematisch.",2026-08-17
archipels,archipelagos,Ein Hurrikan der Kategorie 1 zieht dicht an Big Island vorbei. Das hat auf der größten Insel des Hawaii-Archipels erhebliche Folgen für viele Menschen.,2026-08-17
fahrbahn,Track,Der Bus aus Polen kam von der Fahrbahn ab und stürzte in den Straßengraben. Nach ersten Erkenntnissen der Polizei war der Fahrer am Lenkrad eingeschlafen.,2026-08-17
hurrikan,HURRICANE,Ein Hurrikan der Kategorie 1 zieht dicht an Big Island vorbei. Das hat auf der größten Insel des Hawaii-Archipels erhebliche Folgen für viele Menschen.,2026-08-17
raketen,rockets ...,"Aus Kyjiw heißt es, Moskau wolle bis zu 50.000 nordkoreanische Soldaten stationieren und verstärkt von Pjöngjang gelieferte Raketen einsetzen. Ist das realistisch? Und wie könnte das den Ukraine-Krieg beeinflussen?",2026-08-17
ukraine,L-UKRAJNA,"Aus Kyjiw heißt es, Moskau wolle bis zu 50.000 nordkoreanische Soldaten stationieren und verstärkt von Pjöngjang gelieferte Raketen einsetzen. Ist das realistisch? Und wie könnte das den Ukraine-Krieg beeinflussen?",2026-08-17
weitere,other,"Die Ukraine sagt, Nordkorea wolle weitere Zehntausende Soldaten nach Russland entsenden. Experten halten es für realistisch.",2026-08-17
staaten,States,Tief im Fernen Osten bauen Russland und Nordkorea ihre erste Straßenbrücke. Die neue Verbindung stärkt die Achse der beiden Staaten - und schlägt in der 10.000 Kilometer entfernten Ukraine direkt Alarm.,2026-08-17
schlägt,hits,Tief im Fernen Osten bauen Russland und Nordkorea ihre erste Straßenbrücke. Die neue Verbindung stärkt die Achse der beiden Staaten - und schlägt in der 10.000 Kilometer entfernten Ukraine direkt Alarm.,2026-08-17
