German,English,Context,Date
friedensforschungsinstituts,peace research institute,"Nach Angaben des Stockholmer Friedensforschungsinstituts haben die Länder im vergangenen Jahr insgesamt rund 2,9 Billionen US-Dollar für militärische Zwecke ausgegeben. Deutschland führt das Ranking in Europa an.",2026-04-28
bundestagsabgeordneten,members of the Bundestag,Die deutsch-russischen Beziehungen sind seit Jahren sehr stark angespannt. Nun erhebt Moskau neue Vorwürfe gegen einen Bundestagsabgeordneten und bestellt Botschafter Lambsdorff ein.,2026-04-28
sicherheitskonzept,Safety concept,Nach Schüssen beim Korrespondenten-Dinner mit US-Präsident Trump soll der mutmaßliche Täter angeklagt werden. Ermittler sehen ein mögliches Attentatsmotiv. Zugleich rückt das Sicherheitskonzept in den Fokus der Politik.,2026-04-28
korrespondenten,correspondents,Nach Schüssen beim Korrespondenten-Dinner mit US-Präsident Trump soll der mutmaßliche Täter angeklagt werden. Ermittler sehen ein mögliches Attentatsmotiv. Zugleich rückt das Sicherheitskonzept in den Fokus der Politik.,2026-04-28
attentatsmotiv,assassination motive,Nach Schüssen beim Korrespondenten-Dinner mit US-Präsident Trump soll der mutmaßliche Täter angeklagt werden. Ermittler sehen ein mögliches Attentatsmotiv. Zugleich rückt das Sicherheitskonzept in den Fokus der Politik.,2026-04-28
wiederholten,they have repeated,Zum wiederholten Male ist US‑Präsident Donald Trump einem Anschlag entkommen. Politisch könnte ihm das helfen - kann er daraus Kapital schlagen?,2026-04-28
teezeremonie,Tea ceremony.,In Indonesien ist ein Fernzug auf einen stehenden Pendlerzug aufgeprallt. Mit einer Teezeremonie begann in Washington der Besuch von König Charles III. und Gattin Camilla. Der DW-Nachrichtenüberblick.,2026-04-28
mutmaßliche,suspected,Nach Schüssen beim Korrespondenten-Dinner mit US-Präsident Trump soll der mutmaßliche Täter angeklagt werden. Ermittler sehen ein mögliches Attentatsmotiv. Zugleich rückt das Sicherheitskonzept in den Fokus der Politik.,2026-04-28
aufgeprallt,impacted,In Indonesien ist ein Fernzug auf einen stehenden Pendlerzug aufgeprallt. Mit einer Teezeremonie begann in Washington der Besuch von König Charles III. und Gattin Camilla. Der DW-Nachrichtenüberblick.,2026-04-28
stockholmer,stockholmer,"Nach Angaben des Stockholmer Friedensforschungsinstituts haben die Länder im vergangenen Jahr insgesamt rund 2,9 Billionen US-Dollar für militärische Zwecke ausgegeben. Deutschland führt das Ranking in Europa an.",2026-04-28
pendlerzug,commuter train,In Indonesien ist ein Fernzug auf einen stehenden Pendlerzug aufgeprallt. Mit einer Teezeremonie begann in Washington der Besuch von König Charles III. und Gattin Camilla. Der DW-Nachrichtenüberblick.,2026-04-28
lambsdorff,lambsdorff,Die deutsch-russischen Beziehungen sind seit Jahren sehr stark angespannt. Nun erhebt Moskau neue Vorwürfe gegen einen Bundestagsabgeordneten und bestellt Botschafter Lambsdorff ein.,2026-04-28
ausgegeben,spent,"Nach Angaben des Stockholmer Friedensforschungsinstituts haben die Länder im vergangenen Jahr insgesamt rund 2,9 Billionen US-Dollar für militärische Zwecke ausgegeben. Deutschland führt das Ranking in Europa an.",2026-04-28
entkommen,get away.,Zum wiederholten Male ist US‑Präsident Donald Trump einem Anschlag entkommen. Politisch könnte ihm das helfen - kann er daraus Kapital schlagen?,2026-04-28
mögliches,Potential,Nach Schüssen beim Korrespondenten-Dinner mit US-Präsident Trump soll der mutmaßliche Täter angeklagt werden. Ermittler sehen ein mögliches Attentatsmotiv. Zugleich rückt das Sicherheitskonzept in den Fokus der Politik.,2026-04-28
stehenden,standing,In Indonesien ist ein Fernzug auf einen stehenden Pendlerzug aufgeprallt. Mit einer Teezeremonie begann in Washington der Besuch von König Charles III. und Gattin Camilla. Der DW-Nachrichtenüberblick.,2026-04-28
abzulösen,must be redeemed.,"Die Politiker Naftali Bennett und Jair Lapid hatten Premier Netanjahu schon einmal aus dem Amt gedrängt. Jetzt bündeln sie ihre Kräfte, um den israelischen Ministerpräsidenten bei der Parlamentswahl im Herbst abzulösen.",2026-04-28
billionen,billion,"Nach Angaben des Stockholmer Friedensforschungsinstituts haben die Länder im vergangenen Jahr insgesamt rund 2,9 Billionen US-Dollar für militärische Zwecke ausgegeben. Deutschland führt das Ranking in Europa an.",2026-04-28
