German,English,Context,Date
körperverletzungen,Bodily injuries,"Beleidigungen, Bedrohungen, Körperverletzungen - Politikerinnen und Politiker werden immer häufiger attackiert. Wer ist besonders oft betroffen und welche Motive stecken dahinter?",2026-06-08
sicherheitskräfte,Security personnel,An mehreren Orten fielen innerhalb kurzer Zeit Schüsse. Sicherheitskräfte leiteten eine Großfahndung ein und suchen nach möglichen Beteiligten. Die Regierung reagierte mit Krisensitzungen und scharfen Worten.,2026-06-08
krisensitzungen,crisis meetings,An mehreren Orten fielen innerhalb kurzer Zeit Schüsse. Sicherheitskräfte leiteten eine Großfahndung ein und suchen nach möglichen Beteiligten. Die Regierung reagierte mit Krisensitzungen und scharfen Worten.,2026-06-08
raketenangriff,Missile Attack,Nach einem iranischen Raketenangriff reagiert Israel mit Luftschlägen auf Ziele im Iran. Trotz diplomatischer Bemühungen von US-Präsident Donald Trump eskaliert der Konflikt weiter.,2026-06-08
diplomatischer,diplomatic,Nach einem iranischen Raketenangriff reagiert Israel mit Luftschlägen auf Ziele im Iran. Trotz diplomatischer Bemühungen von US-Präsident Donald Trump eskaliert der Konflikt weiter.,2026-06-08
politikerinnen,female politicians,"Beleidigungen, Bedrohungen, Körperverletzungen - Politikerinnen und Politiker werden immer häufiger attackiert. Wer ist besonders oft betroffen und welche Motive stecken dahinter?",2026-06-08
preisgekrönte,award-winning,"Der preisgekrönte iranische Filmemacher war von der iranischen Justiz im Dezember in Abwesenheit wegen ""Propaganda gegen den Staat"" zu einem Jahr Gefängnis verurteilt worden.",2026-06-08
rückbesinnung,Reversion,"So viele Menschen waren noch nie bei einem Gottesdienst von Leo XIV., seit er vor gut einem Jahr zum Papst gewählt wurde. Bei der Messe in der spanischen Hauptstadt rief er zu einer Rückbesinnung auf den Glauben auf.",2026-06-08
luftschlägen,air strikes,Nach einem iranischen Raketenangriff reagiert Israel mit Luftschlägen auf Ziele im Iran. Trotz diplomatischer Bemühungen von US-Präsident Donald Trump eskaliert der Konflikt weiter.,2026-06-08
kriegsbeginn,start of the war,Fast 100 Tage nach Kriegsbeginn wirkt die Islamische Republik stabil. Doch unter der Oberfläche verschärfen sich die sozialen und wirtschaftlichen Krisen des Landes und die staatlichen Repressionen nehmen zu.,2026-06-08
gottesdienst,Worship,"So viele Menschen waren noch nie bei einem Gottesdienst von Leo XIV., seit er vor gut einem Jahr zum Papst gewählt wurde. Bei der Messe in der spanischen Hauptstadt rief er zu einer Rückbesinnung auf den Glauben auf.",2026-06-08
großfahndung,large-scale search,An mehreren Orten fielen innerhalb kurzer Zeit Schüsse. Sicherheitskräfte leiteten eine Großfahndung ein und suchen nach möglichen Beteiligten. Die Regierung reagierte mit Krisensitzungen und scharfen Worten.,2026-06-08
filmemacher,Film Maker.,"Der preisgekrönte iranische Filmemacher war von der iranischen Justiz im Dezember in Abwesenheit wegen ""Propaganda gegen den Staat"" zu einem Jahr Gefängnis verurteilt worden.",2026-06-08
abwesenheit,absence,"Der preisgekrönte iranische Filmemacher war von der iranischen Justiz im Dezember in Abwesenheit wegen ""Propaganda gegen den Staat"" zu einem Jahr Gefängnis verurteilt worden.",2026-06-08
philippinen,Philippines,Bei einem schweren Erdbeben vor den Philippinen sind mindestens 15 Menschen ums Leben gekommen. Israel meldet eine zweite Angriffswelle mit Raketen aus Iran. Der DW-Nachrichtenüberblick.,2026-06-08
oberfläche,Surface,Fast 100 Tage nach Kriegsbeginn wirkt die Islamische Republik stabil. Doch unter der Oberfläche verschärfen sich die sozialen und wirtschaftlichen Krisen des Landes und die staatlichen Repressionen nehmen zu.,2026-06-08
propaganda,propaganda.,"Der preisgekrönte iranische Filmemacher war von der iranischen Justiz im Dezember in Abwesenheit wegen ""Propaganda gegen den Staat"" zu einem Jahr Gefängnis verurteilt worden.",2026-06-08
nordisrael,northern Israel,Trotz Waffenruhe greift Israels Armee Vororte von Beirut an und spricht von Hisbollah-Zielen. Zuvor wurden Raketen aus dem Libanon auf Nordisrael abgefeuert. Die Lage zwischen Israel und Hisbollah eskaliert erneut.,2026-06-08
abgefeuert,fired,Trotz Waffenruhe greift Israels Armee Vororte von Beirut an und spricht von Hisbollah-Zielen. Zuvor wurden Raketen aus dem Libanon auf Nordisrael abgefeuert. Die Lage zwischen Israel und Hisbollah eskaliert erneut.,2026-06-08
spanischen,spanish,"So viele Menschen waren noch nie bei einem Gottesdienst von Leo XIV., seit er vor gut einem Jahr zum Papst gewählt wurde. Bei der Messe in der spanischen Hauptstadt rief er zu einer Rückbesinnung auf den Glauben auf.",2026-06-08
seegrenzen,sea borders,Wegen Streitigkeiten mit anderen Ländern über Seegrenzen nahe Taiwan war die chinesische Küstenwache zu einem Einsatz ausgerückt. Die Regierung in Taipeh misstraut Peking und will den Vorgang genau überwachen.,2026-06-08
ausgerückt,disengaged,Wegen Streitigkeiten mit anderen Ländern über Seegrenzen nahe Taiwan war die chinesische Küstenwache zu einem Einsatz ausgerückt. Die Regierung in Taipeh misstraut Peking und will den Vorgang genau überwachen.,2026-06-08
überwachen,monitoring,Wegen Streitigkeiten mit anderen Ländern über Seegrenzen nahe Taiwan war die chinesische Küstenwache zu einem Einsatz ausgerückt. Die Regierung in Taipeh misstraut Peking und will den Vorgang genau überwachen.,2026-06-08
misstraut,UNTRUSTWORTHY,Wegen Streitigkeiten mit anderen Ländern über Seegrenzen nahe Taiwan war die chinesische Küstenwache zu einem Einsatz ausgerückt. Die Regierung in Taipeh misstraut Peking und will den Vorgang genau überwachen.,2026-06-08
