German,English,Context,Date
territorialkonflikt,territorial conflict,Wladimir Putin hat erstmals die umstrittene Kurilen-Insel Iturup besucht. Japan reagiert mit scharfem Protest. Die Visite verschärft den jahrzehntelangen Territorialkonflikt zwischen beiden Staaten.,2026-08-14
freihandelsvertrag,free trade agreement,"Während Chinas E-Auto-Offensive in Südamerika in vollem Gange ist, stehen die Europäer sich beim EU-Mercosur-Freihandelsvertrag noch immer selbst im Weg. Das Rennen um den Zukunftsmarkt ist eröffnet.",2026-08-14
pressekonferenzen,Press conferences,"Vor genau 65 Jahren begann der Bau der Berliner Mauer - die deutsche Hauptstadt erinnert daran. US-Präsident Trump braucht ein neues ""Sprachrohr"" bei Pressekonferenzen. Der DW-Nachrichtenüberblick.",2026-08-14
selbstbehauptung,Self-assurance,"Südamerika bewertet das EU‑Mercosur‑Abkommen neu: Nicht Handel, sondern geopolitische Selbstbehauptung steht im Mittelpunkt. Der Deal wird als strategisches Gegengewicht zur zunehmenden US-Dominanz gesehen.",2026-08-14
jahrzehntelangen,decades of,Wladimir Putin hat erstmals die umstrittene Kurilen-Insel Iturup besucht. Japan reagiert mit scharfem Protest. Die Visite verschärft den jahrzehntelangen Territorialkonflikt zwischen beiden Staaten.,2026-08-14
sicherheitscheck,Safety check,Nach der Kontroverse um die Teilnahme Israels am ESC verschärft die EBU ihr Regelwerk. Siegerländer müssen künftig einen Sicherheitscheck bestehen. Fest steht auch: Der ESC 2027 findet im bulgarischen Burgas statt.,2026-08-14
alternativroute,alternative route,Nach wie vor fehlt den Ländern am Persischen Golf eine zuverlässige Alternativroute für ihre Ölexporte. Die Sperrung von der Straße von Hormus dauert an.,2026-08-14
zukunftsmarkt,future market,"Während Chinas E-Auto-Offensive in Südamerika in vollem Gange ist, stehen die Europäer sich beim EU-Mercosur-Freihandelsvertrag noch immer selbst im Weg. Das Rennen um den Zukunftsmarkt ist eröffnet.",2026-08-14
gegengewicht,Counterweight,"Südamerika bewertet das EU‑Mercosur‑Abkommen neu: Nicht Handel, sondern geopolitische Selbstbehauptung steht im Mittelpunkt. Der Deal wird als strategisches Gegengewicht zur zunehmenden US-Dominanz gesehen.",2026-08-14
siegerländer,siegerländer,Nach der Kontroverse um die Teilnahme Israels am ESC verschärft die EBU ihr Regelwerk. Siegerländer müssen künftig einen Sicherheitscheck bestehen. Fest steht auch: Der ESC 2027 findet im bulgarischen Burgas statt.,2026-08-14
bulgarischen,bulgarian,Nach der Kontroverse um die Teilnahme Israels am ESC verschärft die EBU ihr Regelwerk. Siegerländer müssen künftig einen Sicherheitscheck bestehen. Fest steht auch: Der ESC 2027 findet im bulgarischen Burgas statt.,2026-08-14
wegweisender,pioneering,"In Kalifornien hat ein wegweisender Prozess gegen Meta begonnen. 29 US-Bundesstaaten werfen dem Konzern vor, Kinder mit Facebook und Instagram gezielt abhängig zu machen. Es drohen hohe Strafen und harte Auflagen.",2026-08-14
zuverlässige,"Reliable, secure",Nach wie vor fehlt den Ländern am Persischen Golf eine zuverlässige Alternativroute für ihre Ölexporte. Die Sperrung von der Straße von Hormus dauert an.,2026-08-14
nachgefragt,Nachgefragt...,"Schließen die südamerikanischen Länder auch ein Freihandelsabkommen mit China ab? Brasilien und Uruguay drängen wegen der US-Strafzölle auf Verhandlungen. Die DW hat nachgefragt, wie konkret die Pläne wirklich sind.",2026-08-14
mittelpunkt,Mid point,"Südamerika bewertet das EU‑Mercosur‑Abkommen neu: Nicht Handel, sondern geopolitische Selbstbehauptung steht im Mittelpunkt. Der Deal wird als strategisches Gegengewicht zur zunehmenden US-Dominanz gesehen.",2026-08-14
erschließen,.,"Der Anteil der Europäischen Union am Welthandel sinkt, und so hofft sie darauf, durch das Abkommen mit den Mercosur-Staaten neue Märkte zu erschließen. Doch es hat auch eine politische Dimension.",2026-08-14
