German,English,Context,Date
vermittlerstaaten,intermediary states,Nach Verhandlungen hochrangiger Vertreter in der Schweiz zeigen sich die Vermittlerstaaten optimistisch. In Kolumbien kommt es durch die Präsidentenwahl zu einem politischen Rechtsruck. Der DW-Nachrichtenüberblick.,2026-06-22
medienschaffende,Media,"Schwarze Trauerkleidung, verspätete Nachrichten: Medienschaffende in Tschechien setzen ein Zeichen gegen die geplante Abschaffung der Rundfunkgebühren.",2026-06-22
rundfunkgebühren,Radio licence fees,"Schwarze Trauerkleidung, verspätete Nachrichten: Medienschaffende in Tschechien setzen ein Zeichen gegen die geplante Abschaffung der Rundfunkgebühren.",2026-06-22
trauerkleidung,mourning clothing,"Schwarze Trauerkleidung, verspätete Nachrichten: Medienschaffende in Tschechien setzen ein Zeichen gegen die geplante Abschaffung der Rundfunkgebühren.",2026-06-22
parteivorsitz,party chairmanship,Der Labour-Politiker Andy Burnham hat die Nachwahl im Bezirk Makerfield gewonnen. Mit dem Sitz im britischen Unterhaus kann er für den Parteivorsitz kandidieren und somit zur Gefahr für Keith Starmer werden.,2026-06-22
hochrangiger,HIGH-LEVEL,Nach Verhandlungen hochrangiger Vertreter in der Schweiz zeigen sich die Vermittlerstaaten optimistisch. In Kolumbien kommt es durch die Präsidentenwahl zu einem politischen Rechtsruck. Der DW-Nachrichtenüberblick.,2026-06-22
optimistisch,Optimist,Nach Verhandlungen hochrangiger Vertreter in der Schweiz zeigen sich die Vermittlerstaaten optimistisch. In Kolumbien kommt es durch die Präsidentenwahl zu einem politischen Rechtsruck. Der DW-Nachrichtenüberblick.,2026-06-22
charterflüge,Charter flights,Bald soll es für Straftäter bis zu drei Charterflüge pro Monat von Deutschland in das unsichere Land am Hindukusch geben. Denn die Bundesregierung möchte Abschiebungen nach Afghanistan stark ausweiten.,2026-06-22
kandidieren,to offer oneself as a candidate,Der Labour-Politiker Andy Burnham hat die Nachwahl im Bezirk Makerfield gewonnen. Mit dem Sitz im britischen Unterhaus kann er für den Parteivorsitz kandidieren und somit zur Gefahr für Keith Starmer werden.,2026-06-22
nachrichten,messages,"Schwarze Trauerkleidung, verspätete Nachrichten: Medienschaffende in Tschechien setzen ein Zeichen gegen die geplante Abschaffung der Rundfunkgebühren.",2026-06-22
