German,English,Context,Date
lebensmittelgutscheinen,grocery vouchers,"Der Iran will die Verbraucher mit Lebensmittelgutscheinen und einer Anhebung des Mindestlohns entlasten. Für normale Familien ist es trotzdem sehr schwer, über die Runden zu kommen.",2026-06-10
ausländerfeindlichen,xenophobic,Ein Video von einem brutalen Angriff führt zu ausländerfeindlichen Protesten in Nordirlands Hauptstadt. Weitere Militäraktionen von USA und Iran sorgen für erneute Spannungen am Golf. Der DW-Nachrichtenüberblick.,2026-06-10
bandenkriminalität,gang crime,Im Kampf gegen eskalierende Bandenkriminalität will Schweden künftig auch 13-Jährige strafrechtlich verfolgen und in schweren Fällen einsperren. In der EU setzen auch andere Staaten auf niedrige Altersgrenzen.,2026-06-10
denuklearisierung,denuclearization,"Im Wettkampf mit den USA stärkt China seinen Einfluss in Nordkorea. Der chinesische Präsident Xi beschwor Frieden und Stabilität in Ostasien, schwieg aber über die Denuklearisierung.",2026-06-10
spionagebedrohung,espionage threat,Laut Medienberichten hat das Pentagon die Spionagebedrohung für die USA durch Israel auf die höchste interne Kategorie angehoben. Offiziell streiten beide Seiten das ab. Brisant ist der Fall trotzdem.,2026-06-10
frauenfeindlicher,misogynist,"Die Zahl politisch motivierter Straftaten in Deutschland hat 2025 einen neuen Höchststand erreicht. Besonders auffällig ist die Zunahme linker Gewalt, antisemitischer Straftaten und frauenfeindlicher Hasskriminalität.",2026-06-10
hasskriminalität,Hate crime,"Die Zahl politisch motivierter Straftaten in Deutschland hat 2025 einen neuen Höchststand erreicht. Besonders auffällig ist die Zunahme linker Gewalt, antisemitischer Straftaten und frauenfeindlicher Hasskriminalität.",2026-06-10
machtstrukturen,Power Structures,Afrikas junge Generation stellt sich autokratischen Machtstrukturen entgegen - mit Protesten auf der Straße und digital. Kann Vernetzung und Social Media den Weg zu mehr Demokratie und politischer Teilhabe ebnen?,2026-06-10
militäraktionen,military actions,Ein Video von einem brutalen Angriff führt zu ausländerfeindlichen Protesten in Nordirlands Hauptstadt. Weitere Militäraktionen von USA und Iran sorgen für erneute Spannungen am Golf. Der DW-Nachrichtenüberblick.,2026-06-10
antisemitischer,anti-Semitic,"Die Zahl politisch motivierter Straftaten in Deutschland hat 2025 einen neuen Höchststand erreicht. Besonders auffällig ist die Zunahme linker Gewalt, antisemitischer Straftaten und frauenfeindlicher Hasskriminalität.",2026-06-10
angriffswellen,waves of attack,Präsident Donald Trump macht Iran für den Abschuss eines Apache-Helikopters verantwortlich. Das US-Militär reagiert mit drei Angriffswellen. Die Islamische Republik antwortet und hat eine Botschaft für die Golfstaaten.,2026-06-10
altersgrenzen,Age limits:,Im Kampf gegen eskalierende Bandenkriminalität will Schweden künftig auch 13-Jährige strafrechtlich verfolgen und in schweren Fällen einsperren. In der EU setzen auch andere Staaten auf niedrige Altersgrenzen.,2026-06-10
eskalierende,escalating,Im Kampf gegen eskalierende Bandenkriminalität will Schweden künftig auch 13-Jährige strafrechtlich verfolgen und in schweren Fällen einsperren. In der EU setzen auch andere Staaten auf niedrige Altersgrenzen.,2026-06-10
mindestlohns,to the minimum wage?,"Der Iran will die Verbraucher mit Lebensmittelgutscheinen und einer Anhebung des Mindestlohns entlasten. Für normale Familien ist es trotzdem sehr schwer, über die Runden zu kommen.",2026-06-10
beobachtete,Tracked,"Hitlers Mörder waren keine Monster, sondern ganz normale Männer - das beobachtete schon Hannah Arendt. Zwei Forscher konnten diese These jetzt belegen.",2026-06-10
helikopters,helicopters,Präsident Donald Trump macht Iran für den Abschuss eines Apache-Helikopters verantwortlich. Das US-Militär reagiert mit drei Angriffswellen. Die Islamische Republik antwortet und hat eine Botschaft für die Golfstaaten.,2026-06-10
nordirlands,northern Ireland,Ein Video von einem brutalen Angriff führt zu ausländerfeindlichen Protesten in Nordirlands Hauptstadt. Weitere Militäraktionen von USA und Iran sorgen für erneute Spannungen am Golf. Der DW-Nachrichtenüberblick.,2026-06-10
motivierter,more motivated,"Die Zahl politisch motivierter Straftaten in Deutschland hat 2025 einen neuen Höchststand erreicht. Besonders auffällig ist die Zunahme linker Gewalt, antisemitischer Straftaten und frauenfeindlicher Hasskriminalität.",2026-06-10
einsperren,lock up,Im Kampf gegen eskalierende Bandenkriminalität will Schweden künftig auch 13-Jährige strafrechtlich verfolgen und in schweren Fällen einsperren. In der EU setzen auch andere Staaten auf niedrige Altersgrenzen.,2026-06-10
vernetzung,networking,Afrikas junge Generation stellt sich autokratischen Machtstrukturen entgegen - mit Protesten auf der Straße und digital. Kann Vernetzung und Social Media den Weg zu mehr Demokratie und politischer Teilhabe ebnen?,2026-06-10
wettkampf,Competition rules,"Im Wettkampf mit den USA stärkt China seinen Einfluss in Nordkorea. Der chinesische Präsident Xi beschwor Frieden und Stabilität in Ostasien, schwieg aber über die Denuklearisierung.",2026-06-10
kategorie,Category,Laut Medienberichten hat das Pentagon die Spionagebedrohung für die USA durch Israel auf die höchste interne Kategorie angehoben. Offiziell streiten beide Seiten das ab. Brisant ist der Fall trotzdem.,2026-06-10
antwortet,answers,Präsident Donald Trump macht Iran für den Abschuss eines Apache-Helikopters verantwortlich. Das US-Militär reagiert mit drei Angriffswellen. Die Islamische Republik antwortet und hat eine Botschaft für die Golfstaaten.,2026-06-10
auffällig,Noticeable,"Die Zahl politisch motivierter Straftaten in Deutschland hat 2025 einen neuen Höchststand erreicht. Besonders auffällig ist die Zunahme linker Gewalt, antisemitischer Straftaten und frauenfeindlicher Hasskriminalität.",2026-06-10
schweden,Sweden,Im Kampf gegen eskalierende Bandenkriminalität will Schweden künftig auch 13-Jährige strafrechtlich verfolgen und in schweren Fällen einsperren. In der EU setzen auch andere Staaten auf niedrige Altersgrenzen.,2026-06-10
niedrige,parameters.,Im Kampf gegen eskalierende Bandenkriminalität will Schweden künftig auch 13-Jährige strafrechtlich verfolgen und in schweren Fällen einsperren. In der EU setzen auch andere Staaten auf niedrige Altersgrenzen.,2026-06-10
anhebung,Raising ↑,"Der Iran will die Verbraucher mit Lebensmittelgutscheinen und einer Anhebung des Mindestlohns entlasten. Für normale Familien ist es trotzdem sehr schwer, über die Runden zu kommen.",2026-06-10
familien,Families,"Der Iran will die Verbraucher mit Lebensmittelgutscheinen und einer Anhebung des Mindestlohns entlasten. Für normale Familien ist es trotzdem sehr schwer, über die Runden zu kommen.",2026-06-10
