German,English,Context,Date
gewerkschaftskongress,trade Union Congress,"Deutschlands Wirtschaft lahmt, die Energiepreise sind hoch: Kanzler Merz bekommt beim Gewerkschaftskongress in Berlin den Unmut der Arbeitnehmer zu spüren. Und verteidigt die geplante Rentenreform.",2026-05-13
rücktrittsforderungen,withdrawal claims,Nach dem schweren Wahldebakel steht Großbritanniens Regierungschef Keir Starmer unter Druck. Trotz Rücktrittsforderungen aus Partei und Regierung will der Labour-Chef weitermachen - und bekommt Rückendeckung.,2026-05-13
wahrscheinlichkeit,Probability,Wie hat sich Russlands Krieg gegen die Ukraine verändert? Könnte er gar in diesem Herbst enden? Die DW hat mit Militärs und Experten über die Wahrscheinlichkeit für einen neuen Waffenstillstand gesprochen.,2026-05-13
waffenstillstand,Armistice,Wie hat sich Russlands Krieg gegen die Ukraine verändert? Könnte er gar in diesem Herbst enden? Die DW hat mit Militärs und Experten über die Wahrscheinlichkeit für einen neuen Waffenstillstand gesprochen.,2026-05-13
krebsmedikamente,anticancer drugs,"Antibiotika, Insulin oder Krebsmedikamente fehlten zuletzt immer wieder in europäischen Apotheken. Nun will die EU Lieferengpässe mit gemeinsamen Einkäufen, schnelleren Genehmigungen und neuen Förderanreizen verhindern.",2026-05-13
großbritanniens,of the United Kingdom,Nach dem schweren Wahldebakel steht Großbritanniens Regierungschef Keir Starmer unter Druck. Trotz Rücktrittsforderungen aus Partei und Regierung will der Labour-Chef weitermachen - und bekommt Rückendeckung.,2026-05-13
überraschenden,surprising,"Redet Friedrich Merz unüberlegt? Ist Olaf Scholz lahm? Welches Image kultiviert Alice Weidel? Eine Studie hat das Wechselspiel zwischen Politik, Gesellschaft und Medien untersucht - mit überraschenden Befunden.",2026-05-13
terrorüberfall,terror attack,Hunderte palästinensische Angreifer sollen für ihren Terrorüberfall auf Israel 2023 vor einem Sondergericht zur Rechenschaft gezogen werden. Eine Kommission wirft der terroristischen Hamas auch sexualisierte Gewalt vor.,2026-05-13
lieferengpässe,out-of-stocks.,"Antibiotika, Insulin oder Krebsmedikamente fehlten zuletzt immer wieder in europäischen Apotheken. Nun will die EU Lieferengpässe mit gemeinsamen Einkäufen, schnelleren Genehmigungen und neuen Förderanreizen verhindern.",2026-05-13
förderanreizen,incentives,"Antibiotika, Insulin oder Krebsmedikamente fehlten zuletzt immer wieder in europäischen Apotheken. Nun will die EU Lieferengpässe mit gemeinsamen Einkäufen, schnelleren Genehmigungen und neuen Förderanreizen verhindern.",2026-05-13
innenminister,Interior minister,Die Attacken kommen überwiegend aus dem Ausland. Das Bundeskriminalamt warnt vor wachsenden Gefahren für Staat und Wirtschaft. Innenminister Dobrindt kündigt Gegenschläge an.,2026-05-13
rückendeckung,covering,Nach dem schweren Wahldebakel steht Großbritanniens Regierungschef Keir Starmer unter Druck. Trotz Rücktrittsforderungen aus Partei und Regierung will der Labour-Chef weitermachen - und bekommt Rückendeckung.,2026-05-13
sondergericht,specialty,Hunderte palästinensische Angreifer sollen für ihren Terrorüberfall auf Israel 2023 vor einem Sondergericht zur Rechenschaft gezogen werden. Eine Kommission wirft der terroristischen Hamas auch sexualisierte Gewalt vor.,2026-05-13
sexualisierte,sexualized,Hunderte palästinensische Angreifer sollen für ihren Terrorüberfall auf Israel 2023 vor einem Sondergericht zur Rechenschaft gezogen werden. Eine Kommission wirft der terroristischen Hamas auch sexualisierte Gewalt vor.,2026-05-13
genehmigungen,Approvals,"Antibiotika, Insulin oder Krebsmedikamente fehlten zuletzt immer wieder in europäischen Apotheken. Nun will die EU Lieferengpässe mit gemeinsamen Einkäufen, schnelleren Genehmigungen und neuen Förderanreizen verhindern.",2026-05-13
arbeitnehmer,Employee,"Deutschlands Wirtschaft lahmt, die Energiepreise sind hoch: Kanzler Merz bekommt beim Gewerkschaftskongress in Berlin den Unmut der Arbeitnehmer zu spüren. Und verteidigt die geplante Rentenreform.",2026-05-13
