German,English,Context,Date
erschießungskommando,“Firing squad.”,In Pakistan könnten an diesem Wochenende neue Verhandlungen über ein Ende des Iran-Kriegs stattfinden. Das US-Justizministerium spricht sich für Hinrichtungen per Erschießungskommando aus. Der DW-Nachrichtenüberblick.,2026-04-26
migrationskommissar,migration commissioner,EU-Migrationskommissar Magnus Brunner fordert schärfere Regeln für Abschiebungen und mehr Konsequenz gegenüber Drittstaaten. Der bisherige Anstieg der Rückführungen reicht ihm nicht.,2026-04-26
exekutionsmethoden,methods of execution,Auch wegen eines Exportverbots der EU sind in den Vereinigten Staaten die verfügbaren Mittel für die Giftspritze knapp. Daher weichen die Behörden auf andere Exekutionsmethoden aus.,2026-04-26
traditionsreichen,rich in tradition,"Panik bei der traditionsreichen Veranstaltung der White House Correspondents' Association: Ein bewaffneter Mann will in den Festsaal eindringen, es fallen Schüsse. Der US-Präsident kommt mit dem Schrecken davon.",2026-04-26
westafrikanischen,west African,"Aus dem westafrikanischen Land werden Angriffe unter anderem auf Kasernen gemeldet. Das Militär erklärt, die Lage sei unter Kontrolle. Das Auswärtige Amt warnt.",2026-04-26
politikbetriebs,policy operations,"Raffiniertes Phishing erlaubte es den Angreifern offenbar, in höchste Ebenen des Berliner Politikbetriebs vorzudringen. Unklar ist, welche vertraulichen Informationen abflossen - und an wen.",2026-04-26
correspondents,correspondents,"Panik bei der traditionsreichen Veranstaltung der White House Correspondents' Association: Ein bewaffneter Mann will in den Festsaal eindringen, es fallen Schüsse. Der US-Präsident kommt mit dem Schrecken davon.",2026-04-26
veranstaltung,events,"Panik bei der traditionsreichen Veranstaltung der White House Correspondents' Association: Ein bewaffneter Mann will in den Festsaal eindringen, es fallen Schüsse. Der US-Präsident kommt mit dem Schrecken davon.",2026-04-26
amerikanische,American,"Vom Wunsch, die US-amerikanische Politik umzustürzen, bis zum Drang, gefährdete Redwood-Tannen zu retten - Attentäter und ihre Motive.",2026-04-26
vertraulichen,confidential,"Raffiniertes Phishing erlaubte es den Angreifern offenbar, in höchste Ebenen des Berliner Politikbetriebs vorzudringen. Unklar ist, welche vertraulichen Informationen abflossen - und an wen.",2026-04-26
abschiebungen,Deportations,EU-Migrationskommissar Magnus Brunner fordert schärfere Regeln für Abschiebungen und mehr Konsequenz gegenüber Drittstaaten. Der bisherige Anstieg der Rückführungen reicht ihm nicht.,2026-04-26
rückführungen,Returns,EU-Migrationskommissar Magnus Brunner fordert schärfere Regeln für Abschiebungen und mehr Konsequenz gegenüber Drittstaaten. Der bisherige Anstieg der Rückführungen reicht ihm nicht.,2026-04-26
exportverbots,export bans,Auch wegen eines Exportverbots der EU sind in den Vereinigten Staaten die verfügbaren Mittel für die Giftspritze knapp. Daher weichen die Behörden auf andere Exekutionsmethoden aus.,2026-04-26
