German,English,Context,Date
präsidentschaftswahlen,STONE: Yes. Yeah.,Gegen Vizepräsidentin Sara Duterte läuft ein Amtsenthebungsverfahren. Das öffentliche Vertrauen in die Demokratie steht auf dem Spiel. Der Ausgang des Prozesses wird die Präsidentschaftswahlen 2028 beeinflussen.,2026-07-09
veranschaulichen,I did not illustrate,Zu wenig Benzin: Ukrainische Gegenangriffe haben in Russland eine Treibstoffkrise ausgelöst. Welche Folgen hat das für die Menschen? Berichte aus verschiedenen Regionen Russlands veranschaulichen den schwierigen Alltag.,2026-07-09
machtinstrumente,power tools,Mit einer Entschuldigung auf schwarzem Hintergrund beginnt in Ungarn der Umbau der öffentlich-rechtlichen Medien. Die neue Regierung unter Peter Magyar zerschlägt eines der zentralen Machtinstrumente Viktor Orbans.,2026-07-09
abschieberazzien,deportation raids,In den USA laufen seit Monaten Abschieberazzien gegen Einwanderer ohne gültige Papiere. Nun ist erneut ein Mensch bei einer Kontrolle getötet worden.,2026-07-09
vizepräsidentin,Vice President,Gegen Vizepräsidentin Sara Duterte läuft ein Amtsenthebungsverfahren. Das öffentliche Vertrauen in die Demokratie steht auf dem Spiel. Der Ausgang des Prozesses wird die Präsidentschaftswahlen 2028 beeinflussen.,2026-07-09
härtefallfonds,Hardship fund,"Stasi, Zwangsdoping, Berufsverbote - das kommunistische Regime in der DDR hat viele Lebenswege zerstört. Betroffene können eine Opferrente beantragen. Für besondere Fälle gibt es den Härtefallfonds. Hat er sich bewährt?",2026-07-09
schwerstkranke,seriously ill,"Ein Mediziner sollte sich um Schwerstkranke kümmern, stattdessen spritzte er sie zu Tode. Das Landgericht Berlin verurteilte ihn wegen 15-fachen Mordes zu lebenslanger Haft. Gab es noch mehr Taten?",2026-07-09
entschuldigung,Sorry,Mit einer Entschuldigung auf schwarzem Hintergrund beginnt in Ungarn der Umbau der öffentlich-rechtlichen Medien. Die neue Regierung unter Peter Magyar zerschlägt eines der zentralen Machtinstrumente Viktor Orbans.,2026-07-09
gipfeltreffen,summit,Der US-Präsident setzt auf verbale Attacken. Das bekamen Vertreter der NATO wieder einmal vorgeführt. Beim Gipfeltreffen der Allianz in Ankara präsentierte sich Donald Trump alles andere als freundlich.,2026-07-09
berufsverbote,Berufsverbote/Occupational bans,"Stasi, Zwangsdoping, Berufsverbote - das kommunistische Regime in der DDR hat viele Lebenswege zerstört. Betroffene können eine Opferrente beantragen. Für besondere Fälle gibt es den Härtefallfonds. Hat er sich bewährt?",2026-07-09
arbeitsunfall,Occupational accident,Der Tod des indischen Erntehelfers Satnam Singh erschütterte Italien: Nach einem schweren Arbeitsunfall ließ ihn sein Arbeitgeber schwer verletzt zurück. Nun wurde der Landwirt zu 16 Jahren Haft verurteilt.,2026-07-09
präsentierte,presented,Der US-Präsident setzt auf verbale Attacken. Das bekamen Vertreter der NATO wieder einmal vorgeführt. Beim Gipfeltreffen der Allianz in Ankara präsentierte sich Donald Trump alles andere als freundlich.,2026-07-09
