German,English,Context,Date
zugangsmöglichkeiten,Accessibility options,Starlink ist in Vietnam gestartet. Der Satellitendienst soll abgelegene Regionen besser mit dem Internet verbinden. Doch trotz neuer Zugangsmöglichkeiten bleibt die Nutzung den strengen Regeln des Staates unterworfen.,2026-08-30
kommunikationsmittel,Means of communication,"Eigentlich erfunden, um auch in den entlegensten Weltgegenden Internetempfang zu ermöglichen, hat sich Elon Musks Starlink zu einem wichtigen Kommunikationsmittel in Kriegs- und Krisengebieten entwickelt. Ein Überblick.",2026-08-30
fischereiressourcen,fish population of sea water,"In dem Referendum standen vor allem Islands Fischereiressourcen und die nationale Souveränität im Mittelpunkt. Zugleich wurde darüber gestritten, wie der Inselstaat seine Sicherheit künftig gewährleisten soll.",2026-08-30
fahndungsmaßnahmen,investigative measures,"Fünf weitere Menschen wurden verletzt, einige von ihnen schwer. Wer die Schüsse abgab und was das Motiv war, ist bislang unklar. Auch die deutsche Polizei beteiligt sich an den Fahndungsmaßnahmen.",2026-08-30
handelseinbrüchen,trade collapses,"Modschtaba Chamenei bezeichnet die USA und Israel als Feinde der muslimischen Welt. Während Teheran Geschlossenheit fordert, leidet die iranische Wirtschaft unter Krieg, Sanktionen und Handelseinbrüchen.",2026-08-30
produktionslizenz,production license,"Londons Erklärung, Kyjiw erhalte eine Produktionslizenz für britische Storm-Shadow-Raketen, sorgt für Drohungen aus Moskau. Was ist für eine Serienproduktion in der Ukraine erforderlich und wie schnell kann sie beginnen?",2026-08-30
satellitendienst,satellite service,Starlink ist in Vietnam gestartet. Der Satellitendienst soll abgelegene Regionen besser mit dem Internet verbinden. Doch trotz neuer Zugangsmöglichkeiten bleibt die Nutzung den strengen Regeln des Staates unterworfen.,2026-08-30
serienproduktion,Series production,"Londons Erklärung, Kyjiw erhalte eine Produktionslizenz für britische Storm-Shadow-Raketen, sorgt für Drohungen aus Moskau. Was ist für eine Serienproduktion in der Ukraine erforderlich und wie schnell kann sie beginnen?",2026-08-30
internetempfang,internet reception,"Eigentlich erfunden, um auch in den entlegensten Weltgegenden Internetempfang zu ermöglichen, hat sich Elon Musks Starlink zu einem wichtigen Kommunikationsmittel in Kriegs- und Krisengebieten entwickelt. Ein Überblick.",2026-08-30
gewährleisten,ensure.,"In dem Referendum standen vor allem Islands Fischereiressourcen und die nationale Souveränität im Mittelpunkt. Zugleich wurde darüber gestritten, wie der Inselstaat seine Sicherheit künftig gewährleisten soll.",2026-08-30
untergebracht,Best Regards.,Bei einem russischen Drohnenangriff auf ein Lagerhaus nahe der ukrainischen Hauptstadt Kyjiw sind mindestens 37 Menschen ums Leben gekommen. Offenbar war ‌in dem ⁠Gebäude ⁠Munition untergebracht.,2026-08-30
entlegensten,remotest,"Eigentlich erfunden, um auch in den entlegensten Weltgegenden Internetempfang zu ermöglichen, hat sich Elon Musks Starlink zu einem wichtigen Kommunikationsmittel in Kriegs- und Krisengebieten entwickelt. Ein Überblick.",2026-08-30
weltgegenden,areas of the world,"Eigentlich erfunden, um auch in den entlegensten Weltgegenden Internetempfang zu ermöglichen, hat sich Elon Musks Starlink zu einem wichtigen Kommunikationsmittel in Kriegs- und Krisengebieten entwickelt. Ein Überblick.",2026-08-30
souveränität,Sovereignty,"In dem Referendum standen vor allem Islands Fischereiressourcen und die nationale Souveränität im Mittelpunkt. Zugleich wurde darüber gestritten, wie der Inselstaat seine Sicherheit künftig gewährleisten soll.",2026-08-30
muslimischen,muslim,"Modschtaba Chamenei bezeichnet die USA und Israel als Feinde der muslimischen Welt. Während Teheran Geschlossenheit fordert, leidet die iranische Wirtschaft unter Krieg, Sanktionen und Handelseinbrüchen.",2026-08-30
erforderlich,foodstuffs,"Londons Erklärung, Kyjiw erhalte eine Produktionslizenz für britische Storm-Shadow-Raketen, sorgt für Drohungen aus Moskau. Was ist für eine Serienproduktion in der Ukraine erforderlich und wie schnell kann sie beginnen?",2026-08-30
unterworfen,law enforcement.,Starlink ist in Vietnam gestartet. Der Satellitendienst soll abgelegene Regionen besser mit dem Internet verbinden. Doch trotz neuer Zugangsmöglichkeiten bleibt die Nutzung den strengen Regeln des Staates unterworfen.,2026-08-30
abgelegene,remote,Starlink ist in Vietnam gestartet. Der Satellitendienst soll abgelegene Regionen besser mit dem Internet verbinden. Doch trotz neuer Zugangsmöglichkeiten bleibt die Nutzung den strengen Regeln des Staates unterworfen.,2026-08-30
gestritten,disputed,"In dem Referendum standen vor allem Islands Fischereiressourcen und die nationale Souveränität im Mittelpunkt. Zugleich wurde darüber gestritten, wie der Inselstaat seine Sicherheit künftig gewährleisten soll.",2026-08-30
lagerhaus,Warehouse,Bei einem russischen Drohnenangriff auf ein Lagerhaus nahe der ukrainischen Hauptstadt Kyjiw sind mindestens 37 Menschen ums Leben gekommen. Offenbar war ‌in dem ⁠Gebäude ⁠Munition untergebracht.,2026-08-30
