German,English,Context,Date
queerfeindlichkeit,queer hostility,Es ist eine der größten Veranstaltungen dieser Art in Europa. Die Parade zum Christopher Street Day in Köln setzt mit ihrer Buntheit Zeichen gegen die zunehmende Queerfeindlichkeit. Ein Minister ist zum ersten Mal dabei.,2026-07-06
unabhängigkeitstag,Independence Day (United States),Anlass der persönlichen Telefonate war der 250. Unabhängigkeitstag der USA. Doch es ging auch um den russischen Angriffskrieg in der Ukraine. Dabei wiederholte US-Präsident Trump sein früheres Angebot.,2026-07-06
naturschutzgebiete,Nature reserves,"Der deutsche Hambacher Wald wird vor Kohleabbau geschützt. Gleichzeitig zerstören die USA unter Donald Trump immer mehr Naturschutzgebiete für Öl, Gas und private Interessen.",2026-07-06
ausnahmezustand,Ausnahmezustand (State of Emergency),Ausnahmezustand in Ankara: Beim anstehenden NATO-Gipfel will die Türkei weit mehr sein als nur Gastgeberin. Sie pocht auf mehr Mitsprache und zeigt ihre Rüstungsmacht.,2026-07-06
subventionierte,subsidised,"Wer in Ägypten arm ist, erhält bislang oft staatlich subventionierte Lebensmittel. Nun plant die Regierung, dieses System schrittweise durch gezieltere Bargeldhilfen zu ersetzen. Funktioniert das Modell?",2026-07-06
schwiegersohns,son-in-law,In Albanien haben Zehntausende Menschen gegen ein Luxus-Bauprojekt des Trump-Schwiegersohns Jared Kushner demonstriert. Der Protest weitet sich stetig aus und richtet sich längst auch gegen Regierungschef Edi Rama.,2026-07-06
diskreditierte,discredited,"In einer Rede zum 250-jährigen Bestehen der USA hat Präsident Trump das Land und sich selbst gelobt. Zugleich diskreditierte er die oppositionellen Demokraten pauschal als ""Kommunisten"" und Gefahr für die Freiheit.",2026-07-06
rüstungsmacht,armaments power,Ausnahmezustand in Ankara: Beim anstehenden NATO-Gipfel will die Türkei weit mehr sein als nur Gastgeberin. Sie pocht auf mehr Mitsprache und zeigt ihre Rüstungsmacht.,2026-07-06
gruppierungen,Group,"Kurz vor dem NATO-Gipfel haben türkische Behörden Journalisten, Wissenschaftler und Mitglieder linker Gruppierungen festgenommen. Mehrere Menschen sterben bei russischen Angriffen auf Kyjiw. Der DW-Nachrichtenüberblick.",2026-07-06
bargeldhilfen,cash assistance,"Wer in Ägypten arm ist, erhält bislang oft staatlich subventionierte Lebensmittel. Nun plant die Regierung, dieses System schrittweise durch gezieltere Bargeldhilfen zu ersetzen. Funktioniert das Modell?",2026-07-06
funktioniert,and tablets,"Wer in Ägypten arm ist, erhält bislang oft staatlich subventionierte Lebensmittel. Nun plant die Regierung, dieses System schrittweise durch gezieltere Bargeldhilfen zu ersetzen. Funktioniert das Modell?",2026-07-06
gastgeberin,Host,Ausnahmezustand in Ankara: Beim anstehenden NATO-Gipfel will die Türkei weit mehr sein als nur Gastgeberin. Sie pocht auf mehr Mitsprache und zeigt ihre Rüstungsmacht.,2026-07-06
christopher,christopher,Es ist eine der größten Veranstaltungen dieser Art in Europa. Die Parade zum Christopher Street Day in Köln setzt mit ihrer Buntheit Zeichen gegen die zunehmende Queerfeindlichkeit. Ein Minister ist zum ersten Mal dabei.,2026-07-06
kommunisten,communists,"In einer Rede zum 250-jährigen Bestehen der USA hat Präsident Trump das Land und sich selbst gelobt. Zugleich diskreditierte er die oppositionellen Demokraten pauschal als ""Kommunisten"" und Gefahr für die Freiheit.",2026-07-06
mitsprache,Participation,Ausnahmezustand in Ankara: Beim anstehenden NATO-Gipfel will die Türkei weit mehr sein als nur Gastgeberin. Sie pocht auf mehr Mitsprache und zeigt ihre Rüstungsmacht.,2026-07-06
bauprojekt,Building project,In Albanien haben Zehntausende Menschen gegen ein Luxus-Bauprojekt des Trump-Schwiegersohns Jared Kushner demonstriert. Der Protest weitet sich stetig aus und richtet sich längst auch gegen Regierungschef Edi Rama.,2026-07-06
telefonate,Telephone calls,Anlass der persönlichen Telefonate war der 250. Unabhängigkeitstag der USA. Doch es ging auch um den russischen Angriffskrieg in der Ukraine. Dabei wiederholte US-Präsident Trump sein früheres Angebot.,2026-07-06
gezieltere,more targeted,"Wer in Ägypten arm ist, erhält bislang oft staatlich subventionierte Lebensmittel. Nun plant die Regierung, dieses System schrittweise durch gezieltere Bargeldhilfen zu ersetzen. Funktioniert das Modell?",2026-07-06
kohleabbau,coal mining,"Der deutsche Hambacher Wald wird vor Kohleabbau geschützt. Gleichzeitig zerstören die USA unter Donald Trump immer mehr Naturschutzgebiete für Öl, Gas und private Interessen.",2026-07-06
staatlich,STATE,"Wer in Ägypten arm ist, erhält bislang oft staatlich subventionierte Lebensmittel. Nun plant die Regierung, dieses System schrittweise durch gezieltere Bargeldhilfen zu ersetzen. Funktioniert das Modell?",2026-07-06
hambacher,hambacher,"Der deutsche Hambacher Wald wird vor Kohleabbau geschützt. Gleichzeitig zerstören die USA unter Donald Trump immer mehr Naturschutzgebiete für Öl, Gas und private Interessen.",2026-07-06
geschützt,protected,"Der deutsche Hambacher Wald wird vor Kohleabbau geschützt. Gleichzeitig zerstören die USA unter Donald Trump immer mehr Naturschutzgebiete für Öl, Gas und private Interessen.",2026-07-06
zerstören,do I not destroy ?,"Der deutsche Hambacher Wald wird vor Kohleabbau geschützt. Gleichzeitig zerstören die USA unter Donald Trump immer mehr Naturschutzgebiete für Öl, Gas und private Interessen.",2026-07-06
