German,English,Context,Date
geschlechterkonflikt,gender conflict,"Junge Männer mit alten Vorstellungen: Eine Studie zeigt, dass ein Teil der Gen Z überraschend konservativ denkt und alte Rollenbilder befürwortet. Treibt Social Media junge Menschen in einen Geschlechterkonflikt?",2026-03-06
durchhalteparolen,perseverance slogans,Israels Armee attackiert ein weiteres Mal Ziele im Iran. Auch Stellungen im Libanon werden angegriffen. Gleichzeitig fliegen abermals Raketen auf Israel. Aus den USA kommen Durchhalteparolen.,2026-03-06
urlaubswirtschaft,holiday economy,Der Iran-Krieg bremst die Urlaubswirtschaft auf der arabischen Halbinsel aus. Die erlebte zuletzt einen enormen Aufschwung und verzeichnete immer neue Rekorde.,2026-03-06
deutschlandtrend,germany trend,Drei Viertel der Deutschen fühlen sich von der Weltlage bedroht und machen sich große Sorgen. Das geht aus dem aktuellen ARD-Deutschlandtrend hervor.,2026-03-06
gefängnisstrafe,imprisonment,"Er ging mit einem Messer auf einen Touristen los, der das Holocaust-Mahnmal in Deutschlands Hauptstadt Berlin besuchte. Nun fiel das Urteil: Der angeklagte Syrer muss eine lange Gefängnisstrafe verbüßen.",2026-03-06
südeuropäische,southern European,"Das südeuropäische Land wird mit Drohungen des US-Präsidenten überzogen, nachdem es seine Basen im Irankrieg für das US-Militär sperrte. Doch die meisten Spanier stehen hinter dem strikten Kurs ihres Premiers.",2026-03-06
volkskongress,people's Congress,Das neue vom Nationalen Volkskongress in China ausgegebene Wachstumsziel fällt so niedrig aus wie seit 1991 nicht mehr. Ein Grund ist die schwache Nachfrage im Inland. Für die Streitkräfte gibt es dennoch mehr Geld.,2026-03-06
wachstumsziel,growth target,Das neue vom Nationalen Volkskongress in China ausgegebene Wachstumsziel fällt so niedrig aus wie seit 1991 nicht mehr. Ein Grund ist die schwache Nachfrage im Inland. Für die Streitkräfte gibt es dennoch mehr Geld.,2026-03-06
vorstellungen,Introductions,"Junge Männer mit alten Vorstellungen: Eine Studie zeigt, dass ein Teil der Gen Z überraschend konservativ denkt und alte Rollenbilder befürwortet. Treibt Social Media junge Menschen in einen Geschlechterkonflikt?",2026-03-06
streitkräfte,Armed forces,Das neue vom Nationalen Volkskongress in China ausgegebene Wachstumsziel fällt so niedrig aus wie seit 1991 nicht mehr. Ein Grund ist die schwache Nachfrage im Inland. Für die Streitkräfte gibt es dennoch mehr Geld.,2026-03-06
beschneidung,Circumcision,Erstmals seit dem US-Angriff auf den Iran hat die Regierung deutsche Bürger aus der Region ausfliegen lassen. Im US-Senat ist eine Resolution zur Beschneidung von Trumps Befugnissen gescheitert. Das Wichtigste in Kürze.,2026-03-06
überraschend,Surprisingly,"Junge Männer mit alten Vorstellungen: Eine Studie zeigt, dass ein Teil der Gen Z überraschend konservativ denkt und alte Rollenbilder befürwortet. Treibt Social Media junge Menschen in einen Geschlechterkonflikt?",2026-03-06
rollenbilder,Role models,"Junge Männer mit alten Vorstellungen: Eine Studie zeigt, dass ein Teil der Gen Z überraschend konservativ denkt und alte Rollenbilder befürwortet. Treibt Social Media junge Menschen in einen Geschlechterkonflikt?",2026-03-06
verzeichnete,recorded,Der Iran-Krieg bremst die Urlaubswirtschaft auf der arabischen Halbinsel aus. Die erlebte zuletzt einen enormen Aufschwung und verzeichnete immer neue Rekorde.,2026-03-06
berühmteste,most famous,"Rund sechs Millionen Menschen besuchen jährlich die wohl berühmteste deutsche Kirche, den Kölner Dom. Bislang war das kostenlos. Das soll sich für Touristen nun ändern.",2026-03-06
ausgegebene,issued,Das neue vom Nationalen Volkskongress in China ausgegebene Wachstumsziel fällt so niedrig aus wie seit 1991 nicht mehr. Ein Grund ist die schwache Nachfrage im Inland. Für die Streitkräfte gibt es dennoch mehr Geld.,2026-03-06
befugnissen,making powers.,Erstmals seit dem US-Angriff auf den Iran hat die Regierung deutsche Bürger aus der Region ausfliegen lassen. Im US-Senat ist eine Resolution zur Beschneidung von Trumps Befugnissen gescheitert. Das Wichtigste in Kürze.,2026-03-06
gescheitert,have  failed.,Erstmals seit dem US-Angriff auf den Iran hat die Regierung deutsche Bürger aus der Region ausfliegen lassen. Im US-Senat ist eine Resolution zur Beschneidung von Trumps Befugnissen gescheitert. Das Wichtigste in Kürze.,2026-03-06
konservativ,conservative,"Junge Männer mit alten Vorstellungen: Eine Studie zeigt, dass ein Teil der Gen Z überraschend konservativ denkt und alte Rollenbilder befürwortet. Treibt Social Media junge Menschen in einen Geschlechterkonflikt?",2026-03-06
befürwortet,championed,"Junge Männer mit alten Vorstellungen: Eine Studie zeigt, dass ein Teil der Gen Z überraschend konservativ denkt und alte Rollenbilder befürwortet. Treibt Social Media junge Menschen in einen Geschlechterkonflikt?",2026-03-06
nationalen,national,Das neue vom Nationalen Volkskongress in China ausgegebene Wachstumsziel fällt so niedrig aus wie seit 1991 nicht mehr. Ein Grund ist die schwache Nachfrage im Inland. Für die Streitkräfte gibt es dennoch mehr Geld.,2026-03-06
hauptstadt,capital,"Er ging mit einem Messer auf einen Touristen los, der das Holocaust-Mahnmal in Deutschlands Hauptstadt Berlin besuchte. Nun fiel das Urteil: Der angeklagte Syrer muss eine lange Gefängnisstrafe verbüßen.",2026-03-06
angeklagte,DEFENDANT,"Er ging mit einem Messer auf einen Touristen los, der das Holocaust-Mahnmal in Deutschlands Hauptstadt Berlin besuchte. Nun fiel das Urteil: Der angeklagte Syrer muss eine lange Gefängnisstrafe verbüßen.",2026-03-06
attackiert,Attacks,Israels Armee attackiert ein weiteres Mal Ziele im Iran. Auch Stellungen im Libanon werden angegriffen. Gleichzeitig fliegen abermals Raketen auf Israel. Aus den USA kommen Durchhalteparolen.,2026-03-06
