German,English,Context,Date
lebensmittelversorgung,Food Supplies,Die Ortschaft Oleschky im besetzten Teil der Region Cherson ist seit über drei Monaten von der Lebensmittelversorgung abgeschnitten. Kyjiw hat ohne Erfolg mit Moskau über die Evakuierung der Zivilbevölkerung verhandelt.,2026-09-23
lebenshaltungskosten,Living costs,"27 Parteien treten bei der Parlamentswahl in Marokko an. Es geht um Jobs, Lebenshaltungskosten und politische Beteiligung der Jugend. Doch bei manchen Fragen hat das Parlament nur begrenzten Einfluss.",2026-09-23
zivilbevölkerung,civilian population,Die Ortschaft Oleschky im besetzten Teil der Region Cherson ist seit über drei Monaten von der Lebensmittelversorgung abgeschnitten. Kyjiw hat ohne Erfolg mit Moskau über die Evakuierung der Zivilbevölkerung verhandelt.,2026-09-23
abgeschnitten,cut off.,Die Ortschaft Oleschky im besetzten Teil der Region Cherson ist seit über drei Monaten von der Lebensmittelversorgung abgeschnitten. Kyjiw hat ohne Erfolg mit Moskau über die Evakuierung der Zivilbevölkerung verhandelt.,2026-09-23
begründungen,justifications,"Xi Jinping, Wladimir Putin, Friedrich Merz, Giorgia Meloni, Mahmud Abbas: Mehr als 50 Staats- und Regierungschefs fehlen bei der UN-Generalversammlung in New York. Die Begründungen unterscheiden sich stark.",2026-09-23
bundesspitze,waistband lace,Die Linke in Berlin möchte mit SPD und Grünen zusammen regieren. Aber sie steht in der Kritik. Die SPD-Bundesspitze reagiert. In den USA wird Chinas Präsident Xi erwartet. Der DW-Nachrichtenüberblick.,2026-09-23
investierte,invested,"Er war einer der ersten Unterstützer von Donald Trump, investierte früh in Facebook und ist einer der reichsten und einflussreichsten Menschen der Welt. Und er hält Demokratie und Freiheit für unvereinbar.",2026-09-23
unvereinbar,Incompatible.,"Er war einer der ersten Unterstützer von Donald Trump, investierte früh in Facebook und ist einer der reichsten und einflussreichsten Menschen der Welt. Und er hält Demokratie und Freiheit für unvereinbar.",2026-09-23
verhandelt,Negotiated,Die Ortschaft Oleschky im besetzten Teil der Region Cherson ist seit über drei Monaten von der Lebensmittelversorgung abgeschnitten. Kyjiw hat ohne Erfolg mit Moskau über die Evakuierung der Zivilbevölkerung verhandelt.,2026-09-23
olympische,OLYMPIC,"München, Berlin oder die Region Köln-Rhein-Ruhr? Deutschland möchte 2036, 2040 oder 2044 wieder Olympische Spiele ausrichten. Drei Kandidaten stellen sich zur Wahl, eine Stadt gilt als leichter Favorit.",2026-09-23
ortschaft,Town/City,Die Ortschaft Oleschky im besetzten Teil der Region Cherson ist seit über drei Monaten von der Lebensmittelversorgung abgeschnitten. Kyjiw hat ohne Erfolg mit Moskau über die Evakuierung der Zivilbevölkerung verhandelt.,2026-09-23
oleschky,oleschky,Die Ortschaft Oleschky im besetzten Teil der Region Cherson ist seit über drei Monaten von der Lebensmittelversorgung abgeschnitten. Kyjiw hat ohne Erfolg mit Moskau über die Evakuierung der Zivilbevölkerung verhandelt.,2026-09-23
versorgt,BOOSTER.,"Die Eisenbahn ist eine Lebensader der Ukraine: Sie bringt Menschen in Sicherheit, versorgt das Land und hält wichtige Handelswege offen. Russland greift deshalb immer häufiger Lokomotiven und Bahnhöfe an.",2026-09-23
bahnhöfe,Stations,"Die Eisenbahn ist eine Lebensader der Ukraine: Sie bringt Menschen in Sicherheit, versorgt das Land und hält wichtige Handelswege offen. Russland greift deshalb immer häufiger Lokomotiven und Bahnhöfe an.",2026-09-23
leichter,Lightering,"München, Berlin oder die Region Köln-Rhein-Ruhr? Deutschland möchte 2036, 2040 oder 2044 wieder Olympische Spiele ausrichten. Drei Kandidaten stellen sich zur Wahl, eine Stadt gilt als leichter Favorit.",2026-09-23
