German,English,Context,Date
sicherheitszusagen,pledges of security,"Iranische Angriffe haben in der Golfregion Zweifel an amerikanischen Sicherheitszusagen verstärkt. Da die Region nicht zuletzt wirtschaftlich auf Stabilität angewiesen ist, prüfen ihre Staaten vorsichtig neue Optionen.",2026-03-18
klimaneutralität,Klimaneutralität // Climate neutrality,"Vor einem Jahr gab der Deutsche Bundestag ein 500 Milliarden Euro schweres Paket für Infrastruktur und Klimaneutralität frei. Zwei Studien schüren nun Zweifel, ob die Gelder korrekt von der Regierung eingesetzt werden.",2026-03-18
amerikanischen,American,"Iranische Angriffe haben in der Golfregion Zweifel an amerikanischen Sicherheitszusagen verstärkt. Da die Region nicht zuletzt wirtschaftlich auf Stabilität angewiesen ist, prüfen ihre Staaten vorsichtig neue Optionen.",2026-03-18
wirtschaftlich,financial,"Iranische Angriffe haben in der Golfregion Zweifel an amerikanischen Sicherheitszusagen verstärkt. Da die Region nicht zuletzt wirtschaftlich auf Stabilität angewiesen ist, prüfen ihre Staaten vorsichtig neue Optionen.",2026-03-18
ausschließlich,only,"Die radikalen Islamisten, die seit 2021 wieder in Afghanistan an der Macht sind, erheben schwere Vorwürfe gegen Pakistan. Die dortige Regierung erklärt indes, sie habe ausschließlich militärische Ziele attackiert.",2026-03-18
kommunistische,communist,Der US-Präsident erhöht den Druck auf die kommunistische Führung des Karibikstaates - mit drastischen und abschätzigen Worten. Währenddessen hat Kuba schon wieder mit einem Blackout zu kämpfen - diesmal sogar inselweit.,2026-03-18
karibikstaates,caribbean state,Der US-Präsident erhöht den Druck auf die kommunistische Führung des Karibikstaates - mit drastischen und abschätzigen Worten. Währenddessen hat Kuba schon wieder mit einem Blackout zu kämpfen - diesmal sogar inselweit.,2026-03-18
unionsparteien,union parties,"Offiziell lehnen die Unionsparteien in Deutschland Kooperationen mit der teilweise rechtsextremen AfD ab. Zugleich wird diskutiert, ob diese Abgrenzung politisch tatsächlich Bestand hat.",2026-03-18
preisgekröntes,Award winning,"Der Gewinner des Leipziger Buchpreises zur Europäischen Verständigung 2026, Miljenko Jergovic, spricht mit der DW über sein preisgekröntes neustes Buch, Nationalismus auf dem Balkan und den globalen Rechtsruck.",2026-03-18
infrastruktur,Infrastructure,"Vor einem Jahr gab der Deutsche Bundestag ein 500 Milliarden Euro schweres Paket für Infrastruktur und Klimaneutralität frei. Zwei Studien schüren nun Zweifel, ob die Gelder korrekt von der Regierung eingesetzt werden.",2026-03-18
währenddessen,"At the same time, she",Der US-Präsident erhöht den Druck auf die kommunistische Führung des Karibikstaates - mit drastischen und abschätzigen Worten. Währenddessen hat Kuba schon wieder mit einem Blackout zu kämpfen - diesmal sogar inselweit.,2026-03-18
kooperationen,Collaborations,"Offiziell lehnen die Unionsparteien in Deutschland Kooperationen mit der teilweise rechtsextremen AfD ab. Zugleich wird diskutiert, ob diese Abgrenzung politisch tatsächlich Bestand hat.",2026-03-18
bundesagentur,federal Agency,"Rathäuser, Ministerien, Konzerne: Viele nutzen Software aus den USA und sind damit über den US-Cloud-Act politisch erpressbar. Die Bundesagentur ZendiS will dafür Lösungen finden.",2026-03-18
verständigung,Communication,"Der Gewinner des Leipziger Buchpreises zur Europäischen Verständigung 2026, Miljenko Jergovic, spricht mit der DW über sein preisgekröntes neustes Buch, Nationalismus auf dem Balkan und den globalen Rechtsruck.",2026-03-18
nationalismus,Nationalism,"Der Gewinner des Leipziger Buchpreises zur Europäischen Verständigung 2026, Miljenko Jergovic, spricht mit der DW über sein preisgekröntes neustes Buch, Nationalismus auf dem Balkan und den globalen Rechtsruck.",2026-03-18
abschätzigen,disparage,Der US-Präsident erhöht den Druck auf die kommunistische Führung des Karibikstaates - mit drastischen und abschätzigen Worten. Währenddessen hat Kuba schon wieder mit einem Blackout zu kämpfen - diesmal sogar inselweit.,2026-03-18
italienische,Italian,Die italienische Großbank Unicredit möchte die deutsche Commerzbank übernehmen und erhöht den Druck. Welche Strategie verfolgen die Italiener? Und haben sie Aussicht auf Erfolg?,2026-03-18
europäischen,the European,"Der Gewinner des Leipziger Buchpreises zur Europäischen Verständigung 2026, Miljenko Jergovic, spricht mit der DW über sein preisgekröntes neustes Buch, Nationalismus auf dem Balkan und den globalen Rechtsruck.",2026-03-18
