German,English,Context,Date
brandbeschleuniger,fire accelerator,"Die SPD rutscht immer tiefer in die Krise - angetrieben von der Angst vor einem existenziellen Bedeutungsverlust. Lässt sich der Absturz noch bremsen, oder werden die Landtagswahlen zum Brandbeschleuniger?",2026-09-01
bedeutungsverlust,loss of consciousness for the importance of objects,"Die SPD rutscht immer tiefer in die Krise - angetrieben von der Angst vor einem existenziellen Bedeutungsverlust. Lässt sich der Absturz noch bremsen, oder werden die Landtagswahlen zum Brandbeschleuniger?",2026-09-01
russischstämmiger,russian-born,"Ein russischstämmiger Unternehmer leitet den Investitionsfonds, der die sogenannte ""Trump-Route"" im Südkaukasus finanziert. Doch wer ist Konstantin Sokolov - und welche Rolle spielt er?",2026-09-01
investitionsfonds,investment fund,"Ein russischstämmiger Unternehmer leitet den Investitionsfonds, der die sogenannte ""Trump-Route"" im Südkaukasus finanziert. Doch wer ist Konstantin Sokolov - und welche Rolle spielt er?",2026-09-01
sicherheitsmodell,Security Model.,Nigers Streitkräfte und Russlands Afrikakorps: Nach dem gescheiterten Putsch in Niamey wird das Land zum Testfall für das Sicherheitsmodell der Allianz der Sahelstaaten. Wie weit reicht die Abhängigkeit von Moskau?,2026-09-01
regierungspartei,governing party,"Es gab Zeiten, da wählte jeder zweite Bundesbürger die SPD. Inzwischen kämpft die Regierungspartei gegen den Abstieg. Der Frust in der Partei ist groß, und das war auf dem Parteitag in Berlin deutlich zu spüren.",2026-09-01
kraftwerkstunnel,power plant tunnel,In der Nacht vor Beginn des neuen Schuljahrs hat Russland die Ukraine vielerorts angegriffen. In Nepal suchen Rettungskräfte nach Vermissten in einem Kraftwerkstunnel. Der DW-Nachrichtenüberblick.,2026-09-01
existenziellen,existential,"Die SPD rutscht immer tiefer in die Krise - angetrieben von der Angst vor einem existenziellen Bedeutungsverlust. Lässt sich der Absturz noch bremsen, oder werden die Landtagswahlen zum Brandbeschleuniger?",2026-09-01
voraussetzung,Requirements,Nach den jüngsten gegenseitigen Angriffen wirbt Irans Präsident Peseschkian für eine Rückkehr zum Abkommen vom Juni. Voraussetzung seien entsprechende Schritte der US-Regierung.,2026-09-01
finanztreffen,financial meetings,Einzelne Reporter großer US-Medien erhalten keinen Zugang zum G20-Finanztreffen in Asheville. Die Bundesregierung intervenierte bereits bei der US-Regierung.,2026-09-01
intervenierte,intervened,Einzelne Reporter großer US-Medien erhalten keinen Zugang zum G20-Finanztreffen in Asheville. Die Bundesregierung intervenierte bereits bei der US-Regierung.,2026-09-01
bundesbürger,german citizen,"Es gab Zeiten, da wählte jeder zweite Bundesbürger die SPD. Inzwischen kämpft die Regierungspartei gegen den Abstieg. Der Frust in der Partei ist groß, und das war auf dem Parteitag in Berlin deutlich zu spüren.",2026-09-01
sahelstaaten,sahel States,Nigers Streitkräfte und Russlands Afrikakorps: Nach dem gescheiterten Putsch in Niamey wird das Land zum Testfall für das Sicherheitsmodell der Allianz der Sahelstaaten. Wie weit reicht die Abhängigkeit von Moskau?,2026-09-01
angetrieben,driven through,"Die SPD rutscht immer tiefer in die Krise - angetrieben von der Angst vor einem existenziellen Bedeutungsverlust. Lässt sich der Absturz noch bremsen, oder werden die Landtagswahlen zum Brandbeschleuniger?",2026-09-01
desaströsen,disastrous,"Über Jahrzehnte war die älteste Partei Deutschlands eine feste politische Größe. Inzwischen kämpft die SPD um ihre politische Bedeutung, zuletzt nach dem desaströsen Ergebnis bei der Landtagswahl in Baden-Württemberg.",2026-09-01
peseschkian,peseschkian,Nach den jüngsten gegenseitigen Angriffen wirbt Irans Präsident Peseschkian für eine Rückkehr zum Abkommen vom Juni. Voraussetzung seien entsprechende Schritte der US-Regierung.,2026-09-01
afrikakorps,african corps,Nigers Streitkräfte und Russlands Afrikakorps: Nach dem gescheiterten Putsch in Niamey wird das Land zum Testfall für das Sicherheitsmodell der Allianz der Sahelstaaten. Wie weit reicht die Abhängigkeit von Moskau?,2026-09-01
schuljahrs,school year,In der Nacht vor Beginn des neuen Schuljahrs hat Russland die Ukraine vielerorts angegriffen. In Nepal suchen Rettungskräfte nach Vermissten in einem Kraftwerkstunnel. Der DW-Nachrichtenüberblick.,2026-09-01
vielerorts,in many places,In der Nacht vor Beginn des neuen Schuljahrs hat Russland die Ukraine vielerorts angegriffen. In Nepal suchen Rettungskräfte nach Vermissten in einem Kraftwerkstunnel. Der DW-Nachrichtenüberblick.,2026-09-01
vermissten,missing,In der Nacht vor Beginn des neuen Schuljahrs hat Russland die Ukraine vielerorts angegriffen. In Nepal suchen Rettungskräfte nach Vermissten in einem Kraftwerkstunnel. Der DW-Nachrichtenüberblick.,2026-09-01
konstantin,Konstantin,"Ein russischstämmiger Unternehmer leitet den Investitionsfonds, der die sogenannte ""Trump-Route"" im Südkaukasus finanziert. Doch wer ist Konstantin Sokolov - und welche Rolle spielt er?",2026-09-01
ergebnis,result,"Über Jahrzehnte war die älteste Partei Deutschlands eine feste politische Größe. Inzwischen kämpft die SPD um ihre politische Bedeutung, zuletzt nach dem desaströsen Ergebnis bei der Landtagswahl in Baden-Württemberg.",2026-09-01
rückkehr,Return,Nach den jüngsten gegenseitigen Angriffen wirbt Irans Präsident Peseschkian für eine Rückkehr zum Abkommen vom Juni. Voraussetzung seien entsprechende Schritte der US-Regierung.,2026-09-01
schritte,steps,Nach den jüngsten gegenseitigen Angriffen wirbt Irans Präsident Peseschkian für eine Rückkehr zum Abkommen vom Juni. Voraussetzung seien entsprechende Schritte der US-Regierung.,2026-09-01
einzelne,Individual,Einzelne Reporter großer US-Medien erhalten keinen Zugang zum G20-Finanztreffen in Asheville. Die Bundesregierung intervenierte bereits bei der US-Regierung.,2026-09-01
