German,English,Context,Date
steuererleichterungen,Tax relief,Der Iran-Krieg sorgt für Unsicherheit an den Märkten. Doch die Türkei nutzt das Momentum und setzt mit großzügigen Steuererleichterungen auf ausländische Investoren und Kapital.,2026-05-18
bundesinnenminister,federal Minister of the Interior,Taiwan sorgt sich nach dem Besuch von US-Präsident Trump in China um den weiteren Beistand Washingtons. Bundesinnenminister Dobrindt will den Zivilschutz für den Kriegsfall massiv ausbauen. Der DW-Nachrichtenüberblick.,2026-05-18
bildungsdefizite,educational deficits,"Deutschland landet beim Wohlbefinden von Kindern nur auf Platz 25. Unicef kritisiert hohe Kinderarmut, Bildungsdefizite und große soziale Ungleichheit.",2026-05-18
drohnenangriffen,drone strikes,Bei ukrainischen Drohnenangriffen auf Russland sterben laut Behörden mindestens vier Menschen. Moskau erlebt den schwersten Angriff seit über einem Jahr. Russland hatte Kyjiw letzte Woche ebenfalls massiv beschossen.,2026-05-18
medienberichten,media messages,Die USA und Israel bereiten sich laut Medienberichten auf eine mögliche Wiederaufnahme ihrer Angriffe gegen Iran vor. US-Präsident Trump warnt Teheran ein weiteres Mal vor Zerstörung. Irans Militär kontert verbal.,2026-05-18
behördenangaben,authorities' information,Der Angriff auf die Energieanlage Barakah verschärft die ohnehin angespannte Lage im Nahen Osten. Nach Behördenangaben bestand für das Atomkraftwerk keine Gefahr - die Sorge vor einer weiteren Eskalation wächst dennoch.,2026-05-18
menschenrechte,Human Rights,Die Bilanz von Amnesty International im neuen Jahresbericht: In rund 140 Ländern wurden Menschenrechte verletzt. Die Organisation warnt vor der Erosion der Weltordnung und ruft zu ihrer Verteidigung auf.,2026-05-18
alarmierenden,alarming,Amnesty International hat 2025 weltweit mindestens 2707 Hinrichtungen registriert. Die tatsächliche Zahl dürfte deutlich höher liegen. Trotz der alarmierenden Entwicklung sieht die Organisation auch Fortschritte.,2026-05-18
energieanlage,energy plant,Der Angriff auf die Energieanlage Barakah verschärft die ohnehin angespannte Lage im Nahen Osten. Nach Behördenangaben bestand für das Atomkraftwerk keine Gefahr - die Sorge vor einer weiteren Eskalation wächst dennoch.,2026-05-18
atomkraftwerk,nuclear power plant,Der Angriff auf die Energieanlage Barakah verschärft die ohnehin angespannte Lage im Nahen Osten. Nach Behördenangaben bestand für das Atomkraftwerk keine Gefahr - die Sorge vor einer weiteren Eskalation wächst dennoch.,2026-05-18
wohnungsmarkt,Residential market,"Die Krise auf dem Wohnungsmarkt verschärft soziale Ungleichheit: Besonders Zugewanderte finden schwer bezahlbare Wohnungen - mit Folgen für Integration, Bildung und Arbeitsmarkt.",2026-05-18
tatsächliche,Actual,Amnesty International hat 2025 weltweit mindestens 2707 Hinrichtungen registriert. Die tatsächliche Zahl dürfte deutlich höher liegen. Trotz der alarmierenden Entwicklung sieht die Organisation auch Fortschritte.,2026-05-18
fortschritte,progress,Amnesty International hat 2025 weltweit mindestens 2707 Hinrichtungen registriert. Die tatsächliche Zahl dürfte deutlich höher liegen. Trotz der alarmierenden Entwicklung sieht die Organisation auch Fortschritte.,2026-05-18
wohlbefinden,Well-being,"Deutschland landet beim Wohlbefinden von Kindern nur auf Platz 25. Unicef kritisiert hohe Kinderarmut, Bildungsdefizite und große soziale Ungleichheit.",2026-05-18
ungleichheit,Inequality,"Deutschland landet beim Wohlbefinden von Kindern nur auf Platz 25. Unicef kritisiert hohe Kinderarmut, Bildungsdefizite und große soziale Ungleichheit.",2026-05-18
ausländische,Foreign,Der Iran-Krieg sorgt für Unsicherheit an den Märkten. Doch die Türkei nutzt das Momentum und setzt mit großzügigen Steuererleichterungen auf ausländische Investoren und Kapital.,2026-05-18
zugewanderte,immigrant,"Die Krise auf dem Wohnungsmarkt verschärft soziale Ungleichheit: Besonders Zugewanderte finden schwer bezahlbare Wohnungen - mit Folgen für Integration, Bildung und Arbeitsmarkt.",2026-05-18
arbeitsmarkt,Labour market,"Die Krise auf dem Wohnungsmarkt verschärft soziale Ungleichheit: Besonders Zugewanderte finden schwer bezahlbare Wohnungen - mit Folgen für Integration, Bildung und Arbeitsmarkt.",2026-05-18
zivilschutz,Civil Defense,Taiwan sorgt sich nach dem Besuch von US-Präsident Trump in China um den weiteren Beistand Washingtons. Bundesinnenminister Dobrindt will den Zivilschutz für den Kriegsfall massiv ausbauen. Der DW-Nachrichtenüberblick.,2026-05-18
kinderarmut,- Child poverty,"Deutschland landet beim Wohlbefinden von Kindern nur auf Platz 25. Unicef kritisiert hohe Kinderarmut, Bildungsdefizite und große soziale Ungleichheit.",2026-05-18
