German,English,Context,Date
aufnahmeverhandlungen,admission negotiations,"Wende in der ungarischen Ukraine-Politik: Der neue Premier Peter Magyar verkündet eine ""historische Einigung"" mit der Ukraine über Minderheitenrechte - und ermöglicht dem Nachbarn, EU-Aufnahmeverhandlungen zu beginnen.",2026-06-06
widerspruchslösung,contradiction solution,"Ein Herz, eine Leber oder eine Niere - viele Deutsche hoffen auf ein lebensrettendes Organ. Hunderte sterben in der Wartezeit. Zum Tag der Organspende wird die Debatte über die Widerspruchslösung lauter.",2026-06-06
reaktorkatastrophe,reactor disaster,Das Umweltministerium wurde 1986 nach der Reaktorkatastrophe von Tschernobyl gegründet. Zum 40-jährigen Bestehen blickt es auf Fortschritte beim Klimaschutz und beim Abbau von Treibhausgasen zurück.,2026-06-06
minderheitenrechte,minority rights,"Wende in der ungarischen Ukraine-Politik: Der neue Premier Peter Magyar verkündet eine ""historische Einigung"" mit der Ukraine über Minderheitenrechte - und ermöglicht dem Nachbarn, EU-Aufnahmeverhandlungen zu beginnen.",2026-06-06
umweltministerium,Ministry for the Environment,Das Umweltministerium wurde 1986 nach der Reaktorkatastrophe von Tschernobyl gegründet. Zum 40-jährigen Bestehen blickt es auf Fortschritte beim Klimaschutz und beim Abbau von Treibhausgasen zurück.,2026-06-06
innenpolitischen,domestic,Kurz vor Eröffnung der Fußball-WM steht Gastgeberland Mexiko vor einer innenpolitischen Zerreißprobe. Protestierende Lehrkräfte halten die zentrale Fanmeile besetzt. Mexiko-Stadt schwankt zwischen Frust und Verständnis.,2026-06-06
gesprächsangebot,conversation offer,Nach einem Gesprächsangebot des ukrainischen Präsidenten lehnt Russlands Machthaber Putin ab. Der Iran und die USA haben sich trotz Waffenruhe wieder gegenseitig angegriffen. Der DW-Nachrichtenüberblick.,2026-06-06
dienstleistungen,Services,"Vor allem in der Industrie und bei Dienstleistungen hat sich Künstliche Intelligenz etabliert. Experten erwarten eine weitere Beschleunigung des Trends, da die Technologie leistungsfähiger und einfacher nutzbar wird.",2026-06-06
leistungsfähiger,Powerful,"Vor allem in der Industrie und bei Dienstleistungen hat sich Künstliche Intelligenz etabliert. Experten erwarten eine weitere Beschleunigung des Trends, da die Technologie leistungsfähiger und einfacher nutzbar wird.",2026-06-06
lebensrettendes,life-saving,"Ein Herz, eine Leber oder eine Niere - viele Deutsche hoffen auf ein lebensrettendes Organ. Hunderte sterben in der Wartezeit. Zum Tag der Organspende wird die Debatte über die Widerspruchslösung lauter.",2026-06-06
treibhausgasen,EMISSIONS,Das Umweltministerium wurde 1986 nach der Reaktorkatastrophe von Tschernobyl gegründet. Zum 40-jährigen Bestehen blickt es auf Fortschritte beim Klimaschutz und beim Abbau von Treibhausgasen zurück.,2026-06-06
waffensystemen,weapons systems,"Eine Zeitung in Deutschland veröffentlicht eine Liste mit den US-Waffensystemen, die der NATO entzogen werden sollen: Die Bundesregierung gibt sich erst einmal gelassen.",2026-06-06
protestierende,protesting,Kurz vor Eröffnung der Fußball-WM steht Gastgeberland Mexiko vor einer innenpolitischen Zerreißprobe. Protestierende Lehrkräfte halten die zentrale Fanmeile besetzt. Mexiko-Stadt schwankt zwischen Frust und Verständnis.,2026-06-06
beschleunigung,Acceleration,"Vor allem in der Industrie und bei Dienstleistungen hat sich Künstliche Intelligenz etabliert. Experten erwarten eine weitere Beschleunigung des Trends, da die Technologie leistungsfähiger und einfacher nutzbar wird.",2026-06-06
gastgeberland,Host Nation,Kurz vor Eröffnung der Fußball-WM steht Gastgeberland Mexiko vor einer innenpolitischen Zerreißprobe. Protestierende Lehrkräfte halten die zentrale Fanmeile besetzt. Mexiko-Stadt schwankt zwischen Frust und Verständnis.,2026-06-06
feministinnen,feminists,Muslima und gleichzeitig Feministin? Für muslimische Feministinnen in der Türkei ist das kein Widerspruch. Sie kämpfen mit religiösen Argumenten gegen Gewalt und Diskriminierung - und für gleiche Rechte.,2026-06-06
zerreißprobe,tear test,Kurz vor Eröffnung der Fußball-WM steht Gastgeberland Mexiko vor einer innenpolitischen Zerreißprobe. Protestierende Lehrkräfte halten die zentrale Fanmeile besetzt. Mexiko-Stadt schwankt zwischen Frust und Verständnis.,2026-06-06
protestwelle,Wave of protests,"In Mexiko ist kurz vor Beginn der Fußball-Weltmeisterschaft eine massive Protestwelle ausgebrochen. Besonders die streikenden Lehrer machen ihrem Ärger gewaltsam Luft und drohen damit, die Spiele zu torpedieren.",2026-06-06
ausgebrochen,broken out,"In Mexiko ist kurz vor Beginn der Fußball-Weltmeisterschaft eine massive Protestwelle ausgebrochen. Besonders die streikenden Lehrer machen ihrem Ärger gewaltsam Luft und drohen damit, die Spiele zu torpedieren.",2026-06-06
organspende,Organ donation,"Ein Herz, eine Leber oder eine Niere - viele Deutsche hoffen auf ein lebensrettendes Organ. Hunderte sterben in der Wartezeit. Zum Tag der Organspende wird die Debatte über die Widerspruchslösung lauter.",2026-06-06
