German,English,Context,Date
sicherheitsbedenken,security or safety concerns,"Ein würdiger Weltmeister, ein Anruf des US-Präsidenten, Sicherheitsbedenken und einige positive Überraschungen. Die Fußball-WM 2026 ist vorbei - doch was bleibt von der größten Weltmeisterschaft aller Zeiten?",2026-07-20
schuldeingeständnis,admission of debt,"Mit dem Schuldeingeständnis von Ismael ""El Mayo"" Zambada steht einer der mächtigsten Drogenbosse Mexikos vor lebenslanger Haft. Doch er ist längst nicht der einzige prominente Mexikaner in US-Gefängnissen.",2026-07-20
unterschiedliche,Different,"Mehr Zusammenarbeit, aber keine Allianz. Der Iran-Krieg verändert die Sicherheitsarchitektur der arabischen Welt. Die Golfstaaten müssen nun enger kooperieren und verfolgen dennoch unterschiedliche Interessen.",2026-07-20
influencerinnen,influencers,"Keine Freunde, kein Dating, kein Problem? Viele Influencerinnen inszenieren soziale Isolation als Lifestyle. Doch Fachleute warnen vor den Folgen.",2026-07-20
überraschungen,Surprises,"Ein würdiger Weltmeister, ein Anruf des US-Präsidenten, Sicherheitsbedenken und einige positive Überraschungen. Die Fußball-WM 2026 ist vorbei - doch was bleibt von der größten Weltmeisterschaft aller Zeiten?",2026-07-20
argentinischen,argentinean,Nach 103 WM-Spielen steht das Finale an - und Trump wird seinen ersten und einzigen WM-Auftritt haben. Dabei muss er jedoch ohne seinen argentinischen Amtskollegen auskommen. Dafür werden nach dem Spiel Ringe verteilt.,2026-07-20
internetportal,Portal (internet),Russische Deserteure müssen mit der Ablehnung ihres Asylantrags und einer Abschiebung nach Russland rechnen. Dort droht ihnen Folter. Ein Betroffener hat der DW und dem Internetportal ASTRA seine Geschichte erzählt.,2026-07-20
europameister,European champions,Spanien ist Fußball-Weltmeister und krönt ein überragendes Turnier mit dem zweiten Titel nach 2010. Der Europameister degradierte auch Lionel Messi zum Statisten.,2026-07-20
geschlechtern,gendered,Eine ultra-orthodox geprägte Stadt will auf zwei Straßen Männer von Frauen trennen. Gleichzeitig ermöglicht die Knesset nach Geschlechtern getrennte Uni-Kurse. Liberalere Israelis sind entsetzt.,2026-07-20
überragendes,outstanding,Spanien ist Fußball-Weltmeister und krönt ein überragendes Turnier mit dem zweiten Titel nach 2010. Der Europameister degradierte auch Lionel Messi zum Statisten.,2026-07-20
