German,English,Context,Date
parteiverbotsverfahren,party Prohibition Proceedings,Kanzler Merz spricht sich gegen ein Parteiverbotsverfahren gegen die AfD aus - aber so ganz sagt er doch nicht nein. Sorgen bereitet ihm nach wie vor die Ausrüstung der Bundeswehr.,2026-08-31
schluchtenlandschaft,canyon landscape,Im weltberühmten Grand Canyon - der gewaltigen Schluchtenlandschaft in den USA - werden nach einer Sturzflut mehrere Wanderer vermisst. Ein Mensch kam in den Wassermassen ums Leben.,2026-08-31
gedenkgottesdiensten,memorial services,Bei Gedenkgottesdiensten in ganz Norwegen haben die Menschen Abschied von König Harald V. genommen. Sein Sohn Haakon VIII. würdigte den Verstorbenen zuvor in seiner ersten Ansprache als neuer König.,2026-08-31
identifizierbar,identifiable,"Viele Opfer der Sturzflut sind nicht mehr identifizierbar. Wegen der schnellen Verwesung werden Tote nun beigesetzt - trotz religiöser Bedenken. Mindestens 919 Menschen kamen ums Leben, fast 4800 werden vermisst.",2026-08-31
verschlechtern,1967 borders.,"Der wirtschaftliche Druck in Russland steigt und offiziellen Umfragen zufolge scheint sich die Stimmung bei den Menschen zu verschlechtern. Die DW hat ihre Nutzer gefragt, wie sie die Lage im Land sehen.",2026-08-31
wassermassen,sea masses,Im weltberühmten Grand Canyon - der gewaltigen Schluchtenlandschaft in den USA - werden nach einer Sturzflut mehrere Wanderer vermisst. Ein Mensch kam in den Wassermassen ums Leben.,2026-08-31
verstorbenen,deceased persons.,Bei Gedenkgottesdiensten in ganz Norwegen haben die Menschen Abschied von König Harald V. genommen. Sein Sohn Haakon VIII. würdigte den Verstorbenen zuvor in seiner ersten Ansprache als neuer König.,2026-08-31
gekenterten,capsized,Die USA sprechen von begrenzten und gezielten Maßnahmen gegen Minenlege-Einheiten im Iran. Der Kapitän des gekenterten Fährschiffs vor Zypern wurde festgenommen. Der DW-Nachrichtenüberblick.,2026-08-31
fährschiffs,ferry,Die USA sprechen von begrenzten und gezielten Maßnahmen gegen Minenlege-Einheiten im Iran. Der Kapitän des gekenterten Fährschiffs vor Zypern wurde festgenommen. Der DW-Nachrichtenüberblick.,2026-08-31
vorgeworfen,accused,"Meta und andere Social-Media-Plattformen werden mit Klagen überzogen. Ihnen wird vorgeworfen, Nutzende - insbesondere Kinder und Jugendliche - durch ihre Algorithmen abhängig zu machen.",2026-08-31
offiziellen,recognised,"Der wirtschaftliche Druck in Russland steigt und offiziellen Umfragen zufolge scheint sich die Stimmung bei den Menschen zu verschlechtern. Die DW hat ihre Nutzer gefragt, wie sie die Lage im Land sehen.",2026-08-31
beigesetzt,Berlin.,"Viele Opfer der Sturzflut sind nicht mehr identifizierbar. Wegen der schnellen Verwesung werden Tote nun beigesetzt - trotz religiöser Bedenken. Mindestens 919 Menschen kamen ums Leben, fast 4800 werden vermisst.",2026-08-31
