German,English,Context,Date
zukunftstechnologien,TECHNOLOGIES OF THE FUTURE,Der Halbleiterkonzern Infineon hat feierlich ein neues Werk eröffnet. Die Dresdner Produktionsstätte soll zentrale Bausteine für Zukunftstechnologien liefern und Europa unabhängiger bei Mikrochips machen.,2026-07-03
halbleiterkonzern,semiconductor group,Der Halbleiterkonzern Infineon hat feierlich ein neues Werk eröffnet. Die Dresdner Produktionsstätte soll zentrale Bausteine für Zukunftstechnologien liefern und Europa unabhängiger bei Mikrochips machen.,2026-07-03
produktionsstätte,Production facility,Der Halbleiterkonzern Infineon hat feierlich ein neues Werk eröffnet. Die Dresdner Produktionsstätte soll zentrale Bausteine für Zukunftstechnologien liefern und Europa unabhängiger bei Mikrochips machen.,2026-07-03
traditionalisten,traditionalists,Mehr als ein halbes Jahrhundert schwelt der Konflikt zwischen den Traditionalisten und dem Vatikan. Nun sind die Piusbrüder offenbar zu weit gegangen.,2026-07-03
enttäuschenden,disappointing,Nach der enttäuschenden Fußball-WM mit dem vorzeitigen Aus der deutschen Nationalmannschaft gegen Paraguay zieht der DFB die Reißleine. Bundestrainer Julian Nagelsmann muss gehen. Wird Jürgen Klopp sein Nachfolger?,2026-07-03
badegewässer,BATHING WATERS,"Laut Recherchen sind die EU-Badegewässer doch nicht so unbedenklich, wie angegeben. Deutschlands Nationalteam bekommt wohl einen neuen Chef. Wer Julian Nagelsmann nachfolgt, ist noch unklar. Der DW-Nachrichtenüberblick.",2026-07-03
unbedenklich,harmless,"Laut Recherchen sind die EU-Badegewässer doch nicht so unbedenklich, wie angegeben. Deutschlands Nationalteam bekommt wohl einen neuen Chef. Wer Julian Nagelsmann nachfolgt, ist noch unklar. Der DW-Nachrichtenüberblick.",2026-07-03
nationalteam,National Team,"Laut Recherchen sind die EU-Badegewässer doch nicht so unbedenklich, wie angegeben. Deutschlands Nationalteam bekommt wohl einen neuen Chef. Wer Julian Nagelsmann nachfolgt, ist noch unklar. Der DW-Nachrichtenüberblick.",2026-07-03
missbrauchen,way.,Männer missbrauchen die eigenen Partnerinnen und filmen das. Online teilen sie Videos und geben einander Tipps. Nun haben Ermittler zahlreiche mutmaßliche Täter im Visier.,2026-07-03
partnerinnen,Contacts,Männer missbrauchen die eigenen Partnerinnen und filmen das. Online teilen sie Videos und geben einander Tipps. Nun haben Ermittler zahlreiche mutmaßliche Täter im Visier.,2026-07-03
untersuchung,checkup,"Viele Branchen in Deutschland sind auf Zugewanderte angewiesen. Bei einer besseren Integration könnte noch mehr Fachwissen genutzt werden, zeigt eine Untersuchung der Bertelsmann-Stiftung.",2026-07-03
vorzeitigen,premature,Nach der enttäuschenden Fußball-WM mit dem vorzeitigen Aus der deutschen Nationalmannschaft gegen Paraguay zieht der DFB die Reißleine. Bundestrainer Julian Nagelsmann muss gehen. Wird Jürgen Klopp sein Nachfolger?,2026-07-03
bertelsmann,BERTELSMANN,"Viele Branchen in Deutschland sind auf Zugewanderte angewiesen. Bei einer besseren Integration könnte noch mehr Fachwissen genutzt werden, zeigt eine Untersuchung der Bertelsmann-Stiftung.",2026-07-03
scheiterte,1998.,Das DFB-Team scheidet zum dritten Mal in Folge früh bei einer Fußball-WM aus. Die Pleite gegen Paraguay wirft Fragen auf: Warum scheiterte das Team erneut so früh? Wer ist schuld und was sind die Konsequenzen?,2026-07-03
