German,English,Context,Date
energiehungriger,energy-hungry,"Sie sind energiehungriger Wachstumsmotor, Rückgrat und Knotenpunkt der Digitalisierung: Rechenzentren. Weltweit werden tausende gebaut. Wie verwundbar sie Gesellschaften machen, hat zuletzt der Iran-Krieg gezeigt.",2026-05-10
digitalisierung,digitisation,"Sie sind energiehungriger Wachstumsmotor, Rückgrat und Knotenpunkt der Digitalisierung: Rechenzentren. Weltweit werden tausende gebaut. Wie verwundbar sie Gesellschaften machen, hat zuletzt der Iran-Krieg gezeigt.",2026-05-10
wachstumsmotor,Growth driver.,"Sie sind energiehungriger Wachstumsmotor, Rückgrat und Knotenpunkt der Digitalisierung: Rechenzentren. Weltweit werden tausende gebaut. Wie verwundbar sie Gesellschaften machen, hat zuletzt der Iran-Krieg gezeigt.",2026-05-10
gesellschaften,companies,"Sie sind energiehungriger Wachstumsmotor, Rückgrat und Knotenpunkt der Digitalisierung: Rechenzentren. Weltweit werden tausende gebaut. Wie verwundbar sie Gesellschaften machen, hat zuletzt der Iran-Krieg gezeigt.",2026-05-10
milliardenhöhe,billion height,"Der Weltraum gehört zur strategischen Infrastruktur und verspricht Geschäfte in Milliardenhöhe. Auch deutsche Unternehmen mischen mit. Doch haben die eine Chance, im globalen New‑Space‑Wettlauf mitzuhalten?",2026-05-10
binnengewässer,Internal waters,Das größte Binnengewässer der Welt verschwindet. In alarmierendem Tempo verliert das Kaspische Meer an Wasser. Wissenschaftler warnen vor einem bevorstehenden Wendepunkt.,2026-05-10
bevorstehenden,upcoming,Das größte Binnengewässer der Welt verschwindet. In alarmierendem Tempo verliert das Kaspische Meer an Wasser. Wissenschaftler warnen vor einem bevorstehenden Wendepunkt.,2026-05-10
rechenzentren,Data centers,"Sie sind energiehungriger Wachstumsmotor, Rückgrat und Knotenpunkt der Digitalisierung: Rechenzentren. Weltweit werden tausende gebaut. Wie verwundbar sie Gesellschaften machen, hat zuletzt der Iran-Krieg gezeigt.",2026-05-10
strategischen,strategic,"Der Weltraum gehört zur strategischen Infrastruktur und verspricht Geschäfte in Milliardenhöhe. Auch deutsche Unternehmen mischen mit. Doch haben die eine Chance, im globalen New‑Space‑Wettlauf mitzuhalten?",2026-05-10
alarmierendem,alarming,Das größte Binnengewässer der Welt verschwindet. In alarmierendem Tempo verliert das Kaspische Meer an Wasser. Wissenschaftler warnen vor einem bevorstehenden Wendepunkt.,2026-05-10
unternehmerin,the account of the Contractor;,Als Miss-Germany-Kandidatin trug Büsra Sayed auf der Bühne einen Hijab. Das hat es noch nie gegeben - und missfiel der AfD. Doch die Unternehmerin konterte schlagfertig auf Instagram. Das Echo war überwältigend.,2026-05-10
überwältigend,overwhelmingly,Als Miss-Germany-Kandidatin trug Büsra Sayed auf der Bühne einen Hijab. Das hat es noch nie gegeben - und missfiel der AfD. Doch die Unternehmerin konterte schlagfertig auf Instagram. Das Echo war überwältigend.,2026-05-10
flugobjekten,flying objects,"Aufnahmen von mysteriösen Flugobjekten, Berichte über ""fliegende Scheiben"" und andere FBI-Dokumente: Das US-Verteidigungsministerium gibt Unterlagen zu mutmaßlichen UFO-Sichtungen frei.",2026-05-10
verschwindet,do you disappear ?,Das größte Binnengewässer der Welt verschwindet. In alarmierendem Tempo verliert das Kaspische Meer an Wasser. Wissenschaftler warnen vor einem bevorstehenden Wendepunkt.,2026-05-10
schlagfertig,quick-witted,Als Miss-Germany-Kandidatin trug Büsra Sayed auf der Bühne einen Hijab. Das hat es noch nie gegeben - und missfiel der AfD. Doch die Unternehmerin konterte schlagfertig auf Instagram. Das Echo war überwältigend.,2026-05-10
knotenpunkt,node point of member,"Sie sind energiehungriger Wachstumsmotor, Rückgrat und Knotenpunkt der Digitalisierung: Rechenzentren. Weltweit werden tausende gebaut. Wie verwundbar sie Gesellschaften machen, hat zuletzt der Iran-Krieg gezeigt.",2026-05-10
mysteriösen,mysterious,"Aufnahmen von mysteriösen Flugobjekten, Berichte über ""fliegende Scheiben"" und andere FBI-Dokumente: Das US-Verteidigungsministerium gibt Unterlagen zu mutmaßlichen UFO-Sichtungen frei.",2026-05-10
küstenwache,Coast guard,"Die Attacken des US-Militärs auf Schiffe mutmaßlicher Drogenschmuggler gehen weiter. Diesmal gab es einen Überlebenden, nach dem die Küstenwache suchte.",2026-05-10
mitzuhalten,them.,"Der Weltraum gehört zur strategischen Infrastruktur und verspricht Geschäfte in Milliardenhöhe. Auch deutsche Unternehmen mischen mit. Doch haben die eine Chance, im globalen New‑Space‑Wettlauf mitzuhalten?",2026-05-10
verwundbar,vulnerable,"Sie sind energiehungriger Wachstumsmotor, Rückgrat und Knotenpunkt der Digitalisierung: Rechenzentren. Weltweit werden tausende gebaut. Wie verwundbar sie Gesellschaften machen, hat zuletzt der Iran-Krieg gezeigt.",2026-05-10
unterlagen,documents,"Aufnahmen von mysteriösen Flugobjekten, Berichte über ""fliegende Scheiben"" und andere FBI-Dokumente: Das US-Verteidigungsministerium gibt Unterlagen zu mutmaßlichen UFO-Sichtungen frei.",2026-05-10
sichtungen,sightings,"Aufnahmen von mysteriösen Flugobjekten, Berichte über ""fliegende Scheiben"" und andere FBI-Dokumente: Das US-Verteidigungsministerium gibt Unterlagen zu mutmaßlichen UFO-Sichtungen frei.",2026-05-10
kandidatin,candidate,Als Miss-Germany-Kandidatin trug Büsra Sayed auf der Bühne einen Hijab. Das hat es noch nie gegeben - und missfiel der AfD. Doch die Unternehmerin konterte schlagfertig auf Instagram. Das Echo war überwältigend.,2026-05-10
aufnahmen,Admissions,"Aufnahmen von mysteriösen Flugobjekten, Berichte über ""fliegende Scheiben"" und andere FBI-Dokumente: Das US-Verteidigungsministerium gibt Unterlagen zu mutmaßlichen UFO-Sichtungen frei.",2026-05-10
fliegende,flying,"Aufnahmen von mysteriösen Flugobjekten, Berichte über ""fliegende Scheiben"" und andere FBI-Dokumente: Das US-Verteidigungsministerium gibt Unterlagen zu mutmaßlichen UFO-Sichtungen frei.",2026-05-10
dokumente,documents,"Aufnahmen von mysteriösen Flugobjekten, Berichte über ""fliegende Scheiben"" und andere FBI-Dokumente: Das US-Verteidigungsministerium gibt Unterlagen zu mutmaßlichen UFO-Sichtungen frei.",2026-05-10
kaspische,caspian,Das größte Binnengewässer der Welt verschwindet. In alarmierendem Tempo verliert das Kaspische Meer an Wasser. Wissenschaftler warnen vor einem bevorstehenden Wendepunkt.,2026-05-10
