German,English,Context,Date
verteidigungsministerium,Department of Defense,"Das US-Verteidigungsministerium hatte vergangenes Jahr neue Regeln für Journalisten eingeführt. Unabhängige Berichterstattung wurde eingeschränkt. Das wollte sich die ""New York Times"" nicht bieten lassen.",2026-03-22
luftwaffenstützpunkts,air base,"Die Bundesregierung soll klären, ob die Nutzung des Luftwaffenstützpunkts Ramstein durch die USA im Iran-Krieg als Angriffshandlung gewertet werden kann.",2026-03-22
berichterstattung,Reporting,"Das US-Verteidigungsministerium hatte vergangenes Jahr neue Regeln für Journalisten eingeführt. Unabhängige Berichterstattung wurde eingeschränkt. Das wollte sich die ""New York Times"" nicht bieten lassen.",2026-03-22
wirtschaftsschutz,economic protection,"Spionage, Sabotage und Cyberangriffe nehmen in Zeiten geopolitischer Krisen zu. Aktuelles Beispiel: der Iran-Krieg. Die Bundesregierung reagiert mit einer Wirtschaftsschutz-Strategie.",2026-03-22
umweltkatastrophe,Environmental Catastrophe,"Ein russischer Gastanker, der wohl von Drohnen beschossen wurde, treibt führungslos im Mittelmeer. Es droht eine Umweltkatastrophe. Experten warnen zudem vor weiteren Attacken auf hoher See.",2026-03-22
präsidentenpalast,presidential palace,Zwei Jahre regierte Mohamed Bazoum im Niger. 2023 wurde er aus dem Amt geputscht und wird seitdem im Präsidentenpalast gefangen gehalten. Jetzt fordert das EU-Parlament seine Freilassung. Die Reaktionen sind gemischt.,2026-03-22
angriffshandlung,act of aggression,"Die Bundesregierung soll klären, ob die Nutzung des Luftwaffenstützpunkts Ramstein durch die USA im Iran-Krieg als Angriffshandlung gewertet werden kann.",2026-03-22
geopolitischer,geopolitical,"Spionage, Sabotage und Cyberangriffe nehmen in Zeiten geopolitischer Krisen zu. Aktuelles Beispiel: der Iran-Krieg. Die Bundesregierung reagiert mit einer Wirtschaftsschutz-Strategie.",2026-03-22
verhandlungen,Negotiations,Es soll einen neuen Vorstoß für Verhandlungen geben. Derweil überziehen sich Russland und die Ukraine gegenseitig mit Angriffen - aus der Luft und am Boden.,2026-03-22
eingeschränkt,restricted,"Das US-Verteidigungsministerium hatte vergangenes Jahr neue Regeln für Journalisten eingeführt. Unabhängige Berichterstattung wurde eingeschränkt. Das wollte sich die ""New York Times"" nicht bieten lassen.",2026-03-22
cyberangriffe,Cyber attacks,"Spionage, Sabotage und Cyberangriffe nehmen in Zeiten geopolitischer Krisen zu. Aktuelles Beispiel: der Iran-Krieg. Die Bundesregierung reagiert mit einer Wirtschaftsschutz-Strategie.",2026-03-22
meteorologen,METEOROLOGISTS,Das US-Surfer-Paradies Hawaii leidet unter Regenfluten. Ein Damm droht zu brechen. Und Meteorologen warnen vor noch mehr Regen.,2026-03-22
frachtschiff,Cargo ship,"Die französische Marine hat bereits zum dritten Mal ein russisches Frachtschiff im Mittelmeer festgesetzt. US-Präsident Trump erwägt, die Angriffe auf den Iran zu reduzieren. Das Wichtigste in Kürze.",2026-03-22
gegenseitig,mutual,Es soll einen neuen Vorstoß für Verhandlungen geben. Derweil überziehen sich Russland und die Ukraine gegenseitig mit Angriffen - aus der Luft und am Boden.,2026-03-22
regenfluten,rain flooding,Das US-Surfer-Paradies Hawaii leidet unter Regenfluten. Ein Damm droht zu brechen. Und Meteorologen warnen vor noch mehr Regen.,2026-03-22
vergangenes,Past,"Das US-Verteidigungsministerium hatte vergangenes Jahr neue Regeln für Journalisten eingeführt. Unabhängige Berichterstattung wurde eingeschränkt. Das wollte sich die ""New York Times"" nicht bieten lassen.",2026-03-22
unabhängige,Indipendents,"Das US-Verteidigungsministerium hatte vergangenes Jahr neue Regeln für Journalisten eingeführt. Unabhängige Berichterstattung wurde eingeschränkt. Das wollte sich die ""New York Times"" nicht bieten lassen.",2026-03-22
festgesetzt,Determined,"Die französische Marine hat bereits zum dritten Mal ein russisches Frachtschiff im Mittelmeer festgesetzt. US-Präsident Trump erwägt, die Angriffe auf den Iran zu reduzieren. Das Wichtigste in Kürze.",2026-03-22
führungslos,unguided,"Ein russischer Gastanker, der wohl von Drohnen beschossen wurde, treibt führungslos im Mittelmeer. Es droht eine Umweltkatastrophe. Experten warnen zudem vor weiteren Attacken auf hoher See.",2026-03-22
überziehen,Pull-on,Es soll einen neuen Vorstoß für Verhandlungen geben. Derweil überziehen sich Russland und die Ukraine gegenseitig mit Angriffen - aus der Luft und am Boden.,2026-03-22
eingeführt,"as we have gone,","Das US-Verteidigungsministerium hatte vergangenes Jahr neue Regeln für Journalisten eingeführt. Unabhängige Berichterstattung wurde eingeschränkt. Das wollte sich die ""New York Times"" nicht bieten lassen.",2026-03-22
mittelmeer,"Adriatic Sea, Mediterranean Sea","Die französische Marine hat bereits zum dritten Mal ein russisches Frachtschiff im Mittelmeer festgesetzt. US-Präsident Trump erwägt, die Angriffe auf den Iran zu reduzieren. Das Wichtigste in Kürze.",2026-03-22
reduzieren,reduce,"Die französische Marine hat bereits zum dritten Mal ein russisches Frachtschiff im Mittelmeer festgesetzt. US-Präsident Trump erwägt, die Angriffe auf den Iran zu reduzieren. Das Wichtigste in Kürze.",2026-03-22
russischer,russian,"Ein russischer Gastanker, der wohl von Drohnen beschossen wurde, treibt führungslos im Mittelmeer. Es droht eine Umweltkatastrophe. Experten warnen zudem vor weiteren Attacken auf hoher See.",2026-03-22
beschossen,Al-Latifiyah.,"Ein russischer Gastanker, der wohl von Drohnen beschossen wurde, treibt führungslos im Mittelmeer. Es droht eine Umweltkatastrophe. Experten warnen zudem vor weiteren Attacken auf hoher See.",2026-03-22
aktuelles,current,"Spionage, Sabotage und Cyberangriffe nehmen in Zeiten geopolitischer Krisen zu. Aktuelles Beispiel: der Iran-Krieg. Die Bundesregierung reagiert mit einer Wirtschaftsschutz-Strategie.",2026-03-22
rheinland,Rheinland,In Rheinland-Pfalz wird gewählt. Das hat auch für die Bundesregierung Bedeutung. Doch nicht nur politisch lohnt sich ein Blick auf das Bundesland.,2026-03-22
gastanker,gas-carrier,"Ein russischer Gastanker, der wohl von Drohnen beschossen wurde, treibt führungslos im Mittelmeer. Es droht eine Umweltkatastrophe. Experten warnen zudem vor weiteren Attacken auf hoher See.",2026-03-22
geputscht,couped,Zwei Jahre regierte Mohamed Bazoum im Niger. 2023 wurde er aus dem Amt geputscht und wird seitdem im Präsidentenpalast gefangen gehalten. Jetzt fordert das EU-Parlament seine Freilassung. Die Reaktionen sind gemischt.,2026-03-22
gewertet,base,"Die Bundesregierung soll klären, ob die Nutzung des Luftwaffenstützpunkts Ramstein durch die USA im Iran-Krieg als Angriffshandlung gewertet werden kann.",2026-03-22
paradies,Paradies,Das US-Surfer-Paradies Hawaii leidet unter Regenfluten. Ein Damm droht zu brechen. Und Meteorologen warnen vor noch mehr Regen.,2026-03-22
spionage,Espionage,"Spionage, Sabotage und Cyberangriffe nehmen in Zeiten geopolitischer Krisen zu. Aktuelles Beispiel: der Iran-Krieg. Die Bundesregierung reagiert mit einer Wirtschaftsschutz-Strategie.",2026-03-22
